question_id,question_group_id,narrative_id,target_slot,language,question_text,template_id,question_type,priority,reason,sensitivity,skippable,prerequisite_slot,expected_answer_type,allowed_answer_values,followup_condition,gold_rank,already_asked,human_relevance_score,language_reviewer_id,legal_reviewer_id
Q001510_en,QG000504,NAR000169_EN,employment_documents,en,"For the unfair termination at Office around 06:32, do you have appointment letters, payslips, emails, attendance, payroll, or contract documents?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV523
Q001511_hi,QG000504,NAR000169_EN,employment_documents,hi,"Unfair termination Office par 06:32 ke aas-paas ke sandarbh mein, Kya aapke paas appointment letter, payslip, email, attendance, payroll ya contract dastavej hain?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV523
Q001512_hiLatn,QG000504,NAR000169_EN,employment_documents,hi-Latn,"Unfair termination Office par 06:32 ke aas-paas ke context mein, Kya appointment letter, payslip, email, attendance, payroll ya contract documents hain?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV523
Q001513_en,QG000505,NAR000170_EN,institution_notified,en,"For the ponzi scheme investment fraud at House around 08:29, have you notified the bank, platform, employer, insurer, or other institution?",TPL_INSTITUTION_NOTIFIED,yes_no,3,Affects next escalation.,normal,True,NONE,boolean,yes;no;attempted;unsure,if_no_ask_which_institution,3,False,4,LANG_REV_EN_001,REV654
Q001514_hi,QG000505,NAR000170_EN,institution_notified,hi,"Ponzi scheme investment fraud House par 08:29 ke aas-paas ke sandarbh mein, Kya aapne bank, platform, employer, insurer ya kisi sanstha ko suchit kiya hai?",TPL_INSTITUTION_NOTIFIED,yes_no,3,Affects next escalation.,normal,True,NONE,boolean,yes;no;attempted;unsure,if_no_ask_which_institution,3,False,4,LANG_REV_HI_001,REV654
Q001515_hiLatn,QG000505,NAR000170_EN,institution_notified,hi-Latn,"Ponzi scheme investment fraud House par 08:29 ke aas-paas ke context mein, Kya bank/platform/employer/insurer ya institution ko notify kiya hai?",TPL_INSTITUTION_NOTIFIED,yes_no,3,Affects next escalation.,normal,True,NONE,boolean,yes;no;attempted;unsure,if_no_ask_which_institution,3,False,4,LANG_REV_HI_001,REV654
Q001516_en,QG000506,NAR000171_EN,employment_documents,en,"For the breach of employment contract at Online platform around 08:45, do you have appointment letters, payslips, emails, attendance, payroll, or contract documents?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV485
Q001517_hi,QG000506,NAR000171_EN,employment_documents,hi,"Breach of employment contract Online platform par 08:45 ke aas-paas ke sandarbh mein, Kya aapke paas appointment letter, payslip, email, attendance, payroll ya contract dastavej hain?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV485
Q001518_hiLatn,QG000506,NAR000171_EN,employment_documents,hi-Latn,"Breach of employment contract Online platform par 08:45 ke aas-paas ke context mein, Kya appointment letter, payslip, email, attendance, payroll ya contract documents hain?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV485
Q001519_en,QG000507,NAR000172_EN,employment_documents,en,"For the workplace harassment at Showroom around 19:44, do you have appointment letters, payslips, emails, attendance, payroll, or contract documents?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV454
Q001520_hi,QG000507,NAR000172_EN,employment_documents,hi,"Workplace harassment Showroom par 19:44 ke aas-paas ke sandarbh mein, Kya aapke paas appointment letter, payslip, email, attendance, payroll ya contract dastavej hain?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV454
Q001521_hiLatn,QG000507,NAR000172_EN,employment_documents,hi-Latn,"Workplace harassment Showroom par 19:44 ke aas-paas ke context mein, Kya appointment letter, payslip, email, attendance, payroll ya contract documents hain?",TPL_EMPLOYMENT_DOCUMENTS,open_text,2,Supports labour claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV454
Q001522_en,QG000508,NAR000172_EN,wage_or_benefit_amount,en,"For the workplace harassment at Showroom around 19:44, what wage, benefit, compensation, or amount is unpaid or disputed?",TPL_WAGE_OR_BENEFIT_AMOUNT,open_text,2,Quantifies claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV454
Q001523_hi,QG000508,NAR000172_EN,wage_or_benefit_amount,hi,"Workplace harassment Showroom par 19:44 ke aas-paas ke sandarbh mein, Kaunsi wage, benefit, compensation ya amount unpaid ya disputed hai?",TPL_WAGE_OR_BENEFIT_AMOUNT,open_text,2,Quantifies claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV454
Q001524_hiLatn,QG000508,NAR000172_EN,wage_or_benefit_amount,hi-Latn,"Workplace harassment Showroom par 19:44 ke aas-paas ke context mein, Kaunsi wage/benefit/compensation/amount unpaid ya disputed hai?",TPL_WAGE_OR_BENEFIT_AMOUNT,open_text,2,Quantifies claim.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV454
Q001525_en,QG000509,NAR000172_EN,internal_complaint_status,en,"For the workplace harassment at Showroom around 19:44, have you complained internally to HR, management, or a supervisor?",TPL_INTERNAL_COMPLAINT_STATUS,yes_no,3,Shows exhaustion of internal process.,normal,True,NONE,boolean,yes;no;attempted;unsure,NONE,3,False,4,LANG_REV_EN_001,REV454
Q001526_hi,QG000509,NAR000172_EN,internal_complaint_status,hi,"Workplace harassment Showroom par 19:44 ke aas-paas ke sandarbh mein, Kya aapne HR, management ya supervisor ko internal complaint di hai?",TPL_INTERNAL_COMPLAINT_STATUS,yes_no,3,Shows exhaustion of internal process.,normal,True,NONE,boolean,yes;no;attempted;unsure,NONE,3,False,4,LANG_REV_HI_001,REV454
Q001527_hiLatn,QG000509,NAR000172_EN,internal_complaint_status,hi-Latn,"Workplace harassment Showroom par 19:44 ke aas-paas ke context mein, Kya HR, management ya supervisor ko internal complaint ki hai?",TPL_INTERNAL_COMPLAINT_STATUS,yes_no,3,Shows exhaustion of internal process.,normal,True,NONE,boolean,yes;no;attempted;unsure,NONE,3,False,4,LANG_REV_HI_001,REV454
Q001528_en,QG000510,NAR000173_EN,property_type,en,"For the shopbreaking at Shop around 13:34, what property is involved, and what type of property is it?",TPL_PROPERTY_TYPE,open_text,1,Identifies the stolen article for complaint drafting.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_EN_001,REV499
Q001529_hi,QG000510,NAR000173_EN,property_type,hi,"Shopbreaking Shop par 13:34 ke aas-paas ke sandarbh mein, Kaunsi sampatti judi hai, aur woh kis prakar ki hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies the stolen article for complaint drafting.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV499
Q001530_hiLatn,QG000510,NAR000173_EN,property_type,hi-Latn,"Shopbreaking Shop par 13:34 ke aas-paas ke context mein, Kaunsi property involved hai, aur uska type kya hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies the stolen article for complaint drafting.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV499
Q001531_en,QG000511,NAR000173_EN,property_description,en,"For the shopbreaking at Shop around 13:34, can you describe the property in more detail?",TPL_PROPERTY_DESCRIPTION,open_text,2,Supports identification and recovery.,normal,False,NONE,text,NONE,if_identifiable_ask_identifier,2,False,5,LANG_REV_EN_001,REV499
Q001532_hi,QG000511,NAR000173_EN,property_description,hi,"Shopbreaking Shop par 13:34 ke aas-paas ke sandarbh mein, Kya aap sampatti ka adhik vivaran de sakte hain?",TPL_PROPERTY_DESCRIPTION,open_text,2,Supports identification and recovery.,normal,False,NONE,text,NONE,if_identifiable_ask_identifier,2,False,5,LANG_REV_HI_001,REV499
Q001533_hiLatn,QG000511,NAR000173_EN,property_description,hi-Latn,"Shopbreaking Shop par 13:34 ke aas-paas ke context mein, Kya aap property ka detail description de sakte ho?",TPL_PROPERTY_DESCRIPTION,open_text,2,Supports identification and recovery.,normal,False,NONE,text,NONE,if_identifiable_ask_identifier,2,False,5,LANG_REV_HI_001,REV499
Q001534_en,QG000512,NAR000173_EN,ownership_information,en,"For the shopbreaking at Shop around 13:34, how can you show ownership or lawful possession of the property?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_EN_001,REV499
Q001535_hi,QG000512,NAR000173_EN,ownership_information,hi,"Shopbreaking Shop par 13:34 ke aas-paas ke sandarbh mein, Aap sampatti par malikiyat ya kanuni kabze ka praman kaise dikha sakte hain?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_HI_001,REV499
Q001536_hiLatn,QG000512,NAR000173_EN,ownership_information,hi-Latn,"Shopbreaking Shop par 13:34 ke aas-paas ke context mein, Aap ownership ya lawful possession ka proof kaise dikha sakte ho?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_HI_001,REV499
Q001537_en,QG000513,NAR000173_EN,force_or_threat_used,en,"For the shopbreaking at Shop around 13:34, was any force or threat used?",TPL_FORCE_OR_THREAT_USED,yes_no,1,Distinguishes theft from robbery or assault.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_ask_threat_details,1,False,5,LANG_REV_EN_001,REV499
Q001538_hi,QG000513,NAR000173_EN,force_or_threat_used,hi,"Shopbreaking Shop par 13:34 ke aas-paas ke sandarbh mein, Kya kisi bal ya dhamki ka istemal hua?",TPL_FORCE_OR_THREAT_USED,yes_no,1,Distinguishes theft from robbery or assault.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_ask_threat_details,1,False,5,LANG_REV_HI_001,REV499
Q001539_hiLatn,QG000513,NAR000173_EN,force_or_threat_used,hi-Latn,"Shopbreaking Shop par 13:34 ke aas-paas ke context mein, Kya force ya threat use hua?",TPL_FORCE_OR_THREAT_USED,yes_no,1,Distinguishes theft from robbery or assault.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_ask_threat_details,1,False,5,LANG_REV_HI_001,REV499
Q001540_en,QG000514,NAR000174_EN,risk_to_public,en,"For the minor civic infrastructure issue at Alleyway around 01:39, what public risk, nuisance, or hazard is happening?",TPL_RISK_TO_PUBLIC,open_text,2,Determines urgency.,normal,False,NONE,text,NONE,if_immediate_hazard_contact_authority,2,False,5,LANG_REV_EN_001,REV187
Q001541_hi,QG000514,NAR000174_EN,risk_to_public,hi,"Minor civic infrastructure issue Alleyway par 01:39 ke aas-paas ke sandarbh mein, Kaunsa public risk, nuisance ya hazard ho raha hai?",TPL_RISK_TO_PUBLIC,open_text,2,Determines urgency.,normal,False,NONE,text,NONE,if_immediate_hazard_contact_authority,2,False,5,LANG_REV_HI_001,REV187
Q001542_hiLatn,QG000514,NAR000174_EN,risk_to_public,hi-Latn,"Minor civic infrastructure issue Alleyway par 01:39 ke aas-paas ke context mein, Kaunsa public risk, nuisance ya hazard ho raha hai?",TPL_RISK_TO_PUBLIC,open_text,2,Determines urgency.,normal,False,NONE,text,NONE,if_immediate_hazard_contact_authority,2,False,5,LANG_REV_HI_001,REV187
Q001543_en,QG000515,NAR000174_EN,item_or_property_affected,en,"For the minor civic infrastructure issue at Alleyway around 01:39, what item or property is affected?",TPL_ITEM_OR_PROPERTY_AFFECTED,open_text,3,Clarifies complaint substance.,normal,True,NONE,text,NONE,NONE,3,False,4,LANG_REV_EN_001,REV187
Q001544_hi,QG000515,NAR000174_EN,item_or_property_affected,hi,"Minor civic infrastructure issue Alleyway par 01:39 ke aas-paas ke sandarbh mein, Kaunsi item ya property prabhavit hai?",TPL_ITEM_OR_PROPERTY_AFFECTED,open_text,3,Clarifies complaint substance.,normal,True,NONE,text,NONE,NONE,3,False,4,LANG_REV_HI_001,REV187
Q001545_hiLatn,QG000515,NAR000174_EN,item_or_property_affected,hi-Latn,"Minor civic infrastructure issue Alleyway par 01:39 ke aas-paas ke context mein, Kaunsi item ya property affected hai?",TPL_ITEM_OR_PROPERTY_AFFECTED,open_text,3,Clarifies complaint substance.,normal,True,NONE,text,NONE,NONE,3,False,4,LANG_REV_HI_001,REV187
Q001546_en,QG000516,NAR000174_EN,authority_to_contact,en,"For the minor civic infrastructure issue at Alleyway around 01:39, which authority have you contacted or plan to contact?",TPL_AUTHORITY_TO_CONTACT,choice,3,Guides filing route.,normal,True,NONE,category,police;municipality;traffic_authority;cyber_cell;consumer_forum;labour_office;unsure,NONE,3,False,4,LANG_REV_EN_001,REV187
Q001547_hi,QG000516,NAR000174_EN,authority_to_contact,hi,"Minor civic infrastructure issue Alleyway par 01:39 ke aas-paas ke sandarbh mein, Aapne kis authority se sampark kiya hai ya karna chahte hain?",TPL_AUTHORITY_TO_CONTACT,choice,3,Guides filing route.,normal,True,NONE,category,police;municipality;traffic_authority;cyber_cell;consumer_forum;labour_office;unsure,NONE,3,False,4,LANG_REV_HI_001,REV187
Q001548_hiLatn,QG000516,NAR000174_EN,authority_to_contact,hi-Latn,"Minor civic infrastructure issue Alleyway par 01:39 ke aas-paas ke context mein, Aapne kaunsi authority contact ki hai ya karni hai?",TPL_AUTHORITY_TO_CONTACT,choice,3,Guides filing route.,normal,True,NONE,category,police;municipality;traffic_authority;cyber_cell;consumer_forum;labour_office;unsure,NONE,3,False,4,LANG_REV_HI_001,REV187
Q001549_en,QG000517,NAR000175_EN,digital_evidence,en,"For the online banking fraud at Mobile app around 02:31, what digital evidence do you have, such as messages, links, emails, logs, or screenshots?",TPL_DIGITAL_EVIDENCE,open_text,3,Preserves proof for complaint.,sensitive,True,NONE,text,NONE,if_links_present_preserve_screenshots,3,False,4,LANG_REV_EN_001,REV205
Q001550_hi,QG000517,NAR000175_EN,digital_evidence,hi,"Online banking fraud Mobile app par 02:31 ke aas-paas ke sandarbh mein, Aapke paas kaunsa digital saboot hai, jaise messages, links, emails, logs ya screenshots?",TPL_DIGITAL_EVIDENCE,open_text,3,Preserves proof for complaint.,sensitive,True,NONE,text,NONE,if_links_present_preserve_screenshots,3,False,4,LANG_REV_HI_001,REV205
Q001551_hiLatn,QG000517,NAR000175_EN,digital_evidence,hi-Latn,"Online banking fraud Mobile app par 02:31 ke aas-paas ke context mein, Aapke paas kya digital evidence hai, jaise messages, links, emails, logs ya screenshots?",TPL_DIGITAL_EVIDENCE,open_text,3,Preserves proof for complaint.,sensitive,True,NONE,text,NONE,if_links_present_preserve_screenshots,3,False,4,LANG_REV_HI_001,REV205
Q001552_en,QG000518,NAR000175_EN,ongoing_access_risk,en,"For the online banking fraud at Mobile app around 02:31, do you think the attacker still has access?",TPL_ONGOING_ACCESS_RISK,yes_no,1,Determines urgent containment advice.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_urgent_account_lock,1,False,5,LANG_REV_EN_001,REV205
Q001553_hi,QG000518,NAR000175_EN,ongoing_access_risk,hi,"Online banking fraud Mobile app par 02:31 ke aas-paas ke sandarbh mein, Kya aapko lagta hai attacker ke paas abhi bhi access hai?",TPL_ONGOING_ACCESS_RISK,yes_no,1,Determines urgent containment advice.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_urgent_account_lock,1,False,5,LANG_REV_HI_001,REV205
Q001554_hiLatn,QG000518,NAR000175_EN,ongoing_access_risk,hi-Latn,"Online banking fraud Mobile app par 02:31 ke aas-paas ke context mein, Kya lagta hai attacker ke paas abhi bhi access hai?",TPL_ONGOING_ACCESS_RISK,yes_no,1,Determines urgent containment advice.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_urgent_account_lock,1,False,5,LANG_REV_HI_001,REV205
Q001555_en,QG000519,NAR000176_EN,threat_or_attack_description,en,"For the road rage assault at Road around 00:57, what exactly was said or done to threaten or attack you?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_EN_001,REV330
Q001556_hi,QG000519,NAR000176_EN,threat_or_attack_description,hi,"Road rage assault Road par 00:57 ke aas-paas ke sandarbh mein, Aapko dhamkane ya attack karne ke liye theek kya kaha ya kiya gaya?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_HI_001,REV330
Q001557_hiLatn,QG000519,NAR000176_EN,threat_or_attack_description,hi-Latn,"Road rage assault Road par 00:57 ke aas-paas ke context mein, Threat ya attack mein exactly kya bola ya kiya gaya?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_HI_001,REV330
Q001558_en,QG000520,NAR000176_EN,injury_details,en,"For the road rage assault at Road around 00:57, was anyone injured, and what injuries were caused?",TPL_INJURY_DETAILS,open_text,1,Determines medical and legal urgency.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_EN_001,REV330
Q001559_hi,QG000520,NAR000176_EN,injury_details,hi,"Road rage assault Road par 00:57 ke aas-paas ke sandarbh mein, Kya koi ghayal hua, aur kaunsi chot lagi?",TPL_INJURY_DETAILS,open_text,1,Determines medical and legal urgency.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_HI_001,REV330
Q001560_hiLatn,QG000520,NAR000176_EN,injury_details,hi-Latn,"Road rage assault Road par 00:57 ke aas-paas ke context mein, Kya koi injured hua, aur kya injuries hain?",TPL_INJURY_DETAILS,open_text,1,Determines medical and legal urgency.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_HI_001,REV330
Q001561_en,QG000521,NAR000176_EN,alleged_offender_identity,en,"For the road rage assault at Road around 00:57, do you know who the alleged offender is or how to identify them?",TPL_ALLEGED_OFFENDER_IDENTITY,open_text,2,Supports protective action and complaint.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV330
Q001562_hi,QG000521,NAR000176_EN,alleged_offender_identity,hi,"Road rage assault Road par 00:57 ke aas-paas ke sandarbh mein, Kya aapko aaropit vyakti ki pehchan pata hai?",TPL_ALLEGED_OFFENDER_IDENTITY,open_text,2,Supports protective action and complaint.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV330
Q001563_hiLatn,QG000521,NAR000176_EN,alleged_offender_identity,hi-Latn,"Road rage assault Road par 00:57 ke aas-paas ke context mein, Kya aap alleged offender ko identify kar sakte ho?",TPL_ALLEGED_OFFENDER_IDENTITY,open_text,2,Supports protective action and complaint.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV330
Q001564_en,QG000522,NAR000176_EN,safe_place_available,en,"For the road rage assault at Road around 00:57, are you currently in a safe place?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_EN_001,REV330
Q001565_hi,QG000522,NAR000176_EN,safe_place_available,hi,"Road rage assault Road par 00:57 ke aas-paas ke sandarbh mein, Kya aap abhi surakshit jagah par hain?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_HI_001,REV330
Q001566_hiLatn,QG000522,NAR000176_EN,safe_place_available,hi-Latn,"Road rage assault Road par 00:57 ke aas-paas ke context mein, Kya aap abhi safe place par ho?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_HI_001,REV330
Q001567_en,QG000523,NAR000176_EN,medical_help_status,en,"For the road rage assault at Road around 00:57, have you received or requested medical help?",TPL_MEDICAL_HELP_STATUS,yes_no,2,Controls medical escalation.,highly sensitive,True,NONE,boolean,yes;no;needed;unsure,if_needed_seek_urgent_help,2,False,4,LANG_REV_EN_001,REV330
Q001568_hi,QG000523,NAR000176_EN,medical_help_status,hi,"Road rage assault Road par 00:57 ke aas-paas ke sandarbh mein, Kya aapne medical help li ya maangi hai?",TPL_MEDICAL_HELP_STATUS,yes_no,2,Controls medical escalation.,highly sensitive,True,NONE,boolean,yes;no;needed;unsure,if_needed_seek_urgent_help,2,False,4,LANG_REV_HI_001,REV330
Q001569_hiLatn,QG000523,NAR000176_EN,medical_help_status,hi-Latn,"Road rage assault Road par 00:57 ke aas-paas ke context mein, Kya aapne medical help li ya request ki?",TPL_MEDICAL_HELP_STATUS,yes_no,2,Controls medical escalation.,highly sensitive,True,NONE,boolean,yes;no;needed;unsure,if_needed_seek_urgent_help,2,False,4,LANG_REV_HI_001,REV330
Q001570_en,QG000524,NAR000177_EN,property_type,en,"For the chain snatching at Residential street around 18:37, what property is involved, and what type of property is it?",TPL_PROPERTY_TYPE,open_text,1,Identifies the stolen article for complaint drafting.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_EN_001,REV237
Q001571_hi,QG000524,NAR000177_EN,property_type,hi,"Chain snatching Residential street par 18:37 ke aas-paas ke sandarbh mein, Kaunsi sampatti judi hai, aur woh kis prakar ki hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies the stolen article for complaint drafting.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV237
Q001572_hiLatn,QG000524,NAR000177_EN,property_type,hi-Latn,"Chain snatching Residential street par 18:37 ke aas-paas ke context mein, Kaunsi property involved hai, aur uska type kya hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies the stolen article for complaint drafting.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV237
Q001573_en,QG000525,NAR000177_EN,property_description,en,"For the chain snatching at Residential street around 18:37, can you describe the property in more detail?",TPL_PROPERTY_DESCRIPTION,open_text,2,Supports identification and recovery.,normal,False,NONE,text,NONE,if_identifiable_ask_identifier,2,False,5,LANG_REV_EN_001,REV237
Q001574_hi,QG000525,NAR000177_EN,property_description,hi,"Chain snatching Residential street par 18:37 ke aas-paas ke sandarbh mein, Kya aap sampatti ka adhik vivaran de sakte hain?",TPL_PROPERTY_DESCRIPTION,open_text,2,Supports identification and recovery.,normal,False,NONE,text,NONE,if_identifiable_ask_identifier,2,False,5,LANG_REV_HI_001,REV237
Q001575_hiLatn,QG000525,NAR000177_EN,property_description,hi-Latn,"Chain snatching Residential street par 18:37 ke aas-paas ke context mein, Kya aap property ka detail description de sakte ho?",TPL_PROPERTY_DESCRIPTION,open_text,2,Supports identification and recovery.,normal,False,NONE,text,NONE,if_identifiable_ask_identifier,2,False,5,LANG_REV_HI_001,REV237
Q001576_en,QG000526,NAR000177_EN,ownership_information,en,"For the chain snatching at Residential street around 18:37, how can you show ownership or lawful possession of the property?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_EN_001,REV237
Q001577_hi,QG000526,NAR000177_EN,ownership_information,hi,"Chain snatching Residential street par 18:37 ke aas-paas ke sandarbh mein, Aap sampatti par malikiyat ya kanuni kabze ka praman kaise dikha sakte hain?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_HI_001,REV237
Q001578_hiLatn,QG000526,NAR000177_EN,ownership_information,hi-Latn,"Chain snatching Residential street par 18:37 ke aas-paas ke context mein, Aap ownership ya lawful possession ka proof kaise dikha sakte ho?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_HI_001,REV237
Q001579_en,QG000527,NAR000178_EN,threat_or_attack_description,en,"For the road rage assault at Highway around 04:40, what exactly was said or done to threaten or attack you?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_EN_001,REV954
Q001580_hi,QG000527,NAR000178_EN,threat_or_attack_description,hi,"Road rage assault Highway par 04:40 ke aas-paas ke sandarbh mein, Aapko dhamkane ya attack karne ke liye theek kya kaha ya kiya gaya?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_HI_001,REV954
Q001581_hiLatn,QG000527,NAR000178_EN,threat_or_attack_description,hi-Latn,"Road rage assault Highway par 04:40 ke aas-paas ke context mein, Threat ya attack mein exactly kya bola ya kiya gaya?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_HI_001,REV954
Q001582_en,QG000528,NAR000178_EN,witness_available,en,"For the road rage assault at Highway around 04:40, were there any witnesses?",TPL_WITNESS_AVAILABLE,yes_no,3,Supports corroboration.,sensitive,True,NONE,boolean,yes;no;unsure,if_yes_ask_witness_contact_safely,3,False,4,LANG_REV_EN_001,REV954
Q001583_hi,QG000528,NAR000178_EN,witness_available,hi,"Road rage assault Highway par 04:40 ke aas-paas ke sandarbh mein, Kya koi gawah maujood tha?",TPL_WITNESS_AVAILABLE,yes_no,3,Supports corroboration.,sensitive,True,NONE,boolean,yes;no;unsure,if_yes_ask_witness_contact_safely,3,False,4,LANG_REV_HI_001,REV954
Q001584_hiLatn,QG000528,NAR000178_EN,witness_available,hi-Latn,"Road rage assault Highway par 04:40 ke aas-paas ke context mein, Kya koi witness tha?",TPL_WITNESS_AVAILABLE,yes_no,3,Supports corroboration.,sensitive,True,NONE,boolean,yes;no;unsure,if_yes_ask_witness_contact_safely,3,False,4,LANG_REV_HI_001,REV954
Q001585_en,QG000529,NAR000178_EN,safe_place_available,en,"For the road rage assault at Highway around 04:40, are you currently in a safe place?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_EN_001,REV954
Q001586_hi,QG000529,NAR000178_EN,safe_place_available,hi,"Road rage assault Highway par 04:40 ke aas-paas ke sandarbh mein, Kya aap abhi surakshit jagah par hain?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_HI_001,REV954
