output_id,scenario_id,narrative_id,language,clarification_answer_ids,gold_event_ids,gold_timeline_text,citizen_summary,structured_incident_summary,complaint_preparation_draft,lawyer_legal_aid_intake,police_visit_checklist,evidence_index,missing_information_summary,contradictions_summary,procedural_guidance_summary,supporting_passage_ids,unsupported_statement_count,hallucination_present,factuality_score,completeness_score,event_order_preserved,law_review_status,reviewer_id,split
GOUT000258_EN,SCN000258,NAR000258_EN,en,ANS002395;ANS002396;ANS002397;ANS002398;ANS002399;ANS002400;ANS002401;ANS002402;ANS002403;ANS002404;ANS002405;ANS002406;ANS002407;ANS002408;ANS002409;ANS002410;ANS002411;ANS002412,EVT000258_001;EVT000258_002,1. Things escalated so quickly and it turned into full-blown dowry harassment. 2. It happened again at home around 08:28.,"You reported a domestic violence matter about dowry harassment at Workplace on 2024-06-27 around 08:28. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as False.","incident_family=Domestic Violence | issue=Dowry harassment | place=Workplace, Telangana, India | date_time=2024-06-27 08:28 | events=EVT000258_001;EVT000258_002 | property_involved=False | threat_involved=True | injury_involved=False | open_questions=partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available, support_person_contact | missing: injury_or_medical_need","To the concerned authority, I wish to report that on 2024-06-27 around 08:28, at Workplace, I experienced/reported an incident described as Dowry harassment. My account is: It happened again at home around 08:28. Things escalated so quickly and it turned into full-blown dowry harassment. I was locked inside the room and couldn't even reach out to anyone until now. I honestly don't know what to do anymore, I am so scared.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Domestic Violence / Dowry harassment; location Workplace, Telangana; incident date/time 2024-06-27 08:28; danger=No; threat=True; injury=False; property=False; police_contacted=False; legal_help_requested=False; event_ids=EVT000258_001;EVT000258_002; key remaining gaps: partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available, support_person_contact | missing: injury_or_medical_need",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,I have photos and messages related to the incident,"partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available, support_person_contact | missing: injury_or_medical_need",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prioritise safety planning, trusted support, medical documentation if needed, and legal-aid/protection options. Police already contacted: False. Legal help requested: False.",LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV510,Train
GOUT000259_EN,SCN000259,NAR000259_EN,en,ANS002413;ANS002414;ANS002415;ANS002416;ANS002417;ANS002418;ANS002419;ANS002420;ANS002421;ANS002422;ANS002423;ANS002424,EVT000259_001;EVT000259_002,1. pls help someone is targeting me with physical altercation right now at the Bar/Pub!! 2. pls help someone is targeting me with physical altercation right now at the Bar/Pub!!,"You reported a assault & threats matter about physical altercation at Bar/Pub on 2024-06-29 around 17:22. The record notes danger status as Yes, threat mentioned as True, injury mentioned as False, and police contact as True.","incident_family=Assault & Threats | issue=Physical altercation | place=Bar/Pub, Tamil Nadu, India | date_time=2024-06-29 17:22 | events=EVT000259_001;EVT000259_002 | property_involved=False | threat_involved=True | injury_involved=False | open_questions=missing: threat_or_attack_description, injury_details | optional: safe_place_available, medical_help_status","To the concerned authority, I wish to report that on 2024-06-29 around 17:22, at Bar/Pub, I experienced/reported an incident described as Physical altercation. My account is: pls help someone is targeting me with physical altercation right now at the Bar/Pub!! they are threatening to hit me or worse. happened around 17:22. is anyone nearby who can come stay with me? urgent. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Assault & Threats / Physical altercation; location Bar/Pub, Tamil Nadu; incident date/time 2024-06-29 17:22; danger=Yes; threat=True; injury=False; property=False; police_contacted=True; legal_help_requested=False; event_ids=EVT000259_001;EVT000259_002; key remaining gaps: missing: threat_or_attack_description, injury_details | optional: safe_place_available, medical_help_status",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"No specific evidence item is confirmed; ask user to preserve screenshots, documents, photos, receipts, and messages where available.","missing: threat_or_attack_description, injury_details | optional: safe_place_available, medical_help_status",No contradiction linked in slot annotations or clarification answers.,"Prioritise immediate safety and emergency assistance before document preparation. If threat or injury exists, seek safety and medical support; preserve messages, witness details, and complaint facts. Police already contacted: True. Legal help requested: False.",LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001,0,False,5,4,True,team-reviewed,REV279,validation
GOUT000260_EN,SCN000260,NAR000260_EN,en,ANS002425;ANS002426;ANS002427;ANS002428;ANS002429;ANS002430;ANS002431;ANS002432;ANS002433;ANS002434;ANS002435;ANS002436,EVT000260_001;EVT000260_002,"1. The argument was explicitly regarding a severe case of alimony and maintenance claim, with both sides loudly contesting rights before local residents requested calm.. 2. The argument was explicitly regarding a severe case of alimony and maintenance claim, with both sides loudly contesting rights before local residents requested calm..","You reported a family law matter about alimony and maintenance claim at Online platform on 2024-06-30 around 00:03. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Family Law | issue=Alimony and maintenance claim | place=Online platform, Gujarat, India | date_time=2024-06-30 00:03 | events=EVT000260_001;EVT000260_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: child_or_dependent_involved, financial_support_issue, supporting_documents | missing: violence_or_safety_concern","To the concerned authority, I wish to report that on 2024-06-30 around 00:03, at Online platform, I experienced/reported an incident described as Alimony and maintenance claim. My account is: The observer noted a highly emotional confrontation between two estranged family members outside the online platform around 00:03. The argument was explicitly regarding a severe case of alimony and maintenance claim, with both sides loudly contesting rights before local residents requested calm.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Family Law / Alimony and maintenance claim; location Online platform, Gujarat; incident date/time 2024-06-30 00:03; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000260_001;EVT000260_002; key remaining gaps: optional: child_or_dependent_involved, financial_support_issue, supporting_documents | missing: violence_or_safety_concern",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can provide more details, but I need to check the exact information","optional: child_or_dependent_involved, financial_support_issue, supporting_documents | missing: violence_or_safety_concern",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect existing orders, communication records, child/dependent details, and consider family-court or legal-aid consultation. Police already contacted: True. Legal help requested: True.",LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV400,Train
GOUT000261_EN,SCN000261,NAR000261_EN,en,ANS002437;ANS002438;ANS002439;ANS002440;ANS002441;ANS002442,EVT000261_001;EVT000261_002,"1. I've been working at this online platform for months, and around 05:00 yesterday, things hit a breaking point with a massive breach of employment contract. 2. I've been working at this online platform for months, and around 05:00 yesterday, things hit a breaking point with a massive breach of employment contract.","You reported a employment/labour matter about breach of employment contract at Online platform on 2024-06-30 around 05:00. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Employment/Labour | issue=Breach of employment contract | place=Online platform, Tamil Nadu, India | date_time=2024-06-30 05:00 | events=EVT000261_001;EVT000261_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: employment_documents, internal_complaint_status","To the concerned authority, I wish to report that on 2024-06-30 around 05:00, at Online platform, I experienced/reported an incident described as Breach of employment contract. My account is: I've been working at this online platform for months, and around 05:00 yesterday, things hit a breaking point with a massive breach of employment contract. They literally refused to settle what was rightfully owed to me and told me to just leave if I didn't like it. I'm so stressed about how I'm going to pay my rent.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Employment/Labour / Breach of employment contract; location Online platform, Tamil Nadu; incident date/time 2024-06-30 05:00; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000261_001;EVT000261_002; key remaining gaps: optional: employment_documents, internal_complaint_status",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I have some emails and employment records, but not every document","optional: employment_documents, internal_complaint_status",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect employment documents, payslips, emails, HR communication, and wage/termination details. Police already contacted: False. Legal help requested: True.",LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV379,test
GOUT000262_EN,SCN000262,NAR000262_EN,en,ANS002443;ANS002444;ANS002445;ANS002446;ANS002447;ANS002448;ANS002449;ANS002450;ANS002451;ANS002452;ANS002453;ANS002454;ANS002455;ANS002456;ANS002457;ANS002458;ANS002459;ANS002460,EVT000262_001;EVT000262_002,"1. So I was waiting at the apartment around 09:36 today for my scheduled meeting, when my ex turned up and started an absolute argument over our restitution of conjugal rights. 2. So I was waiting at the apartment around 09:36 today for my scheduled meeting, when my ex turned up and started an absolute argument over our restitution of conjugal rights.","You reported a family law matter about restitution of conjugal rights at Apartment on 2024-07-04 around 09:36. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Family Law | issue=Restitution of conjugal rights | place=Apartment, Uttar Pradesh, India | date_time=2024-07-04 09:36 | events=EVT000262_001;EVT000262_002 | property_involved=False | threat_involved=False | injury_involved=False | open_questions=optional: case_or_order_status, child_or_dependent_involved, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern","To the concerned authority, I wish to report that on 2024-07-04 around 09:36, at Apartment, I experienced/reported an incident described as Restitution of conjugal rights. My account is: So I was waiting at the apartment around 09:36 today for my scheduled meeting, when my ex turned up and started an absolute argument over our restitution of conjugal rights. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Family Law / Restitution of conjugal rights; location Apartment, Uttar Pradesh; incident date/time 2024-07-04 09:36; danger=No; threat=False; injury=False; property=False; police_contacted=True; legal_help_requested=True; event_ids=EVT000262_001;EVT000262_002; key remaining gaps: optional: case_or_order_status, child_or_dependent_involved, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can provide more details, but I need to check the exact information","optional: case_or_order_status, child_or_dependent_involved, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect existing orders, communication records, child/dependent details, and consider family-court or legal-aid consultation. Police already contacted: True. Legal help requested: True.",LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV564,validation
GOUT000263_EN,SCN000263,NAR000263_EN,en,ANS002461;ANS002462;ANS002463,EVT000263_001;EVT000263_002,"1. On the date of 2026-07-05, a serious municipal roadway incident manifesting as traffic signal violation dispute transpired on the specified road at approximately 12:07 hours. 2. Local emergency response teams arrived on site to manage structural debris and administer medical assistance where relevant, while investigating officers initiated standard vehicle documentation checks within the state jurisdiction..","You reported a traffic & road incidents matter about traffic signal violation dispute at Road on 2024-07-07 around 12:07. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Traffic & Road Incidents | issue=Traffic signal violation dispute | place=Road, Maharashtra, India | date_time=2024-07-07 12:07 | events=EVT000263_001;EVT000263_002 | property_involved=False | threat_involved=False | injury_involved=False | open_questions=missing: injury_details","To the concerned authority, I wish to report that on 2024-07-07 around 12:07, at Road, I experienced/reported an incident described as Traffic signal violation dispute. My account is: On the date of 2026-07-05, a serious municipal roadway incident manifesting as traffic signal violation dispute transpired on the specified road at approximately 12:07 hours. The collision metrics indicate high impact speeds or deliberate disregard for active traffic control mechanisms, resulting in secondary vehicle damage. Local emergency response teams arrived on site to manage structural debris and administer medical assistance where relevant, while investigating officers initiated standard vehicle documentation checks within the state jurisdiction.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Traffic & Road Incidents / Traffic signal violation dispute; location Road, Maharashtra; incident date/time 2024-07-07 12:07; danger=No; threat=False; injury=False; property=False; police_contacted=False; legal_help_requested=False; event_ids=EVT000263_001;EVT000263_002; key remaining gaps: missing: injury_details",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"No specific evidence item is confirmed; ask user to preserve screenshots, documents, photos, receipts, and messages where available.",missing: injury_details,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Record vehicle details, photos, injury and damage information, witnesses, and insurance/police documents. Police already contacted: False. Legal help requested: False.",LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001,0,False,5,4,True,team-reviewed,REV834,validation
GOUT000264_EN,SCN000264,NAR000264_EN,en,ANS002464;ANS002465;ANS002466;ANS002467;ANS002468;ANS002469;ANS002470;ANS002471;ANS002472,EVT000264_001;EVT000264_002,1. Complainant reports unauthorized digital breach under cyberstalking framework. 2. Digital logs preserved for forensic analysis..,"You reported a cybercrime matter about cyberstalking at Online platform on 2024-07-08 around 15:37. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as True.","incident_family=Cybercrime | issue=Cyberstalking | place=Online platform, Maharashtra, India | date_time=2024-07-08 15:37 | events=EVT000264_001;EVT000264_002 | property_involved=False | threat_involved=True | injury_involved=False | open_questions=optional: financial_loss, suspect_or_sender_identity, security_steps_taken","To the concerned authority, I wish to report that on 2024-07-08 around 15:37, at Online platform, I experienced/reported an incident described as Cyberstalking. My account is: Complainant reports unauthorized digital breach under cyberstalking framework. On 2026-07-20 at approx 15:37 hours, malicious payloads or fraudulent links were deployed to misappropriate assets or credentials via Online platform. Digital logs preserved for forensic analysis.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Cybercrime / Cyberstalking; location Online platform, Maharashtra; incident date/time 2024-07-08 15:37; danger=No; threat=True; injury=False; property=False; police_contacted=True; legal_help_requested=True; event_ids=EVT000264_001;EVT000264_002; key remaining gaps: optional: financial_loss, suspect_or_sender_identity, security_steps_taken",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,Digital logs preserved for forensic analysis,"optional: financial_loss, suspect_or_sender_identity, security_steps_taken",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Preserve digital evidence, secure accounts, notify bank/platform if relevant, and use cyber reporting channels. Police already contacted: True. Legal help requested: True.",LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001,0,False,5,4,True,team-reviewed,REV871,Train
GOUT000265_EN,SCN000265,NAR000265_EN,en,ANS002473;ANS002474;ANS002475;ANS002476;ANS002477;ANS002478;ANS002479;ANS002480;ANS002481,EVT000265_001;EVT000265_002,1. Complainant registers a family matter notification involving an active restitution of conjugal rights at the premises. 2. Relevant documentation has been requested for family court presentation..,"You reported a family law matter about restitution of conjugal rights at House on 2024-07-08 around 23:40. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Family Law | issue=Restitution of conjugal rights | place=House, Telangana, India | date_time=2024-07-08 23:40 | events=EVT000265_001;EVT000265_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: financial_support_issue, urgent_motion_needed | missing: violence_or_safety_concern","To the concerned authority, I wish to report that on 2024-07-08 around 23:40, at House, I experienced/reported an incident described as Restitution of conjugal rights. My account is: Complainant registers a family matter notification involving an active restitution of conjugal rights at the premises. On 2026-07-15 at approximately 23:40 hours, an escalation occurred regarding legal compliance or child visitation parameters. Relevant documentation has been requested for family court presentation.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Family Law / Restitution of conjugal rights; location House, Telangana; incident date/time 2024-07-08 23:40; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000265_001;EVT000265_002; key remaining gaps: optional: financial_support_issue, urgent_motion_needed | missing: violence_or_safety_concern",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,Relevant documentation has been requested for family court presentation,"optional: financial_support_issue, urgent_motion_needed | missing: violence_or_safety_concern",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect existing orders, communication records, child/dependent details, and consider family-court or legal-aid consultation. Police already contacted: False. Legal help requested: True.",LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV919,validation
GOUT000266_EN,SCN000266,NAR000266_EN,en,ANS002482;ANS002483;ANS002484;ANS002485;ANS002486;ANS002487;ANS002488;ANS002489;ANS002490,EVT000266_001;EVT000266_002,"1. A swift incident of chain snatching took place at the local residential street during peak hours. 2. The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene..","You reported a theft and robbery matter about chain snatching at Residential street on 2024-07-10 around 22:26. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as False.","incident_family=Theft and robbery | issue=Chain snatching | place=Residential street, Delhi, India | date_time=2024-07-10 22:26 | events=EVT000266_001;EVT000266_002 | property_involved=True | threat_involved=True | injury_involved=False | open_questions=partially_provided: property_type, property_description | missing: ownership_information","To the concerned authority, I wish to report that on 2024-07-10 around 22:26, at Residential street, I experienced/reported an incident described as Chain snatching. My account is: A swift incident of chain snatching took place at the local residential street during peak hours. The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Theft and robbery / Chain snatching; location Residential street, Delhi; incident date/time 2024-07-10 22:26; danger=No; threat=True; injury=False; property=True; police_contacted=False; legal_help_requested=False; event_ids=EVT000266_001;EVT000266_002; key remaining gaps: partially_provided: property_type, property_description | missing: ownership_information",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can show possession through receipts, photos, or property documents","partially_provided: property_type, property_description | missing: ownership_information",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prepare property details, location, timing, suspect description if known, and police complaint materials. Police already contacted: False. Legal help requested: False.",LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV491,test
GOUT000267_EN,SCN000267,NAR000267_EN,en,ANS002491;ANS002492;ANS002493,EVT000267_001;EVT000267_002,1. just had a huge fight with HR at the Construction site regarding safe working conditions violation around 08:51 today. 2. just had a huge fight with HR at the Construction site regarding safe working conditions violation around 08:51 today.,"You reported a employment/labour matter about safe working conditions violation at Construction site on 2024-07-11 around 08:51. The record notes danger status as No, threat mentioned as False, injury mentioned as True, and police contact as True.","incident_family=Employment/Labour | issue=Safe working conditions violation | place=Construction site, Gujarat, India | date_time=2024-07-11 08:51 | events=EVT000267_001;EVT000267_002 | property_involved=True | threat_involved=False | injury_involved=True | open_questions=optional: employment_documents","To the concerned authority, I wish to report that on 2024-07-11 around 08:51, at Construction site, I experienced/reported an incident described as Safe working conditions violation. My account is: hey guys bad news. just had a huge fight with HR at the Construction site regarding safe working conditions violation around 08:51 today. they are trying to cheat us out of our terms or fire people arbitrarily. check your emails immediately, we need to stand together on this. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Employment/Labour / Safe working conditions violation; location Construction site, Gujarat; incident date/time 2024-07-11 08:51; danger=No; threat=False; injury=True; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000267_001;EVT000267_002; key remaining gaps: optional: employment_documents",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I have some emails and employment records, but not every document",optional: employment_documents,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect employment documents, payslips, emails, HR communication, and wage/termination details. Police already contacted: True. Legal help requested: True.",LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV108,test
GOUT000268_EN,SCN000268,NAR000268_EN,en,ANS002494;ANS002495;ANS002496;ANS002497;ANS002498;ANS002499;ANS002500;ANS002501;ANS002502,EVT000268_001;EVT000268_002,"1. On the date of 2026-07-18, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated online platform around 06:28. 2. On the date of 2026-07-18, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated online platform around 06:28.","You reported a consumer disputes matter about false advertising and misrepresentation at Online platform on 2024-07-13 around 06:28. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Consumer Disputes | issue=False advertising and misrepresentation | place=Online platform, West Bengal, India | date_time=2024-07-13 06:28 | events=EVT000268_001;EVT000268_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available","To the concerned authority, I wish to report that on 2024-07-13 around 06:28, at Online platform, I experienced/reported an incident described as False advertising and misrepresentation. My account is: On the date of 2026-07-18, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated online platform around 06:28. The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection. Standard operational dispute channels were exhausted without success, prompting an escalation to statutory regulatory oversight mechanisms.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Consumer Disputes / False advertising and misrepresentation; location Online platform, West Bengal; incident date/time 2024-07-13 06:28; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000268_001;EVT000268_002; key remaining gaps: partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection; I have the payment screenshot and chat with the seller",partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prepare payment proof, seller communication, product/service details, and consider consumer grievance or platform escalation. Police already contacted: True. Legal help requested: True.",LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001,0,False,5,4,True,team-reviewed,REV434,validation
GOUT000269_EN,SCN000269,NAR000269_EN,en,ANS002503;ANS002504;ANS002505;ANS002506;ANS002507;ANS002508;ANS002509;ANS002510;ANS002511,EVT000269_001;EVT000269_002,"1. Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding phishing scam that targets my system. 2. Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding phishing scam that targets my system.","You reported a cybercrime matter about phishing scam at Mobile app on 2024-07-14 around 17:37. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Cybercrime | issue=Phishing scam | place=Mobile app, Maharashtra, India | date_time=2024-07-14 17:37 | events=EVT000269_001;EVT000269_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk","To the concerned authority, I wish to report that on 2024-07-14 around 17:37, at Mobile app, I experienced/reported an incident described as Phishing scam. My account is: Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding phishing scam that targets my system. At 17:37 on 2026-07-01, illegal server access was achieved through the Mobile app, leading to severe data breach and financial compromise.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Cybercrime / Phishing scam; location Mobile app, Maharashtra; incident date/time 2024-07-14 17:37; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=False; event_ids=EVT000269_001;EVT000269_002; key remaining gaps: optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"Screenshots, suspicious link, login alert, and transaction message are available","optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Preserve digital evidence, secure accounts, notify bank/platform if relevant, and use cyber reporting channels. Police already contacted: True. Legal help requested: False.",LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001,0,False,5,4,True,team-reviewed,REV243,validation
