query_id,query_group_id,language,script,code_mix_type,query_text_original,query_text_normalised,user_intent,legal_domain,issue_labels,urgency_class,current_danger,jurisdiction_required,jurisdiction_available,missing_information,escalation_required,answerable_from_corpus,gold_followup_question_ids,gold_passage_ids,safe_answer_text,disclaimer_required,answer_confidence_label,split
QLQ000181_en,QLG000061,en,Latin,None,Someone is trying to take over my land. Should I call police?,someone is trying to take over my land. should i call police?,request_help,Property and labour,land_encroachment;police_help,urgent,True,True,True,"current possession, threat, documents",True,True,FQ_QUICK_061,LP_PROPERTY_DISPUTE_001,"General guidance: If there is active force, trespass, threat, or damage, immediate police help may be needed. Preserve documents/photos and avoid confrontation. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000182_hi,QLG000061,hi,Devanagari,None,Koi meri zameen par kabza karne ki koshish kar raha hai. Police bulaun?,koi meri zameen par kabza karne ki koshish kar raha hai. police bulaun?,request_help,Property and labour,land_encroachment;police_help,urgent,True,True,True,"current possession, threat, documents",True,True,FQ_QUICK_061,LP_PROPERTY_DISPUTE_001,"Sadharan margdarshan: If there is active force, trespass, threat, or damage, immediate police help may be needed. Preserve documents/photos and avoid confrontation. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000183_hiLatn,QLG000061,hi-Latn,mixed,Hinglish,Koi meri land take over kar raha hai. Police call karun?,koi meri land take over kar raha hai. police call karun?,request_help,Property and labour,land_encroachment;police_help,urgent,True,True,True,"current possession, threat, documents",True,True,FQ_QUICK_061,LP_PROPERTY_DISPUTE_001,"General guidance: If there is active force, trespass, threat, or damage, immediate police help may be needed. Preserve documents/photos and avoid confrontation. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000184_en,QLG000062,en,Latin,None,My landlord changed the lock. What can I do?,my landlord changed the lock. what can i do?,ask_procedure,Property and labour,tenant_lockout;property_access,urgent,False,True,True,tenancy proof and current access,True,True,FQ_QUICK_062,LP_LABOUR_COMPLAINT_001,"General guidance: Keep tenancy/payment proof, document the lock change, and seek local legal/police or rent authority guidance depending on threat and possession facts. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000185_hi,QLG000062,hi,Devanagari,None,Landlord ne lock change kar diya. Main kya karun?,landlord ne lock change kar diya. main kya karun?,ask_procedure,Property and labour,tenant_lockout;property_access,urgent,False,True,True,tenancy proof and current access,True,True,FQ_QUICK_062,LP_LABOUR_COMPLAINT_001,"Sadharan margdarshan: Keep tenancy/payment proof, document the lock change, and seek local legal/police or rent authority guidance depending on threat and possession facts. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000186_hiLatn,QLG000062,hi-Latn,mixed,Hinglish,Landlord ne lock change kar diya. Kya karun?,landlord ne lock change kar diya. kya karun?,ask_procedure,Property and labour,tenant_lockout;property_access,urgent,False,True,True,tenancy proof and current access,True,True,FQ_QUICK_062,LP_LABOUR_COMPLAINT_001,"General guidance: Keep tenancy/payment proof, document the lock change, and seek local legal/police or rent authority guidance depending on threat and possession facts. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000187_en,QLG000063,en,Latin,None,What documents prove property ownership?,what documents prove property ownership?,ask_requirement,Property and labour,ownership_documents;property,normal,False,False,False,property type,False,True,FQ_QUICK_063,LP_WAGE_CLAIM_001,"General guidance: Common documents may include sale deed, title papers, tax receipts, inheritance papers, mutation records, tenancy documents, or possession proof depending on the dispute. This is not a substitute for a lawyer or emergency service.",False,high,train
QLQ000188_hi,QLG000063,hi,Devanagari,None,Property ownership prove karne ke liye kaunse documents chahiye?,property ownership prove karne ke liye kaunse documents chahiye?,ask_requirement,Property and labour,ownership_documents;property,normal,False,False,False,property type,False,True,FQ_QUICK_063,LP_WAGE_CLAIM_001,"Sadharan margdarshan: Common documents may include sale deed, title papers, tax receipts, inheritance papers, mutation records, tenancy documents, or possession proof depending on the dispute. Yeh lawyer ya emergency service ka badal nahi hai.",False,high,train
QLQ000189_hiLatn,QLG000063,hi-Latn,mixed,Hinglish,Property ownership prove karne ke liye kya documents chahiye?,property ownership prove karne ke liye kya documents chahiye?,ask_requirement,Property and labour,ownership_documents;property,normal,False,False,False,property type,False,True,FQ_QUICK_063,LP_WAGE_CLAIM_001,"General guidance: Common documents may include sale deed, title papers, tax receipts, inheritance papers, mutation records, tenancy documents, or possession proof depending on the dispute. Yeh lawyer ya emergency service ka substitute nahi hai.",False,high,train
QLQ000190_en,QLG000064,en,Latin,None,My employer has not paid salary. What should I collect?,my employer has not paid salary. what should i collect?,ask_procedure,Property and labour,unpaid_wages;evidence,normal,False,True,False,employment type and amount,False,False,FQ_QUICK_064,LP_PROPERTY_DISPUTE_001,"General guidance: Collect appointment letter, payslips, attendance, bank statements, messages, emails, wage calculations, and any HR complaint records. This is not a substitute for a lawyer or emergency service.",False,insufficient-information,train
QLQ000191_hi,QLG000064,hi,Devanagari,None,Employer salary nahi de raha. Mujhe kya collect karna chahiye?,employer salary nahi de raha. mujhe kya collect karna chahiye?,ask_procedure,Property and labour,unpaid_wages;evidence,normal,False,True,False,employment type and amount,False,False,FQ_QUICK_064,LP_PROPERTY_DISPUTE_001,"Sadharan margdarshan: Collect appointment letter, payslips, attendance, bank statements, messages, emails, wage calculations, and any HR complaint records. Yeh lawyer ya emergency service ka badal nahi hai.",False,insufficient-information,train
QLQ000192_hiLatn,QLG000064,hi-Latn,mixed,Hinglish,Employer salary nahi de raha. Kya collect karna chahiye?,employer salary nahi de raha. kya collect karna chahiye?,ask_procedure,Property and labour,unpaid_wages;evidence,normal,False,True,False,employment type and amount,False,False,FQ_QUICK_064,LP_PROPERTY_DISPUTE_001,"General guidance: Collect appointment letter, payslips, attendance, bank statements, messages, emails, wage calculations, and any HR complaint records. Yeh lawyer ya emergency service ka substitute nahi hai.",False,insufficient-information,train
QLQ000193_en,QLG000065,en,Latin,None,Can I complain about unsafe workplace conditions?,can i complain about unsafe workplace conditions?,ask_eligibility,Property and labour,workplace_safety;labour,urgent,True,True,True,"hazard, injury, employer details",True,True,FQ_QUICK_065,LP_LABOUR_COMPLAINT_001,"General guidance: Unsafe conditions can be reported through workplace, labour, or safety channels depending on hazard. If there is immediate risk, prioritize safety and emergency support. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000194_hi,QLG000065,hi,Devanagari,None,Unsafe workplace conditions ke liye complaint kar sakta hoon?,unsafe workplace conditions ke liye complaint kar sakta hoon?,ask_eligibility,Property and labour,workplace_safety;labour,urgent,True,True,True,"hazard, injury, employer details",True,True,FQ_QUICK_065,LP_LABOUR_COMPLAINT_001,"Sadharan margdarshan: Unsafe conditions can be reported through workplace, labour, or safety channels depending on hazard. If there is immediate risk, prioritize safety and emergency support. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000195_hiLatn,QLG000065,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Unsafe workplace conditions ke liye complaint kar sakta hoon?,hinglish mein simple steps batao: unsafe workplace conditions ke liye complaint kar sakta hoon?,ask_eligibility,Property and labour,workplace_safety;labour,urgent,True,True,True,"hazard, injury, employer details",True,True,FQ_QUICK_065,LP_LABOUR_COMPLAINT_001,"General guidance: Unsafe conditions can be reported through workplace, labour, or safety channels depending on hazard. If there is immediate risk, prioritize safety and emergency support. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000196_en,QLG000066,en,Latin,None,I was fired without notice. What details matter?,i was fired without notice. what details matter?,ask_procedure,Property and labour,unfair_termination;labour,normal,False,True,True,employment contract and termination date,False,True,FQ_QUICK_066,LP_WAGE_CLAIM_001,"General guidance: Relevant details include contract terms, appointment letter, termination date, reason given, salary records, emails, and internal complaint history. This is not a substitute for a lawyer or emergency service.",False,high,train
QLQ000197_hi,QLG000066,hi,Devanagari,None,Mujhe notice ke bina fire kar diya. Kaunsi details matter karti hain?,mujhe notice ke bina fire kar diya. kaunsi details matter karti hain?,ask_procedure,Property and labour,unfair_termination;labour,normal,False,True,True,employment contract and termination date,False,True,FQ_QUICK_066,LP_WAGE_CLAIM_001,"Sadharan margdarshan: Relevant details include contract terms, appointment letter, termination date, reason given, salary records, emails, and internal complaint history. Yeh lawyer ya emergency service ka badal nahi hai.",False,high,train
QLQ000198_hiLatn,QLG000066,hi-Latn,mixed,Hinglish,Mujhe bina notice fired kar diya. Kaunsi details matter karti hain?,mujhe bina notice fired kar diya. kaunsi details matter karti hain?,ask_procedure,Property and labour,unfair_termination;labour,normal,False,True,True,employment contract and termination date,False,True,FQ_QUICK_066,LP_WAGE_CLAIM_001,"General guidance: Relevant details include contract terms, appointment letter, termination date, reason given, salary records, emails, and internal complaint history. Yeh lawyer ya emergency service ka substitute nahi hai.",False,high,train
QLQ000199_en,QLG000067,en,Latin,None,I need a clear next step: Police are refusing to take my complaint after a theft. What should I do?,i need a clear next step: police are refusing to take my complaint after a theft. what should i do?,ask_procedure,Crime reporting,police_refusal;theft_reporting,normal,False,True,True,incident location and police station name,False,True,FQ_QUICK_067,LP_CRIME_REPORTING_001,"General guidance: You can ask the police station to record your information, request reasons if they refuse, and escalate to a senior police officer or appropriate complaint channel. If there is immediate danger, contact emergency services first. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000200_hi,QLG000067,hi,Devanagari,None,Kripya clear next step batayein: Police theft complaint lene se mana kar rahi hai. Mujhe kya karna chahiye?,kripya clear next step batayein: police theft complaint lene se mana kar rahi hai. mujhe kya karna chahiye?,ask_procedure,Crime reporting,police_refusal;theft_reporting,normal,False,True,True,incident location and police station name,False,True,FQ_QUICK_067,LP_CRIME_REPORTING_001,"Sadharan margdarshan: You can ask the police station to record your information, request reasons if they refuse, and escalate to a senior police officer or appropriate complaint channel. If there is immediate danger, contact emergency services first. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
QLQ000201_hiLatn,QLG000067,hi-Latn,mixed,Hinglish,Please clear next step batao: Police theft complaint lene se mana kar rahi hai. Mujhe kya karna chahiye?,please clear next step batao: police theft complaint lene se mana kar rahi hai. mujhe kya karna chahiye?,ask_procedure,Crime reporting,police_refusal;theft_reporting,normal,False,True,True,incident location and police station name,False,True,FQ_QUICK_067,LP_CRIME_REPORTING_001,"General guidance: You can ask the police station to record your information, request reasons if they refuse, and escalate to a senior police officer or appropriate complaint channel. If there is immediate danger, contact emergency services first. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,validation
QLQ000202_en,QLG000068,en,Latin,None,I need a clear next step: Can I file a police complaint if the offence happened in another city?,i need a clear next step: can i file a police complaint if the offence happened in another city?,ask_procedure,Crime reporting,jurisdiction;zero_fir,normal,False,True,False,state and place of incident,False,False,FQ_QUICK_068,LP_FIR_PROCESS_001,"General guidance: For serious offences, you may ask about Zero FIR or transfer to the proper police station. The exact process can depend on the state and offence, so share the incident location. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,validation
QLQ000203_hi,QLG000068,hi,Devanagari,None,Kripya clear next step batayein: Kya main doosre shehar mein hui ghatna ke liye police complaint de sakta hoon?,kripya clear next step batayein: kya main doosre shehar mein hui ghatna ke liye police complaint de sakta hoon?,ask_procedure,Crime reporting,jurisdiction;zero_fir,normal,False,True,False,state and place of incident,False,False,FQ_QUICK_068,LP_FIR_PROCESS_001,"Sadharan margdarshan: For serious offences, you may ask about Zero FIR or transfer to the proper police station. The exact process can depend on the state and offence, so share the incident location. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,validation
QLQ000204_hiLatn,QLG000068,hi-Latn,mixed,Hinglish,Please clear next step batao: Kya main doosre city mein hui incident ke liye police complaint de sakta hoon?,please clear next step batao: kya main doosre city mein hui incident ke liye police complaint de sakta hoon?,ask_procedure,Crime reporting,jurisdiction;zero_fir,normal,False,True,False,state and place of incident,False,False,FQ_QUICK_068,LP_FIR_PROCESS_001,"General guidance: For serious offences, you may ask about Zero FIR or transfer to the proper police station. The exact process can depend on the state and offence, so share the incident location. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,validation
QLQ000205_en,QLG000069,en,Latin,None,I need a clear next step: Someone threatened me online. Is this reportable?,i need a clear next step: someone threatened me online. is this reportable?,ask_eligibility,Crime reporting,online_threat;cybercrime_reporting,urgent,True,True,True,"threat content, platform, and current danger",True,True,FQ_QUICK_069,LP_ZERO_FIR_001,"General guidance: Online threats can be reportable, especially if they include intimidation, extortion, stalking, or risk of violence. Preserve screenshots and avoid engaging further. If you are in immediate danger, contact emergency help. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000206_hi,QLG000069,hi,Devanagari,None,Kripya clear next step batayein: Kisi ne mujhe online dhamki di hai. Kya main report kar sakta hoon?,kripya clear next step batayein: kisi ne mujhe online dhamki di hai. kya main report kar sakta hoon?,ask_eligibility,Crime reporting,online_threat;cybercrime_reporting,urgent,True,True,True,"threat content, platform, and current danger",True,True,FQ_QUICK_069,LP_ZERO_FIR_001,"Sadharan margdarshan: Online threats can be reportable, especially if they include intimidation, extortion, stalking, or risk of violence. Preserve screenshots and avoid engaging further. If you are in immediate danger, contact emergency help. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
QLQ000207_hiLatn,QLG000069,hi-Latn,mixed,Hinglish,Please clear next step batao: Kisi ne mujhe online threat diya hai. Kya main report kar sakta hoon?,please clear next step batao: kisi ne mujhe online threat diya hai. kya main report kar sakta hoon?,ask_eligibility,Crime reporting,online_threat;cybercrime_reporting,urgent,True,True,True,"threat content, platform, and current danger",True,True,FQ_QUICK_069,LP_ZERO_FIR_001,"General guidance: Online threats can be reportable, especially if they include intimidation, extortion, stalking, or risk of violence. Preserve screenshots and avoid engaging further. If you are in immediate danger, contact emergency help. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,validation
QLQ000208_en,QLG000070,en,Latin,None,I need a clear next step: Is it necessary to know the accused person name before reporting?,i need a clear next step: is it necessary to know the accused person name before reporting?,ask_requirement,Crime reporting,unknown_accused;complaint_drafting,normal,False,False,False,known facts and available identifiers,False,True,FQ_QUICK_070,LP_EMERGENCY_HELP_001,"General guidance: You can usually report known facts even if you do not know the accused person name. Describe identifiers, evidence, location, timing, and how the incident happened. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000209_hi,QLG000070,hi,Devanagari,None,Kripya clear next step batayein: Report karne se pehle kya accused ka naam pata hona zaruri hai?,kripya clear next step batayein: report karne se pehle kya accused ka naam pata hona zaruri hai?,ask_requirement,Crime reporting,unknown_accused;complaint_drafting,normal,False,False,False,known facts and available identifiers,False,True,FQ_QUICK_070,LP_EMERGENCY_HELP_001,"Sadharan margdarshan: You can usually report known facts even if you do not know the accused person name. Describe identifiers, evidence, location, timing, and how the incident happened. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
QLQ000210_hiLatn,QLG000070,hi-Latn,mixed,Hinglish,Please clear next step batao: Report karne se pehle kya accused ka naam pata hona zaroori hai?,please clear next step batao: report karne se pehle kya accused ka naam pata hona zaroori hai?,ask_requirement,Crime reporting,unknown_accused;complaint_drafting,normal,False,False,False,known facts and available identifiers,False,True,FQ_QUICK_070,LP_EMERGENCY_HELP_001,"General guidance: You can usually report known facts even if you do not know the accused person name. Describe identifiers, evidence, location, timing, and how the incident happened. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,validation
QLQ000211_en,QLG000071,en,Latin,None,I need a clear next step: What details should I write in a complaint about assault?,i need a clear next step: what details should i write in a complaint about assault?,ask_procedure,Crime reporting,assault;complaint_contents,urgent,False,True,True,"injury, threat, weapon, location, date, witnesses",False,True,FQ_QUICK_071,LP_CRIME_REPORTING_001,"General guidance: Mention date, time, place, what was said or done, injuries, weapons if any, witnesses, evidence, and whether you need immediate protection or medical help. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000212_hi,QLG000071,hi,Devanagari,None,Kripya clear next step batayein: Assault complaint mein kaunsi details likhni chahiye?,kripya clear next step batayein: assault complaint mein kaunsi details likhni chahiye?,ask_procedure,Crime reporting,assault;complaint_contents,urgent,False,True,True,"injury, threat, weapon, location, date, witnesses",False,True,FQ_QUICK_071,LP_CRIME_REPORTING_001,"Sadharan margdarshan: Mention date, time, place, what was said or done, injuries, weapons if any, witnesses, evidence, and whether you need immediate protection or medical help. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
QLQ000213_hiLatn,QLG000071,hi-Latn,mixed,Hinglish,Please clear next step batao: Assault complaint mein kaunsi details likhni chahiye?,please clear next step batao: assault complaint mein kaunsi details likhni chahiye?,ask_procedure,Crime reporting,assault;complaint_contents,urgent,False,True,True,"injury, threat, weapon, location, date, witnesses",False,True,FQ_QUICK_071,LP_CRIME_REPORTING_001,"General guidance: Mention date, time, place, what was said or done, injuries, weapons if any, witnesses, evidence, and whether you need immediate protection or medical help. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,validation
QLQ000214_en,QLG000072,en,Latin,None,I need a clear next step: Can I report harassment if I only have screenshots?,i need a clear next step: can i report harassment if i only have screenshots?,ask_eligibility,Crime reporting,harassment;evidence,normal,False,True,False,"platform, sender identity, screenshot authenticity",False,False,FQ_QUICK_072,LP_FIR_PROCESS_001,"General guidance: Screenshots can be useful evidence. Keep originals, note dates and platforms, and avoid editing them. The authority may ask for account links or device details. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,validation
QLQ000215_hi,QLG000072,hi,Devanagari,None,Kripya clear next step batayein: Agar mere paas sirf screenshots hain to kya harassment report kar sakta hoon?,kripya clear next step batayein: agar mere paas sirf screenshots hain to kya harassment report kar sakta hoon?,ask_eligibility,Crime reporting,harassment;evidence,normal,False,True,False,"platform, sender identity, screenshot authenticity",False,False,FQ_QUICK_072,LP_FIR_PROCESS_001,"Sadharan margdarshan: Screenshots can be useful evidence. Keep originals, note dates and platforms, and avoid editing them. The authority may ask for account links or device details. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,validation
QLQ000216_hiLatn,QLG000072,hi-Latn,mixed,Hinglish,Please clear next step batao: Agar mere paas only screenshots hain to kya harassment report kar sakta hoon?,please clear next step batao: agar mere paas only screenshots hain to kya harassment report kar sakta hoon?,ask_eligibility,Crime reporting,harassment;evidence,normal,False,True,False,"platform, sender identity, screenshot authenticity",False,False,FQ_QUICK_072,LP_FIR_PROCESS_001,"General guidance: Screenshots can be useful evidence. Keep originals, note dates and platforms, and avoid editing them. The authority may ask for account links or device details. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,validation
QLQ000217_en,QLG000073,en,Latin,None,I need a clear next step: What should I do if I am being followed right now?,i need a clear next step: what should i do if i am being followed right now?,request_help,Crime reporting,stalking;current_danger,emergency,True,True,True,current location and immediate safety status,True,True,FQ_QUICK_073,LP_ZERO_FIR_001,"General guidance: Move to a safe public place if possible, contact emergency services or trusted people, and avoid confronting the person. Legal reporting can happen after immediate safety is addressed. This is not a substitute for a lawyer or emergency service.",True,medium,validation
QLQ000218_hi,QLG000073,hi,Devanagari,None,Kripya clear next step batayein: Agar koi mujhe abhi follow kar raha hai to mujhe kya karna chahiye?,kripya clear next step batayein: agar koi mujhe abhi follow kar raha hai to mujhe kya karna chahiye?,request_help,Crime reporting,stalking;current_danger,emergency,True,True,True,current location and immediate safety status,True,True,FQ_QUICK_073,LP_ZERO_FIR_001,"Sadharan margdarshan: Move to a safe public place if possible, contact emergency services or trusted people, and avoid confronting the person. Legal reporting can happen after immediate safety is addressed. Yeh lawyer ya emergency service ka badal nahi hai.",True,medium,validation
QLQ000219_hiLatn,QLG000073,hi-Latn,mixed,Hinglish,Please clear next step batao: Agar koi mujhe abhi follow kar raha hai to kya karna chahiye?,please clear next step batao: agar koi mujhe abhi follow kar raha hai to kya karna chahiye?,request_help,Crime reporting,stalking;current_danger,emergency,True,True,True,current location and immediate safety status,True,True,FQ_QUICK_073,LP_ZERO_FIR_001,"General guidance: Move to a safe public place if possible, contact emergency services or trusted people, and avoid confronting the person. Legal reporting can happen after immediate safety is addressed. Yeh lawyer ya emergency service ka substitute nahi hai.",True,medium,validation
QLQ000220_en,QLG000074,en,Latin,None,I need a clear next step: Can I withdraw a complaint after filing it?,i need a clear next step: can i withdraw a complaint after filing it?,ask_consequence,Crime reporting,complaint_withdrawal;procedure,normal,False,True,True,offence type and case stage,False,True,FQ_QUICK_074,LP_EMERGENCY_HELP_001,"General guidance: Withdrawal depends on the offence, case stage, and authority or court process. Some matters cannot be simply withdrawn privately. Share the offence type and case status. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000221_hi,QLG000074,hi,Devanagari,None,Kripya clear next step batayein: Complaint file karne ke baad kya main use wapas le sakta hoon?,kripya clear next step batayein: complaint file karne ke baad kya main use wapas le sakta hoon?,ask_consequence,Crime reporting,complaint_withdrawal;procedure,normal,False,True,True,offence type and case stage,False,True,FQ_QUICK_074,LP_EMERGENCY_HELP_001,"Sadharan margdarshan: Withdrawal depends on the offence, case stage, and authority or court process. Some matters cannot be simply withdrawn privately. Share the offence type and case status. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
QLQ000222_hiLatn,QLG000074,hi-Latn,mixed,Hinglish,Please clear next step batao: Complaint file karne ke baad kya main withdraw kar sakta hoon?,please clear next step batao: complaint file karne ke baad kya main withdraw kar sakta hoon?,ask_consequence,Crime reporting,complaint_withdrawal;procedure,normal,False,True,True,offence type and case stage,False,True,FQ_QUICK_074,LP_EMERGENCY_HELP_001,"General guidance: Withdrawal depends on the offence, case stage, and authority or court process. Some matters cannot be simply withdrawn privately. Share the offence type and case status. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,validation
QLQ000223_en,QLG000075,en,Latin,None,I need a clear next step: Do I need a lawyer to file an FIR?,i need a clear next step: do i need a lawyer to file an fir?,ask_requirement,Crime reporting,fir;legal_representation,normal,False,False,False,offence type and police station,False,True,FQ_QUICK_075,LP_CRIME_REPORTING_001,"General guidance: A lawyer is not always required to approach police, but legal help can be useful if there is refusal, pressure, serious injury, or complex facts. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000224_hi,QLG000075,hi,Devanagari,None,Kripya clear next step batayein: FIR file karne ke liye kya lawyer zaruri hai?,kripya clear next step batayein: fir file karne ke liye kya lawyer zaruri hai?,ask_requirement,Crime reporting,fir;legal_representation,normal,False,False,False,offence type and police station,False,True,FQ_QUICK_075,LP_CRIME_REPORTING_001,"Sadharan margdarshan: A lawyer is not always required to approach police, but legal help can be useful if there is refusal, pressure, serious injury, or complex facts. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
QLQ000225_hiLatn,QLG000075,hi-Latn,mixed,Hinglish,Please clear next step batao: FIR file karne ke liye kya lawyer needed hai?,please clear next step batao: fir file karne ke liye kya lawyer needed hai?,ask_requirement,Crime reporting,fir;legal_representation,normal,False,False,False,offence type and police station,False,True,FQ_QUICK_075,LP_CRIME_REPORTING_001,"General guidance: A lawyer is not always required to approach police, but legal help can be useful if there is refusal, pressure, serious injury, or complex facts. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,validation
QLQ000226_en,QLG000076,en,Latin,None,I need a clear next step: Police asked me to settle instead of taking my complaint. Is that okay?,i need a clear next step: police asked me to settle instead of taking my complaint. is that okay?,ask_consequence,Crime reporting,police_refusal;settlement_pressure,urgent,False,True,False,offence type and whether threat continues,True,False,FQ_QUICK_076,LP_FIR_PROCESS_001,"General guidance: For serious or cognizable allegations, you can ask for proper recording and escalation rather than informal pressure. Immediate safety and evidence preservation should come first. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,validation
QLQ000227_hi,QLG000076,hi,Devanagari,None,Kripya clear next step batayein: Police complaint lene ke bajay settlement bol rahi hai. Kya yeh theek hai?,kripya clear next step batayein: police complaint lene ke bajay settlement bol rahi hai. kya yeh theek hai?,ask_consequence,Crime reporting,police_refusal;settlement_pressure,urgent,False,True,False,offence type and whether threat continues,True,False,FQ_QUICK_076,LP_FIR_PROCESS_001,"Sadharan margdarshan: For serious or cognizable allegations, you can ask for proper recording and escalation rather than informal pressure. Immediate safety and evidence preservation should come first. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,validation
QLQ000228_hiLatn,QLG000076,hi-Latn,mixed,Hinglish,Please clear next step batao: Police complaint lene ke bajay settlement bol rahi hai. Kya yeh okay hai?,please clear next step batao: police complaint lene ke bajay settlement bol rahi hai. kya yeh okay hai?,ask_consequence,Crime reporting,police_refusal;settlement_pressure,urgent,False,True,False,offence type and whether threat continues,True,False,FQ_QUICK_076,LP_FIR_PROCESS_001,"General guidance: For serious or cognizable allegations, you can ask for proper recording and escalation rather than informal pressure. Immediate safety and evidence preservation should come first. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,validation
QLQ000229_en,QLG000077,en,Latin,None,I need a clear next step: Can a neighbour file a complaint if the victim is scared?,i need a clear next step: can a neighbour file a complaint if the victim is scared?,ask_eligibility,Crime reporting,third_party_reporting;victim_safety,urgent,True,True,True,victim safety and relationship to incident,True,True,FQ_QUICK_077,LP_ZERO_FIR_001,"General guidance: A witness or concerned person may share information with authorities, especially where safety risk exists. Avoid exposing the victim without considering safety and consent where possible. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000230_hi,QLG000077,hi,Devanagari,None,Kripya clear next step batayein: Agar victim dara hua hai to kya neighbour complaint kar sakta hai?,kripya clear next step batayein: agar victim dara hua hai to kya neighbour complaint kar sakta hai?,ask_eligibility,Crime reporting,third_party_reporting;victim_safety,urgent,True,True,True,victim safety and relationship to incident,True,True,FQ_QUICK_077,LP_ZERO_FIR_001,"Sadharan margdarshan: A witness or concerned person may share information with authorities, especially where safety risk exists. Avoid exposing the victim without considering safety and consent where possible. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
QLQ000231_hiLatn,QLG000077,hi-Latn,mixed,Hinglish,Please clear next step batao: Agar victim scared hai to kya neighbour complaint kar sakta hai?,please clear next step batao: agar victim scared hai to kya neighbour complaint kar sakta hai?,ask_eligibility,Crime reporting,third_party_reporting;victim_safety,urgent,True,True,True,victim safety and relationship to incident,True,True,FQ_QUICK_077,LP_ZERO_FIR_001,"General guidance: A witness or concerned person may share information with authorities, especially where safety risk exists. Avoid exposing the victim without considering safety and consent where possible. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,validation
QLQ000232_en,QLG000078,en,Latin,None,I need a clear next step: What if the police station says this is a civil matter?,i need a clear next step: what if the police station says this is a civil matter?,ask_procedure,Crime reporting,civil_criminal_overlap;police_response,normal,False,True,True,"facts showing fraud, force, threat, or trespass",False,True,FQ_QUICK_078,LP_EMERGENCY_HELP_001,"General guidance: Some disputes have both civil and criminal aspects. Provide facts showing threat, force, fraud, trespass, or property damage, and consider legal advice for the correct route. This is not a substitute for a lawyer or emergency service.",True,high,validation
QLQ000233_hi,QLG000078,hi,Devanagari,None,Kripya clear next step batayein: Agar police station bole ki yeh civil matter hai to kya karun?,kripya clear next step batayein: agar police station bole ki yeh civil matter hai to kya karun?,ask_procedure,Crime reporting,civil_criminal_overlap;police_response,normal,False,True,True,"facts showing fraud, force, threat, or trespass",False,True,FQ_QUICK_078,LP_EMERGENCY_HELP_001,"Sadharan margdarshan: Some disputes have both civil and criminal aspects. Provide facts showing threat, force, fraud, trespass, or property damage, and consider legal advice for the correct route. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,validation
