slot_annotation_id,narrative_id,incident_schema,slot_name,slot_description,slot_status,extracted_value,normalised_value,linked_entity_ids,linked_event_ids,mandatory_for_schema,priority,sensitivity,reason_required,question_required,contradiction_id,annotator_id,reviewer_id
SLOT001552,NAR000122_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,03:58,03:58,NONE,EVT000122_001;EVT000122_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV984
SLOT001553,NAR000122_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Workplace,workplace,NONE,EVT000122_001;EVT000122_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV984
SLOT001554,NAR000122_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000122_001;EVT000122_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV984
SLOT001555,NAR000122_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000122_001;EVT000122_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV984
SLOT001556,NAR000122_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Workplace,workplace,NONE,EVT000122_001;EVT000122_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV984
SLOT001557,NAR000122_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Identity theft,identity theft,NONE,EVT000122_001;EVT000122_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV984
SLOT001558,NAR000122_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Identity theft,identity theft,NONE,EVT000122_001;EVT000122_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV984
SLOT001559,NAR000122_EN,cybercrime,financial_loss,Money or balance loss mentioned,optional,not stated,not stated,NONE,EVT000122_001;EVT000122_002,False,2,sensitive,Needed for bank/cyber portal reporting.,True,NONE,SLOT_ANN_001,REV984
SLOT001560,NAR000122_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",optional,not stated,not_stated,NONE,EVT000122_001;EVT000122_002,False,3,sensitive,Preserves proof for complaint.,True,NONE,SLOT_ANN_001,REV984
SLOT001561,NAR000122_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",partially_provided,hr,hr,NONE,EVT000122_001;EVT000122_002,False,3,highly sensitive,Supports investigation while protecting privacy.,False,NONE,SLOT_ANN_001,REV984
SLOT001562,NAR000122_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000122_001;EVT000122_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV984
SLOT001563,NAR000122_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000122_001;EVT000122_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV984
SLOT001564,NAR000123_EN,financial_fraud,incident_date,Date or relative date when the incident happened,provided,2026-07-01,2026-07-01,NONE,EVT000123_001;EVT000123_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV916
SLOT001565,NAR000123_EN,financial_fraud,incident_time,Time or approximate time of the incident,provided,17:39,17:39,NONE,EVT000123_001;EVT000123_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV916
SLOT001566,NAR000123_EN,financial_fraud,incident_location,"Place, platform, or setting where the incident occurred",provided,Online platform,online platform,NONE,EVT000123_001;EVT000123_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV916
SLOT001567,NAR000123_EN,financial_fraud,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000123_001;EVT000123_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV916
SLOT001568,NAR000123_EN,financial_fraud,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000123_001;EVT000123_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV916
SLOT001569,NAR000123_EN,financial_fraud,transaction_type,Type of fraudulent transaction or scheme,provided,Loan approval scam,loan approval scam,NONE,EVT000123_001;EVT000123_002,True,1,sensitive,"Frames bank, police, or cyber complaint.",False,NONE,SLOT_ANN_001,REV916
SLOT001570,NAR000123_EN,financial_fraud,amount_or_asset,"Money, account balance, policy, loan, or asset affected",provided,loss indicated,loss indicated,NONE,EVT000123_001;EVT000123_002,True,2,sensitive,Quantifies financial exposure.,False,NONE,SLOT_ANN_001,REV916
SLOT001571,NAR000123_EN,financial_fraud,bank_or_wallet,"Bank, wallet, card, account, or platform involved",partially_provided,"The incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets","the incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets",NONE,EVT000123_001;EVT000123_002,False,2,highly sensitive,Needed for freeze/dispute process.,False,NONE,SLOT_ANN_001,REV916
SLOT001572,NAR000123_EN,financial_fraud,transaction_identifier,"Reference number, UTR, card, cheque, or claim identifier",partially_provided,"The incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets","the incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets",NONE,EVT000123_001;EVT000123_002,False,3,highly sensitive,Supports traceability.,False,NONE,SLOT_ANN_001,REV916
SLOT001573,NAR000123_EN,financial_fraud,fraud_method,How deception or unauthorised transfer occurred,provided,Loan approval scam,loan approval scam,NONE,EVT000123_001;EVT000123_002,True,1,normal,Determines complaint category.,False,NONE,SLOT_ANN_001,REV916
SLOT001574,NAR000123_EN,financial_fraud,documents_or_audit_trail,"Preserved records, logs, policy papers, or documents",partially_provided,"The incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets","the incident occurred on 2026-07-01 at approximately 17:39 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets",NONE,EVT000123_001;EVT000123_002,False,3,sensitive,Supports investigation.,False,NONE,SLOT_ANN_001,REV916
SLOT001575,NAR000123_EN,financial_fraud,institution_notified,"Whether bank, insurer, employer, or platform was notified",optional,not stated,not_stated,NONE,EVT000123_001;EVT000123_002,False,3,normal,Affects next escalation.,True,NONE,SLOT_ANN_001,REV916
SLOT001576,NAR000123_EN,financial_fraud,time_since_transaction,How recently the loss or attempt occurred,partially_provided,2023-09-16,2023-09-16,NONE,EVT000123_001;EVT000123_002,False,4,normal,Matters for reversal/freeze windows.,False,NONE,SLOT_ANN_001,REV916
SLOT001577,NAR000124_EN,theft_and_robbery,incident_date,Date or relative date when the incident happened,provided,yesterday,2023-09-18,NAR000124_EN_E001,EVT000124_001;EVT000124_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV148
SLOT001578,NAR000124_EN,theft_and_robbery,incident_time,Time or approximate time of the incident,provided,12:45,12:45,NONE,EVT000124_001;EVT000124_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV148
SLOT001579,NAR000124_EN,theft_and_robbery,incident_location,"Place, platform, or setting where the incident occurred",provided,road,road,NAR000124_EN_E002,EVT000124_001;EVT000124_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV148
SLOT001580,NAR000124_EN,theft_and_robbery,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000124_001;EVT000124_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV148
SLOT001581,NAR000124_EN,theft_and_robbery,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000124_001;EVT000124_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV148
SLOT001582,NAR000124_EN,theft_and_robbery,property_type,Type of property taken or missing,provided,phone,phone,NAR000124_EN_E003,EVT000124_001;EVT000124_002,True,1,normal,Identifies the stolen article for complaint drafting.,False,NONE,SLOT_ANN_001,REV148
SLOT001583,NAR000124_EN,theft_and_robbery,property_description,"Description, condition, or value of property",provided,phone,phone,NAR000124_EN_E003,EVT000124_001;EVT000124_002,True,2,normal,Supports identification and recovery.,False,NONE,SLOT_ANN_001,REV148
SLOT001584,NAR000124_EN,theft_and_robbery,ownership_information,Proof that the complainant owned or possessed the property,missing,not stated,not_stated,NONE,EVT000124_001;EVT000124_002,True,2,sensitive,Helps establish locus and claim.,True,NONE,SLOT_ANN_001,REV148
SLOT001585,NAR000124_EN,theft_and_robbery,suspect_description,Known details about the alleged offender,optional,not stated,not_stated,NONE,EVT000124_001;EVT000124_002,False,3,sensitive,Supports investigation without inventing identity.,True,NONE,SLOT_ANN_001,REV148
SLOT001586,NAR000124_EN,theft_and_robbery,force_or_threat_used,"Whether force, threat, or violence was used",provided,threat or intimidation indicated,threat_indicated,NONE,EVT000124_001;EVT000124_002,True,1,highly sensitive,Distinguishes theft from robbery or assault.,False,NONE,SLOT_ANN_001,REV148
SLOT001587,NAR000124_EN,theft_and_robbery,vehicle_used,Whether a vehicle was used by suspect or in escape,optional,not stated,not stated,NONE,EVT000124_001;EVT000124_002,False,4,normal,Can assist tracing and CCTV review.,False,NONE,SLOT_ANN_001,REV148
SLOT001588,NAR000124_EN,theft_and_robbery,witness_available,Whether any witness is mentioned,optional,not stated,not_stated,NONE,EVT000124_001;EVT000124_002,False,4,sensitive,Determines corroboration and evidence follow-up.,False,NONE,SLOT_ANN_001,REV148
SLOT001589,NAR000124_EN,theft_and_robbery,cctv_available,Whether CCTV or camera evidence is mentioned,optional,not stated,not_stated,NONE,EVT000124_001;EVT000124_002,False,4,sensitive,May support identification and timeline reconstruction.,False,NONE,SLOT_ANN_001,REV148
SLOT001590,NAR000125_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2023-09-19,2023-09-19,NONE,EVT000125_001;EVT000125_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV468
SLOT001591,NAR000125_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,06:42,06:42,NONE,EVT000125_001;EVT000125_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV468
SLOT001592,NAR000125_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Online platform,online platform,NONE,EVT000125_001;EVT000125_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV468
SLOT001593,NAR000125_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000125_001;EVT000125_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV468
SLOT001594,NAR000125_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000125_001;EVT000125_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV468
SLOT001595,NAR000125_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Online platform,online platform,NONE,EVT000125_001;EVT000125_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV468
SLOT001596,NAR000125_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Phishing scam,phishing scam,NONE,EVT000125_001;EVT000125_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV468
SLOT001597,NAR000125_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Phishing scam,phishing scam,NONE,EVT000125_001;EVT000125_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV468
SLOT001598,NAR000125_EN,cybercrime,financial_loss,Money or balance loss mentioned,provided,loss indicated,loss indicated,NONE,EVT000125_001;EVT000125_002,False,2,sensitive,Needed for bank/cyber portal reporting.,False,NONE,SLOT_ANN_001,REV468
SLOT001599,NAR000125_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",optional,not stated,not_stated,NONE,EVT000125_001;EVT000125_002,False,3,sensitive,Preserves proof for complaint.,True,NONE,SLOT_ANN_001,REV468
SLOT001600,NAR000125_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",partially_provided,unknown or unidentified party,unknown_party,NONE,EVT000125_001;EVT000125_002,False,3,highly sensitive,Supports investigation while protecting privacy.,False,NONE,SLOT_ANN_001,REV468
SLOT001601,NAR000125_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000125_001;EVT000125_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV468
SLOT001602,NAR000125_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000125_001;EVT000125_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV468
SLOT001603,NAR000126_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2026-07-15,2026-07-15,NONE,EVT000126_001;EVT000126_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV309
SLOT001604,NAR000126_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,04:18,04:18,NONE,EVT000126_001;EVT000126_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV309
SLOT001605,NAR000126_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Online platform,online platform,NONE,EVT000126_001;EVT000126_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV309
SLOT001606,NAR000126_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000126_001;EVT000126_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV309
SLOT001607,NAR000126_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000126_001;EVT000126_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV309
SLOT001608,NAR000126_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Online platform,online platform,NONE,EVT000126_001;EVT000126_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV309
SLOT001609,NAR000126_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Ransomware attack,ransomware attack,NONE,EVT000126_001;EVT000126_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV309
SLOT001610,NAR000126_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Ransomware attack,ransomware attack,NONE,EVT000126_001;EVT000126_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV309
SLOT001611,NAR000126_EN,cybercrime,financial_loss,Money or balance loss mentioned,provided,loss indicated,loss indicated,NONE,EVT000126_001;EVT000126_002,False,2,sensitive,Needed for bank/cyber portal reporting.,False,NONE,SLOT_ANN_001,REV309
SLOT001612,NAR000126_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",optional,not stated,not_stated,NONE,EVT000126_001;EVT000126_002,False,3,sensitive,Preserves proof for complaint.,True,NONE,SLOT_ANN_001,REV309
SLOT001613,NAR000126_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",partially_provided,hr,hr,NONE,EVT000126_001;EVT000126_002,False,3,highly sensitive,Supports investigation while protecting privacy.,False,NONE,SLOT_ANN_001,REV309
SLOT001614,NAR000126_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000126_001;EVT000126_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV309
SLOT001615,NAR000126_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000126_001;EVT000126_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV309
SLOT001616,NAR000127_EN,traffic_road_incidents,incident_date,Date or relative date when the incident happened,provided,2023-09-26,2023-09-26,NONE,EVT000127_001;EVT000127_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV413
SLOT001617,NAR000127_EN,traffic_road_incidents,incident_time,Time or approximate time of the incident,provided,12:29,12:29,NONE,EVT000127_001;EVT000127_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV413
SLOT001618,NAR000127_EN,traffic_road_incidents,incident_location,"Place, platform, or setting where the incident occurred",provided,Highway,highway,NONE,EVT000127_001;EVT000127_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV413
SLOT001619,NAR000127_EN,traffic_road_incidents,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000127_001;EVT000127_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV413
SLOT001620,NAR000127_EN,traffic_road_incidents,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000127_001;EVT000127_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV413
SLOT001621,NAR000127_EN,traffic_road_incidents,vehicle_details,"Vehicle type, registration, or identifying description",partially_provided,Highway,highway,NONE,EVT000127_001;EVT000127_002,True,1,sensitive,Needed for motor accident or traffic complaint.,True,NONE,SLOT_ANN_001,REV413
SLOT001622,NAR000127_EN,traffic_road_incidents,driver_conduct,"Drunk, reckless, signal violation, hit-and-run, or obstruction conduct",provided,Hit and run collision,hit and run collision,NONE,EVT000127_001;EVT000127_002,True,1,normal,Defines offence and urgency.,False,NONE,SLOT_ANN_001,REV413
SLOT001623,NAR000127_EN,traffic_road_incidents,injury_details,Whether anyone was injured,provided,injury or medical impact indicated,injury_indicated,NONE,EVT000127_001;EVT000127_002,True,1,highly sensitive,Controls medical escalation.,False,NONE,SLOT_ANN_001,REV413
SLOT001624,NAR000127_EN,traffic_road_incidents,property_damage,Vehicle or other property damage,provided,The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,the collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,NONE,EVT000127_001;EVT000127_002,True,2,normal,Needed for claim and complaint.,False,NONE,SLOT_ANN_001,REV413
SLOT001625,NAR000127_EN,traffic_road_incidents,road_location,"Road, highway, alleyway, or signal location",provided,Highway,highway,NONE,EVT000127_001;EVT000127_002,True,1,normal,Determines jurisdiction and evidence.,False,NONE,SLOT_ANN_001,REV413
SLOT001626,NAR000127_EN,traffic_road_incidents,offending_vehicle_left,Whether driver fled or remained,optional,not stated,not stated,NONE,EVT000127_001;EVT000127_002,False,2,normal,Important for hit-and-run.,True,NONE,SLOT_ANN_001,REV413
SLOT001627,NAR000127_EN,traffic_road_incidents,traffic_obstruction,Whether collision/blockage caused traffic obstruction,provided,The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,the collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,NONE,EVT000127_001;EVT000127_002,False,3,normal,Affects civic/emergency response.,False,NONE,SLOT_ANN_001,REV413
SLOT001628,NAR000127_EN,traffic_road_incidents,insurance_or_claim_status,Whether insurance or compensation process is mentioned,optional,not stated,not_stated,NONE,EVT000127_001;EVT000127_002,False,4,sensitive,Guides next claims step.,False,NONE,SLOT_ANN_001,REV413
SLOT001629,NAR000128_EN,family_law,incident_date,Date or relative date when the incident happened,provided,today,2023-09-28,NAR000128_EN_E001,EVT000128_001;EVT000128_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV747
SLOT001630,NAR000128_EN,family_law,incident_time,Time or approximate time of the incident,provided,20:42,20:42,NONE,EVT000128_001;EVT000128_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV747
SLOT001631,NAR000128_EN,family_law,incident_location,"Place, platform, or setting where the incident occurred",provided,Hostel,hostel,NONE,EVT000128_001;EVT000128_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV747
SLOT001632,NAR000128_EN,family_law,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000128_001;EVT000128_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV747
SLOT001633,NAR000128_EN,family_law,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000128_001;EVT000128_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV747
SLOT001634,NAR000128_EN,family_law,family_relationship,"Spouse, ex-partner, parent, child, guardian, or dependent relation",provided,Guardianship dispute,guardianship dispute,NONE,EVT000128_001;EVT000128_002,True,1,highly sensitive,Determines applicable family-law remedy.,False,NONE,SLOT_ANN_001,REV747
SLOT001635,NAR000128_EN,family_law,case_or_order_status,"Existing order, terms, mediation, or court matter",optional,not stated,not_stated,NONE,EVT000128_001;EVT000128_002,False,2,sensitive,Avoids advice conflicting with court status.,True,NONE,SLOT_ANN_001,REV747
SLOT001636,NAR000128_EN,family_law,child_or_dependent_involved,"Whether child custody, guardianship, or dependent care is involved",provided,child or dependent involvement indicated,child_or_dependent_involved,NONE,EVT000128_001;EVT000128_002,False,1,highly sensitive,Changes urgency and forum.,False,NONE,SLOT_ANN_001,REV747
SLOT001637,NAR000128_EN,family_law,contact_or_access_issue,"Blocked access, visitation, cohabitation, or communication issue",provided,Guardianship dispute,guardianship dispute,NONE,EVT000128_001;EVT000128_002,True,1,highly sensitive,Defines relief sought.,False,NONE,SLOT_ANN_001,REV747
SLOT001638,NAR000128_EN,family_law,financial_support_issue,"Maintenance, alimony, or household support issue",optional,not stated,not_stated,NONE,EVT000128_001;EVT000128_002,False,2,sensitive,Determines monetary relief.,True,NONE,SLOT_ANN_001,REV747
SLOT001639,NAR000128_EN,family_law,urgent_motion_needed,Whether urgent filing or interim relief is requested,optional,not stated,not_stated,NONE,EVT000128_001;EVT000128_002,False,2,normal,Affects procedural recommendation.,True,NONE,SLOT_ANN_001,REV747
SLOT001640,NAR000128_EN,family_law,violence_or_safety_concern,"Any threat, abuse, or safety issue in family matter",missing,not stated,not_stated,NONE,EVT000128_001;EVT000128_002,True,1,highly sensitive,Controls safety escalation.,True,NONE,SLOT_ANN_001,REV747
SLOT001641,NAR000128_EN,family_law,supporting_documents,"Messages, order copy, agreement, payment proof, or records",optional,not stated,not_stated,NONE,EVT000128_001;EVT000128_002,False,3,sensitive,Supports court filing.,True,NONE,SLOT_ANN_001,REV747
SLOT001642,NAR000129_EN,traffic_road_incidents,incident_date,Date or relative date when the incident happened,provided,2023-09-28,2023-09-28,NONE,EVT000129_001;EVT000129_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV353
SLOT001643,NAR000129_EN,traffic_road_incidents,incident_time,Time or approximate time of the incident,provided,12:43,12:43,NONE,EVT000129_001;EVT000129_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV353
SLOT001644,NAR000129_EN,traffic_road_incidents,incident_location,"Place, platform, or setting where the incident occurred",provided,road,road,NAR000129_EN_E001,EVT000129_001;EVT000129_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV353
SLOT001645,NAR000129_EN,traffic_road_incidents,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000129_001;EVT000129_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV353
SLOT001646,NAR000129_EN,traffic_road_incidents,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000129_001;EVT000129_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV353
SLOT001647,NAR000129_EN,traffic_road_incidents,vehicle_details,"Vehicle type, registration, or identifying description",not_applicable,Road,road,NONE,EVT000129_001;EVT000129_002,True,1,sensitive,Needed for motor accident or traffic complaint.,False,NONE,SLOT_ANN_001,REV353
SLOT001648,NAR000129_EN,traffic_road_incidents,driver_conduct,"Drunk, reckless, signal violation, hit-and-run, or obstruction conduct",provided,Traffic signal violation dispute,traffic signal violation dispute,NONE,EVT000129_001;EVT000129_002,True,1,normal,Defines offence and urgency.,False,NONE,SLOT_ANN_001,REV353
SLOT001649,NAR000129_EN,traffic_road_incidents,injury_details,Whether anyone was injured,missing,not stated,not_stated,NONE,EVT000129_001;EVT000129_002,True,1,highly sensitive,Controls medical escalation.,True,NONE,SLOT_ANN_001,REV353
SLOT001650,NAR000129_EN,traffic_road_incidents,property_damage,Vehicle or other property damage,provided,The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,the collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,NONE,EVT000129_001;EVT000129_002,True,2,normal,Needed for claim and complaint.,False,NONE,SLOT_ANN_001,REV353
SLOT001651,NAR000129_EN,traffic_road_incidents,road_location,"Road, highway, alleyway, or signal location",provided,road,road,NAR000129_EN_E001,EVT000129_001;EVT000129_002,True,1,normal,Determines jurisdiction and evidence.,False,NONE,SLOT_ANN_001,REV353
SLOT001652,NAR000129_EN,traffic_road_incidents,offending_vehicle_left,Whether driver fled or remained,optional,not stated,not stated,NONE,EVT000129_001;EVT000129_002,False,2,normal,Important for hit-and-run.,True,NONE,SLOT_ANN_001,REV353
SLOT001653,NAR000129_EN,traffic_road_incidents,traffic_obstruction,Whether collision/blockage caused traffic obstruction,provided,The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,the collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing,NONE,EVT000129_001;EVT000129_002,False,3,normal,Affects civic/emergency response.,False,NONE,SLOT_ANN_001,REV353
SLOT001654,NAR000129_EN,traffic_road_incidents,insurance_or_claim_status,Whether insurance or compensation process is mentioned,optional,not stated,not_stated,NONE,EVT000129_001;EVT000129_002,False,4,sensitive,Guides next claims step.,False,NONE,SLOT_ANN_001,REV353
SLOT001655,NAR000130_EN,property_disputes,incident_date,Date or relative date when the incident happened,provided,2023-09-30,2023-09-30,NONE,EVT000130_001;EVT000130_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV933
SLOT001656,NAR000130_EN,property_disputes,incident_time,Time or approximate time of the incident,provided,16:07,16:07,NONE,EVT000130_001;EVT000130_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV933
SLOT001657,NAR000130_EN,property_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Apartment,apartment,NONE,EVT000130_001;EVT000130_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV933
