classification_id,narrative_id,primary_category,secondary_categories,procedural_intents,user_goal,urgency_class,current_danger,ongoing_incident,medical_emergency,incident_medium,current_or_past,property_involved,threat_involved,injury_involved,weapon_mentioned,minor_involved,police_already_contacted,legal_aid_requested,recommended_route,annotator_1_label,annotator_2_label,adjudicated_label,reviewer_id
CLS000306,NAR000306_EN,Family Law,Child custody dispute;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance for a custody dispute,LEGAL_INFORMATION,False,True,False,hybrid,past,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV427
CLS000307,NAR000307_EN,Cybercrime,Social media hacking;Network intrusion,complaint_preparation;legal_aid_request,Document a social-media intrusion and containment,CASE_PREPARATION,False,False,False,online,past,False,False,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV678
CLS000308,NAR000308_EN,Financial Fraud,Credit card cloning;Capital diversion,complaint_preparation;legal_aid_request,Prepare a card-cloning case from transaction logs,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV819
CLS000309,NAR000309_EN,Cybercrime,Social media hacking;Credential theft,complaint_preparation;legal_aid_request,Report a social-media breach with digital logs,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV272
CLS000310,NAR000310_EN,Cybercrime,Social media hacking;Account takeover;Fraudulent messages,complaint_preparation,Contain a hacked account and warn contacts,ONGOING_THREAT,False,True,False,online,current,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV292
CLS000311,NAR000311_EN,Cybercrime,Ransomware attack;Data breach;Financial compromise,complaint_preparation,File a ransomware cybercrime complaint,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV969
CLS000312,NAR000312_EN,Theft and robbery,Shopbreaking;Property loss,complaint_preparation,Prepare a shopbreaking report,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV314
CLS000313,NAR000313_EN,Financial Fraud,Credit card cloning;Capital diversion,complaint_preparation;legal_aid_request,Prepare a card-cloning case from transaction logs,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV642
CLS000314,NAR000314_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation;legal_aid_request,Report online phishing theft and recover losses,CASE_PREPARATION,False,False,False,hybrid,recent,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV308
CLS000315,NAR000315_EN,Family Law,Guardianship dispute;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance for a guardianship dispute,LEGAL_INFORMATION,False,True,False,physical,recent,True,True,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV721
CLS000316,NAR000316_EN,Consumer Disputes,Overcharging and hidden fees;Refund refusal,complaint_preparation;legal_aid_request,Challenge hidden charges and seek a refund,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV160
CLS000317,NAR000317_EN,Miscellaneous,Noise pollution grievance;Current civic nuisance,complaint_preparation;legal_aid_request,Report an ongoing noise disturbance,PROCEDURAL_ASSISTANCE,False,True,False,physical,current,False,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV815
CLS000318,NAR000318_EN,Consumer Disputes,False advertising and misrepresentation;Unfair trade practice,complaint_preparation;legal_aid_request,Prepare a false-advertising complaint,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV605
CLS000319,NAR000319_EN,Property Disputes,Inheritance property claim;Threatened escalation,complaint_preparation;legal_aid_request,Document an inheritance dispute and prevent escalation,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV313
CLS000320,NAR000320_EN,Traffic & Road Incidents,Reckless driving confrontation;Physical injury;Active road hazard,emergency_assistance;complaint_preparation,Obtain emergency and medical help at an active crash,EMERGENCY_MEDICAL,True,True,True,physical,current,False,True,True,False,unknown,True,False,emergency_redirect,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV435
CLS000321,NAR000321_EN,Consumer Disputes,Defective product delivery;Refund refusal,complaint_preparation,Report a defective product and seek a refund,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV153
CLS000322,NAR000322_EN,Miscellaneous,Minor civic infrastructure issue;Public disturbance,complaint_preparation,Document a minor civic infrastructure issue,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV270
CLS000323,NAR000323_EN,Miscellaneous,Lost item reporting;Public assistance,complaint_preparation;legal_aid_request,Prepare a lost-item report,PROCEDURAL_ASSISTANCE,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV164
CLS000324,NAR000324_EN,Theft and robbery,Chain snatching;Property loss,complaint_preparation,Prepare a chain-snatching report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV208
CLS000325,NAR000325_EN,Domestic Violence,Dowry harassment;Continuing domestic abuse,complaint_preparation,Document ongoing dowry harassment,ONGOING_THREAT,False,True,False,hybrid,recent,False,True,False,False,unknown,False,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV782
CLS000326,NAR000326_EN,Financial Fraud,Cheque forgery;Instrument forgery,complaint_preparation,Prepare a cheque-forgery case for financial review,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV313
CLS000327,NAR000327_EN,Family Law,Divorce proceedings conflict;Family confrontation,legal_aid_request;lawyer_handoff,Obtain legal guidance for a divorce dispute,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,unknown,False,True,quick_query,Family Law,Family Law,Family Law,REV896
CLS000328,NAR000328_EN,Financial Fraud,Loan approval scam;Forgery;Financial loss,complaint_preparation;legal_aid_request,Report a loan scam and recover lost funds,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV668
CLS000329,NAR000329_EN,Miscellaneous,Minor civic infrastructure issue;Current road obstruction,complaint_preparation;legal_aid_request,Report an active civic obstruction,PROCEDURAL_ASSISTANCE,False,True,False,physical,current,False,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV900
CLS000330,NAR000330_EN,Assault & Threats,Online harassment & threats;Threat of future harm,complaint_preparation;legal_aid_request,Document online threats and seek protection,ONGOING_THREAT,False,True,False,online,recent,True,True,False,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV335
CLS000331,NAR000331_EN,Financial Fraud,Insurance claim fraud;Unauthorized transfers,complaint_preparation,Document insurance fraud using transaction records,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,False,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV239
CLS000332,NAR000332_EN,Assault & Threats,Verbal intimidation;Threat of future harm,complaint_preparation;legal_aid_request,Document workplace intimidation and seek protection,ONGOING_THREAT,False,True,False,hybrid,recent,False,True,False,False,unknown,True,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV420
CLS000333,NAR000333_EN,Cybercrime,Phishing scam;Credential compromise,complaint_preparation,Report phishing and secure compromised credentials,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV469
CLS000334,NAR000334_EN,Family Law,Alimony and maintenance claim;Custody arrangements,legal_aid_request;lawyer_handoff,Obtain legal guidance on maintenance and custody,LEGAL_INFORMATION,False,True,False,hybrid,past,True,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV423
CLS000335,NAR000335_EN,Employment/Labour,Safe working conditions violation;Physical injury,complaint_preparation;legal_aid_request,File an unsafe-workplace grievance with injury details,CASE_PREPARATION,False,False,False,physical,past,True,False,True,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV516
CLS000336,NAR000336_EN,Theft and robbery,House burglary;Property loss,complaint_preparation,Prepare a burglary case record,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV929
CLS000337,NAR000337_EN,Assault & Threats,Online harassment & threats;Immediate physical threat,emergency_assistance,Get immediate protection from active online threats,EMERGENCY_CURRENT_DANGER,True,True,False,online,current,False,True,False,False,unknown,False,False,emergency_redirect,Assault & Threats,Assault & Threats,Assault & Threats,REV295
CLS000338,NAR000338_EN,Consumer Disputes,False advertising and misrepresentation;Merchant refusal,complaint_preparation;legal_aid_request,Prepare a false-advertising complaint,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV537
CLS000339,NAR000339_EN,Financial Fraud,Loan approval scam;Unauthorized transfers,complaint_preparation;legal_aid_request,Document a loan scam and unauthorized transfers,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV320
CLS000340,NAR000340_EN,Financial Fraud,Credit card cloning;Document fraud;Asset misappropriation,complaint_preparation;legal_aid_request,Prepare a card-cloning complaint using audit trails,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV501
CLS000341,NAR000341_EN,Employment/Labour,Unpaid wage dispute;Management refusal,complaint_preparation;legal_aid_request,Recover unpaid wages and document the dispute,CASE_PREPARATION,False,True,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV980
CLS000342,NAR000342_EN,Theft and robbery,Shopbreaking;Property loss,emergency_assistance;fir_information;legal_aid_request,Report a recent shopbreaking and locate police help,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV245
CLS000343,NAR000343_EN,Family Law,Restitution of conjugal rights;Child visitation;Court compliance,legal_aid_request;complaint_preparation,Prepare documents for an active family-court matter,CASE_PREPARATION,False,True,False,physical,recent,False,False,False,False,True,False,True,incident_preparation,Family Law,Family Law,Family Law,REV202
CLS000344,NAR000344_EN,Cybercrime,Social media hacking;Credential compromise,complaint_preparation;legal_aid_request,Report a social-media breach,CASE_PREPARATION,False,False,False,online,recent,False,False,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV304
CLS000345,NAR000345_EN,Theft and robbery,Shopbreaking;Property loss,emergency_assistance;fir_information,Report a recent shopbreaking and locate police help,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV246
CLS000346,NAR000346_EN,Employment/Labour,Breach of employment contract;Workplace non-compliance,complaint_preparation;legal_aid_request,Document an employment-contract breach,CASE_PREPARATION,False,True,False,online,past,True,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV932
CLS000347,NAR000347_EN,Theft and robbery,House burglary;Property loss,complaint_preparation,Prepare a burglary report,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV295
CLS000348,NAR000348_EN,Assault & Threats,Online harassment & threats;Immediate physical threat,emergency_assistance,Get immediate protection from active online threats,EMERGENCY_CURRENT_DANGER,True,True,False,online,current,True,True,False,False,unknown,True,False,emergency_redirect,Assault & Threats,Assault & Threats,Assault & Threats,REV249
CLS000349,NAR000349_EN,Property Disputes,Illegal property possession;Property-rights infringement,complaint_preparation;legal_aid_request,File an illegal-possession property complaint,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV668
CLS000350,NAR000350_EN,Family Law,Divorce proceedings conflict;Child access;Court-order non-compliance,legal_aid_request;lawyer_handoff,Find a family lawyer for an urgent divorce motion,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV995
CLS000351,NAR000351_EN,Cybercrime,Social media hacking;Account takeover;Financial compromise,complaint_preparation,Report a hacked account and financial loss,CASE_PREPARATION,False,False,False,online,past,False,False,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV366
CLS000352,NAR000352_EN,Financial Fraud,Credit card cloning;Forgery;Financial loss,complaint_preparation;legal_aid_request,Report card cloning and recover lost funds,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV327
CLS000353,NAR000353_EN,Cybercrime,Cyberstalking;Credential compromise,complaint_preparation;legal_aid_request,Report continuing cyberstalking,ONGOING_THREAT,False,True,False,hybrid,past,True,True,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV125
CLS000354,NAR000354_EN,Property Disputes,Land encroachment;Unauthorized construction;Direct threats,complaint_preparation;legal_aid_request,Stop active encroachment and document threats,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV994
CLS000355,NAR000355_EN,Cybercrime,Online banking fraud;Network intrusion,complaint_preparation;legal_aid_request,Document a banking intrusion and containment,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV733
CLS000356,NAR000356_EN,Theft and robbery,Chain snatching;Property loss,emergency_assistance;fir_information,Report a recent chain snatching and locate police help,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV413
CLS000357,NAR000357_EN,Property Disputes,Boundary wall dispute;Unauthorized alteration;Physical injury,complaint_preparation;legal_aid_request,Prepare a boundary-dispute complaint with injury details,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV633
CLS000358,NAR000358_EN,Financial Fraud,Cheque forgery;Forgery;Financial loss,complaint_preparation;legal_aid_request,Report cheque forgery and recover lost funds,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV651
CLS000359,NAR000359_EN,Family Law,Alimony and maintenance claim;Child visitation;Court compliance,legal_aid_request;complaint_preparation,Prepare maintenance and visitation documents for court,CASE_PREPARATION,False,True,False,online,recent,True,False,False,False,True,False,True,incident_preparation,Family Law,Family Law,Family Law,REV630
CLS000360,NAR000360_EN,Theft and robbery,House burglary;Property loss,complaint_preparation;legal_aid_request,Prepare a burglary and property-loss report,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV744
CLS000361,NAR000361_EN,Cybercrime,Identity theft;Account takeover;Fraudulent messages,complaint_preparation,Contain identity theft and warn contacts,ONGOING_THREAT,False,True,False,hybrid,current,False,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV770
CLS000362,NAR000362_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation,Prepare a vehicle-theft report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV325
CLS000363,NAR000363_EN,Consumer Disputes,Overcharging and hidden fees;Refund refusal,complaint_preparation;legal_aid_request,Challenge hidden charges and seek a refund,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV410
CLS000364,NAR000364_EN,Cybercrime,Online banking fraud;Credential compromise,complaint_preparation;legal_aid_request,Report an online-banking fraud incident,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV288
CLS000365,NAR000365_EN,Property Disputes,Inheritance property claim;Contested ownership,complaint_preparation;legal_aid_request,Seek mediation for an inheritance-property dispute,CASE_PREPARATION,False,True,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV917
CLS000366,NAR000366_EN,Domestic Violence,Spousal physical abuse;Physical injury;Escalating domestic threats,complaint_preparation,Obtain protection from escalating spousal abuse,ONGOING_THREAT,False,True,False,physical,past,True,True,True,False,unknown,False,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV815
CLS000367,NAR000367_EN,Consumer Disputes,Expired or contaminated goods sale;Merchant refusal;Physical harm,complaint_preparation;legal_aid_request,Report unsafe goods and related harm,CASE_PREPARATION,False,False,False,physical,past,True,False,True,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV873
CLS000368,NAR000368_EN,Family Law,Child custody dispute;Maintenance dispute;Court compliance,legal_aid_request;lawyer_handoff,Obtain legal intervention in a custody dispute,LEGAL_INFORMATION,False,True,False,physical,past,True,False,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV395
CLS000369,NAR000369_EN,Employment/Labour,Unpaid wage dispute;Employment-contract breach,complaint_preparation;legal_aid_request,File a grievance to recover unpaid wages,CASE_PREPARATION,False,True,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV318
CLS000370,NAR000370_EN,Family Law,Guardianship dispute;Child access;Court-order non-compliance,legal_aid_request;lawyer_handoff,Find a family lawyer for an urgent guardianship motion,LEGAL_INFORMATION,False,True,False,hybrid,past,False,True,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV768
CLS000371,NAR000371_EN,Property Disputes,Tenant-landlord conflict;Unauthorized structures;Direct threats,complaint_preparation;legal_aid_request,Stop active occupation and document threats,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV535
CLS000372,NAR000372_EN,Cybercrime,Phishing scam;Credential compromise,complaint_preparation,Report phishing and secure credentials,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV285
CLS000373,NAR000373_EN,Cybercrime,Ransomware attack;Credential theft;Asset misappropriation,complaint_preparation;legal_aid_request,Report ransomware with preserved digital logs,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV543
CLS000374,NAR000374_EN,Domestic Violence,Spousal physical abuse;Physical injury;Property damage,emergency_assistance;complaint_preparation,Document domestic abuse and obtain protective assistance,ONGOING_THREAT,False,True,False,physical,past,True,True,True,False,unknown,True,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV258
CLS000375,NAR000375_EN,Family Law,Restitution of conjugal rights;Guardianship or maintenance dispute,legal_aid_request;lawyer_handoff,Obtain legal guidance and family mediation,LEGAL_INFORMATION,False,True,False,physical,past,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV472
CLS000376,NAR000376_EN,Employment/Labour,Breach of employment contract;Management non-compliance,complaint_preparation;legal_aid_request,Escalate an employment-contract breach,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV819
CLS000377,NAR000377_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation;legal_aid_request,File an online phishing-theft complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV343
CLS000378,NAR000378_EN,Property Disputes,Boundary wall dispute;Physical injury;Threatened escalation,complaint_preparation;legal_aid_request,Document a boundary dispute and injury,CASE_PREPARATION,False,False,False,physical,past,True,True,True,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV276
CLS000379,NAR000379_EN,Property Disputes,Land encroachment;Threatened escalation,complaint_preparation;legal_aid_request,Document land encroachment and prevent escalation,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV263
CLS000380,NAR000380_EN,Theft and robbery,Chain snatching;Property loss,complaint_preparation;legal_aid_request,Prepare a chain-snatching report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV633
CLS000381,NAR000381_EN,Theft and robbery,Shopbreaking;Property loss,complaint_preparation;legal_aid_request,Prepare a shopbreaking report,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV400
CLS000382,NAR000382_EN,Miscellaneous,Noise pollution grievance;Public obstruction,complaint_preparation,Submit a noise-pollution grievance,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV683
CLS000383,NAR000383_EN,Traffic & Road Incidents,Reckless driving confrontation;Physical injury;Vehicle damage,complaint_preparation;legal_aid_request,Prepare a reckless-driving collision report,CASE_PREPARATION,False,False,False,physical,recent,True,True,True,False,unknown,True,True,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV167
CLS000384,NAR000384_EN,Cybercrime,Identity theft;Credential compromise,complaint_preparation;legal_aid_request,Report identity theft and secure credentials,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV931
CLS000385,NAR000385_EN,Domestic Violence,Dowry harassment;Property damage;Continuing domestic abuse,emergency_assistance;complaint_preparation,Document dowry harassment and obtain protection,ONGOING_THREAT,False,True,False,hybrid,past,True,True,False,False,unknown,True,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV543
CLS000386,NAR000386_EN,Financial Fraud,Credit card cloning;Unauthorized transfers,complaint_preparation;legal_aid_request,Document card cloning and unauthorized transfers,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV755
CLS000387,NAR000387_EN,Assault & Threats,Online harassment & threats;Direct threats,complaint_preparation,Document online harassment and request protection,ONGOING_THREAT,False,True,False,online,past,False,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV362
CLS000388,NAR000388_EN,Domestic Violence,Economic deprivation;Domestic intimidation,emergency_assistance;legal_aid_request,Document economic abuse and obtain support,ONGOING_THREAT,False,True,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV883
CLS000389,NAR000389_EN,Cybercrime,Phishing scam;Credential compromise,complaint_preparation;legal_aid_request,Report phishing and secure credentials,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV649
CLS000390,NAR000390_EN,Theft and robbery,Armed robbery;Physical injury;Property loss,complaint_preparation;fir_information,Prepare an armed-robbery report with injury details,CASE_PREPARATION,False,False,False,physical,past,True,True,True,True,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV233
CLS000391,NAR000391_EN,Miscellaneous,Public nuisance dispute;Municipal complaint,complaint_preparation;legal_aid_request,Track a public-nuisance complaint,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV603
CLS000392,NAR000392_EN,Property Disputes,Illegal property possession;Unauthorized occupation,complaint_preparation;legal_aid_request,Prepare an illegal-possession case for civil review,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV320
CLS000393,NAR000393_EN,Theft and robbery,Online phishing theft;Property loss;Use of force,complaint_preparation,Prepare an online phishing-theft report,CASE_PREPARATION,False,False,False,hybrid,recent,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV502
CLS000394,NAR000394_EN,Miscellaneous,Lost item reporting;Public assistance,complaint_preparation;legal_aid_request,Prepare a lost-item report,PROCEDURAL_ASSISTANCE,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV239
CLS000395,NAR000395_EN,Traffic & Road Incidents,Drunk driving accident;Physical injury;Vehicle damage,complaint_preparation,Prepare a drunk-driving collision report,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV347
CLS000396,NAR000396_EN,Miscellaneous,Minor civic infrastructure issue;Public obstruction,complaint_preparation;legal_aid_request,Report a civic infrastructure obstruction,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV373
CLS000397,NAR000397_EN,Miscellaneous,Minor civic infrastructure issue;Municipal complaint,complaint_preparation;legal_aid_request,Track a civic infrastructure complaint,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV888
CLS000398,NAR000398_EN,Traffic & Road Incidents,Hit and run collision;Vehicle damage,complaint_preparation,Prepare a hit-and-run collision report,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV526
CLS000399,NAR000399_EN,Family Law,Restitution of conjugal rights;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance on family-court non-compliance,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,unknown,True,True,quick_query,Family Law,Family Law,Family Law,REV227
CLS000400,NAR000400_EN,Theft and robbery,Chain snatching;Property loss,complaint_preparation,Prepare a chain-snatching case record,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV435
CLS000401,NAR000401_EN,Theft and robbery,Online phishing theft;Property loss;Use of force,complaint_preparation,Prepare an online phishing-theft report,CASE_PREPARATION,False,False,False,hybrid,recent,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV496
CLS000402,NAR000402_EN,Miscellaneous,Minor civic infrastructure issue;Municipal notification,complaint_preparation;legal_aid_request,Submit a civic infrastructure notification,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV876
