scenario_id,scenario_title,primary_incident_family,secondary_issue_labels,scenario_facts,reference_date,incident_date,incident_time,incident_setting,location_type,jurisdiction_country,jurisdiction_state,ongoing_or_past,current_danger_status,injury_present,threat_present,property_involved,police_contacted,legal_help_requested,expected_participant_count,expected_event_count,source_type,created_by,reviewed_by,privacy_status,split
SCN000266,Chain snatching at Residential street,Theft and robbery,Chain snatching,"A swift incident of chain snatching took place at the local residential street during peak hours. The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene.",2024-07-27,2024-07-10,22:26,Physical,Residential street,India,Delhi,past,No,False,True,True,False,False,2,2,human_written,USR955,REV491,synthetic_no_pii,test
SCN000267,management issue safe working conditions violation,Employment/Labour,Safe working conditions violation,"hey guys bad news. just had a huge fight with HR at the Construction site regarding safe working conditions violation around 08:51 today. they are trying to cheat us out of our terms or fire people arbitrarily. check your emails immediately, we need to stand together on this",2024-07-19,2024-07-11,08:51,Physical,Construction site,India,Gujarat,recent_past,No,True,False,True,True,True,4,4,synthetic_reviewed,USR985,REV108,synthetic_no_pii,test
SCN000268,Comprehensive review of commercial false advertising and misrepresentation claim,Consumer Disputes,False advertising and misrepresentation,"On the date of 2026-07-18, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated online platform around 06:28. The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection. Standard operational dispute channels were exhausted without success, prompting an escalation to statutory regulatory oversight mechanisms.",2024-08-06,2024-07-13,06:28,Physical,Online platform,India,West Bengal,recent_past,No,False,False,True,True,True,2,2,human_written,USR995,REV434,synthetic_no_pii,validation
SCN000269,Formal Grievance: Cyber Fraud and Phishing scam Incident,Cybercrime,Phishing scam,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding phishing scam that targets my system. At 17:37 on 2026-07-01, illegal server access was achieved through the Mobile app, leading to severe data breach and financial compromise.",2024-08-06,2024-07-14,17:37,Online,Mobile app,India,Maharashtra,recent_past,No,False,False,True,True,False,2,1,human_written,USR123,REV243,synthetic_no_pii,validation
SCN000270,Detailed administrative summary of restitution of conjugal rights litigation status,Family Law,Restitution of conjugal rights,"On the date of 2026-07-17, a major civil friction classified under restitution of conjugal rights escalated during a familial meeting at the designated apartment at approximately 21:36 hours. The dispute involves competing claims regarding maintenance allocations or custody arrangements, leading to severe communication breakdown between the principal parties. The current circumstances indicate an immediate requirement for legal intervention to mandate adherence to statutory family frameworks within the state jurisdiction.",2024-08-16,2024-07-24,21:36,Physical,Apartment,India,West Bengal,recent_past,No,False,False,False,False,True,3,4,human_written,USR991,REV515,synthetic_no_pii,challenge
SCN000271,need advice on restitution of conjugal rights,Family Law,Restitution of conjugal rights,"hey guys, my ex just blocked me from seeing the kids / resolving the restitution of conjugal rights at the House around 16:23 today. completely violating the current terms. does anyone know a reliable family court lawyer who can file an urgent motion tomorrow?",2024-07-28,2024-07-27,16:23,Physical,House,India,Delhi,past,No,False,False,False,True,True,4,1,expert_authored,USR560,REV592,synthetic_no_pii,challenge
SCN000272,Reported matrimonial/family grievance regarding guardianship dispute,Family Law,Guardianship dispute,"Complainant registers a family matter notification involving an active guardianship dispute at the premises. On 2026-07-11 at approximately 03:27 hours, an escalation occurred regarding legal compliance or child visitation parameters. Relevant documentation has been requested for family court presentation.",2024-08-12,2024-07-28,03:27,Physical,House,India,Tamil Nadu,past,No,False,False,False,True,True,4,1,expert_authored,USR844,REV196,synthetic_no_pii,validation
SCN000273,Confrontation involving domestic dispute,Assault & Threats,Domestic dispute,"An incident involving sudden domestic dispute broke out at the house around 20:55. The aggressor initiated intense physical or verbal hostility against the victim, forcing bystanders to intervene to prevent further escalation.",2024-08-03,2024-07-29,20:55,Physical,House,India,Telangana,recent_past,No,False,True,True,False,False,4,3,human_written,USR458,REV956,synthetic_no_pii,validation
SCN000274,need help asap threat at Apartment,Assault & Threats,Domestic dispute,pls help someone is targeting me with domestic dispute right now at the Apartment!! they are threatening to hit me or worse. happened around 00:46. is anyone nearby who can come stay with me? urgent,2024-07-29,2024-07-29,00:46,Physical,Apartment,India,Uttar Pradesh,past,No,False,True,False,True,False,2,3,expert_authored,USR277,REV529,synthetic_no_pii,train
SCN000275,Formal Grievance: Urgent Resolution Required for Stray animal hazard,Miscellaneous,Stray animal hazard,"Dear Municipal Authorities, I am writing to formally log a civic grievance regarding the ongoing pattern of stray animal hazard at the Residential street. The latest escalation occurred on 2026-06-29 at 04:26 hours, causing localized hazards that require immediate civic attention.",2024-08-31,2024-08-01,04:26,Physical,Residential street,India,Telangana,past,No,False,False,True,False,False,3,1,expert_authored,USR554,REV417,synthetic_no_pii,test
SCN000276,Bystander log of a drunk driving accident,Traffic & Road Incidents,Drunk driving accident,"The witness observed a major traffic disruption unfolding near the highway around 16:04. A driver committed a blatant drunk driving accident, resulting in an immediate vehicle collision and a heated argument between the affected commuters before police arrived.",2024-08-01,2024-08-01,16:04,Physical,Highway,India,West Bengal,past,No,False,False,True,False,True,3,2,expert_authored,USR409,REV449,synthetic_no_pii,validation
SCN000277,Comprehensive administrative brief on illegal property possession escalation,Property Disputes,Illegal property possession,"On the afternoon of 2026-07-19, a long-standing land friction culminated in an explicit case of illegal property possession at the designated house around 04:29 hours. The incident involved rival claimants attempting physical occupation or structural modification without valid legal injunctions. Local law enforcement intervened to mandate a status quo until the appropriate regional civil courts review the structural registration parameters and revenue maps under the state jurisdiction.",2024-08-04,2024-08-03,04:29,Physical,House,India,Karnataka,past,No,False,False,True,False,True,5,4,expert_authored,USR660,REV699,synthetic_no_pii,validation
SCN000278,Witness statement regarding verbal intimidation,Assault & Threats,Verbal intimidation,"The bystander reported observing a heated argument developing near the residential street around 08:18. The confrontation quickly turned into a verbal intimidation, with one individual visibly projecting physical intimidation towards the other party before crowds gathered to separate them.",2024-08-15,2024-08-07,08:18,Hybrid,Residential street,India,Karnataka,past,No,False,True,True,True,True,5,1,synthetic_reviewed,USR273,REV101,synthetic_no_pii,challenge
SCN000279,Comprehensive review of verbal intimidation event,Assault & Threats,Verbal intimidation,"On the afternoon of 2026-06-26, an escalating conflict classified under verbal intimidation manifested at the specified shop. Initial verbal friction rapidly degenerated into targeted hostility, establishing clear intent of intimidation and potential bodily harm. The victim sought refuge immediately while nearby witnesses attempted to de-escalate the situation. Security personnel were subsequently informed to review the breach of safety within the jurisdiction.",2024-08-29,2024-08-09,06:30,Hybrid,Shop,India,West Bengal,past,No,False,True,True,False,False,2,4,synthetic_reviewed,USR531,REV944,synthetic_no_pii,train
SCN000280,Roadways disruption via illegal parking blockage,Traffic & Road Incidents,Illegal parking blockage,A vehicular incident involving illegal parking blockage occurred on the local road at 14:35. The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing.,2024-08-26,2024-08-10,14:35,Physical,Road,India,Uttar Pradesh,recent_past,No,False,False,True,False,True,2,2,expert_authored,USR981,REV173,synthetic_no_pii,challenge
SCN000281,Reported case of armed robbery at highway,Theft and robbery,Armed robbery,"Complainant states that on 2026-06-25 at approximately 11:47 hours, an incident of armed robbery occurred at Highway. The perpetrator description matches a male individual height approx 5'8"". Property loss reported. Case registered under relevant sections.",2024-08-14,2024-08-14,11:47,Physical,Highway,India,Maharashtra,recent_past,No,True,True,True,False,False,3,3,human_written,USR951,REV343,synthetic_no_pii,challenge
SCN000282,need help asap threat at Hostel,Assault & Threats,Physical altercation,pls help someone is targeting me with physical altercation right now at the Hostel!! they are threatening to hit me or worse. happened around 02:27. is anyone nearby who can come stay with me? urgent,2024-08-28,2024-08-16,02:27,Physical,Hostel,India,Delhi,recent_past,No,True,True,False,True,False,5,4,expert_authored,USR370,REV645,synthetic_no_pii,validation
SCN000283,Detailed analysis of armed robbery occurrence,Theft and robbery,Armed robbery,"On the date of 2026-06-29, a major incidence of armed robbery was executed at the designated bank under complex environmental circumstances. The perpetrator leveraged the crowded nature of the location to approach undetected, exploiting a momentary lapse in security vigilance. Following the commission of the act, the individual navigated through the exit corridors effectively evading immediate pursuit. Emergency services were notified subsequently, initiating a localized investigation into the security vulnerabilities of this particular jurisdiction.",2024-09-14,2024-08-18,17:17,Physical,Bank,India,Karnataka,recent_past,No,True,True,True,True,False,3,3,human_written,USR326,REV577,synthetic_no_pii,validation
SCN000284,Formal Complaint: Unauthorized Illegal property possession at Premises,Property Disputes,Illegal property possession,"Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of illegal property possession affecting my Shop. The unlawful activity intensified on 2026-06-22 at 15:33 hours, causing direct infringement on my registered property rights.",2024-09-02,2024-08-21,15:33,Physical,Shop,India,West Bengal,recent_past,No,False,True,True,True,True,5,2,expert_authored,USR459,REV268,synthetic_no_pii,validation
SCN000285,I just lost my savings to a complete loan approval scam,Financial Fraud,Loan approval scam,"So I went down to the mobile app around 02:11 to check my balance, and I realized I was a victim of a massive loan approval scam. They completely forged my details and cleared out the pending funds out of nowhere. I don't even know how I'm going to manage this month's expenses.",2024-09-04,2024-08-24,02:11,Hybrid,Mobile app,India,Uttar Pradesh,recent_past,No,False,False,True,False,False,1,4,synthetic_reviewed,USR498,REV496,synthetic_no_pii,challenge
SCN000286,Comprehensive administrative brief on land encroachment escalation,Property Disputes,Land encroachment,"On the afternoon of 2026-07-11, a long-standing land friction culminated in an explicit case of land encroachment at the designated house around 17:05 hours. The incident involved rival claimants attempting physical occupation or structural modification without valid legal injunctions. Local law enforcement intervened to mandate a status quo until the appropriate regional civil courts review the structural registration parameters and revenue maps under the state jurisdiction.",2024-09-21,2024-08-30,17:05,Physical,House,India,Delhi,past,No,False,True,True,True,True,6,2,synthetic_reviewed,USR514,REV454,synthetic_no_pii,test
SCN000287,Matrimonial conflict involving restitution of conjugal rights,Family Law,Restitution of conjugal rights,"A family civil dispute categorized as restitution of conjugal rights manifested within a private residence at 18:15. The incident centers around contested guardianship or maintenance rights, necessitating institutional mediation under family law statues.",2024-09-04,2024-08-31,18:15,Physical,House,India,Delhi,past,No,False,False,True,False,True,4,3,expert_authored,USR278,REV767,synthetic_no_pii,challenge
SCN000288,Formal Complaint & Request for Protection: Emotional and verbal abuse,Domestic Violence,Emotional and verbal abuse,"Dear Protection Officer, I am writing to formally report an escalating pattern of domestic violence, specifically emotional and verbal abuse, at my residence. The latest major confrontation took place on 2026-06-25 around 03:01. I urgently request legal assistance and protective measures.",2024-09-03,2024-09-01,03:01,Physical,House,India,Uttar Pradesh,recent_past,No,False,True,True,False,True,4,5,synthetic_reviewed,USR300,REV175,synthetic_no_pii,validation
SCN000289,Confrontation involving verbal intimidation,Assault & Threats,Verbal intimidation,"An incident involving sudden verbal intimidation broke out at the shop around 10:03. The aggressor initiated intense physical or verbal hostility against the victim, forcing bystanders to intervene to prevent further escalation.",2024-09-10,2024-09-03,10:03,Hybrid,Shop,India,Delhi,recent_past,No,False,True,False,False,False,3,4,synthetic_reviewed,USR780,REV517,synthetic_no_pii,train
SCN000290,Formal Complaint: Unauthorized Land encroachment at Premises,Property Disputes,Land encroachment,"Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of land encroachment affecting my House. The unlawful activity intensified on 2026-06-21 at 04:58 hours, causing direct infringement on my registered property rights.",2024-09-20,2024-09-04,04:58,Physical,House,India,Uttar Pradesh,past,No,False,False,True,False,True,5,4,expert_authored,USR869,REV943,synthetic_no_pii,validation
SCN000291,Coworker testimony on safe working conditions violation,Employment/Labour,Safe working conditions violation,"The observer witnessed an intense disagreement between the management and an employee inside the construction site around 11:22. The context of the dispute was clearly a severe case of safe working conditions violation, with the supervisor dismissing the employee's legitimate safety or financial claims arbitrarily.",2024-09-28,2024-09-05,11:22,Physical,Construction site,India,Maharashtra,past,No,False,False,False,False,True,2,1,expert_authored,USR207,REV391,synthetic_no_pii,validation
SCN000292,This person literally threatened me at the house,Assault & Threats,Domestic dispute,"I was just minding my own business at the house around 18:35, when this aggressive person started shouting at me out of nowhere. Then it escalated into a complete domestic dispute and they said they'd hurt me if they saw me again. Genuinely terrified.",2024-09-23,2024-09-05,18:35,Physical,House,India,West Bengal,past,No,False,True,False,False,False,4,2,human_written,USR130,REV948,synthetic_no_pii,challenge
SCN000293,I don't feel safe in my own home because of economic deprivation,Domestic Violence,Economic deprivation,"It happened again at home around 21:24. Things escalated so quickly and it turned into full-blown economic deprivation. I was locked inside the room and couldn't even reach out to anyone until now. I honestly don't know what to do anymore, I am so scared.",2024-09-30,2024-09-08,21:24,Physical,Apartment,India,Maharashtra,recent_past,No,False,True,True,True,True,4,2,expert_authored,USR935,REV988,synthetic_no_pii,train
SCN000294,Witness statement regarding verbal intimidation,Assault & Threats,Verbal intimidation,"The bystander reported observing a heated argument developing near the shop around 19:11. The confrontation quickly turned into a verbal intimidation, with one individual visibly projecting physical intimidation towards the other party before crowds gathered to separate them.",2024-09-17,2024-09-10,19:11,Hybrid,Shop,India,Maharashtra,recent_past,No,False,True,False,False,False,5,3,expert_authored,USR193,REV904,synthetic_no_pii,train
SCN000295,IT specialist observation of cyberstalking,Cybercrime,Cyberstalking,"The system administrator observed anomalous traffic originating from unauthorized servers around 07:29, confirming a systemwide cyberstalking. The victim was actively manipulated into bypassing authentication protocols on the Online platform platform.",2024-09-25,2024-09-11,07:29,Online,Online platform,India,Delhi,recent_past,No,False,True,False,False,False,1,4,synthetic_reviewed,USR973,REV489,synthetic_no_pii,train
SCN000296,Neighbor's report of a domestic dispute,Domestic Violence,Economic deprivation,"The neighbor reported hearing intense shouting and objects breaking from the adjacent apartment around 01:32. Upon investigating, it appeared to be a severe case of economic deprivation transpiring within the household, prompting the neighbor to intervene and call for assistance.",2024-09-25,2024-09-14,01:32,Physical,Apartment,India,Gujarat,recent_past,No,False,True,True,False,True,2,5,expert_authored,USR386,REV445,synthetic_no_pii,validation
SCN000297,Motor vehicle accident report involving hit and run collision,Traffic & Road Incidents,Hit and run collision,"On 2026-07-16 at approximately 16:11 hours, a vehicular incident classified as hit and run collision occurred on the designated road. The offending vehicle failed to yield, causing impact and substantial structural damage. Case logged under regional motor vehicle acts.",2024-10-14,2024-09-21,16:11,Physical,Road,India,Delhi,past,No,True,False,True,True,True,3,3,expert_authored,USR677,REV763,synthetic_no_pii,challenge
SCN000298,Detailed cyber forensic summary of cyberstalking exploit,Cybercrime,Cyberstalking,"On the date of 2026-07-01, an advanced threat actor initiated an exploit categorized under cyberstalking targeting remote infrastructures at approximately 02:11. The intrusion vectors reveal highly organized techniques using social engineering methods or brute-force automation to penetrate authorization systems on the House. Immediate isolation of the network endpoints was executed to limit exposure within the regional jurisdiction.",2024-10-19,2024-09-23,02:11,Online,House,India,Delhi,past,No,False,True,False,False,True,2,2,expert_authored,USR156,REV967,synthetic_no_pii,challenge
SCN000299,Detailed analysis of pickpocketing occurrence,Theft and robbery,Pickpocketing,"On the date of 2026-06-29, a major incidence of pickpocketing was executed at the designated railway station under complex environmental circumstances. The perpetrator leveraged the crowded nature of the location to approach undetected, exploiting a momentary lapse in security vigilance. Following the commission of the act, the individual navigated through the exit corridors effectively evading immediate pursuit. Emergency services were notified subsequently, initiating a localized investigation into the security vulnerabilities of this particular jurisdiction.",2024-10-01,2024-09-24,13:21,Physical,Railway station,India,Maharashtra,recent_past,No,False,False,True,True,True,3,4,expert_authored,USR972,REV256,synthetic_no_pii,challenge
SCN000300,massive warning fraud alert loan approval scam,Financial Fraud,Loan approval scam,"guys freeze your accounts if you used that Mobile app recently!! just discovered a major loan approval scam happened around 15:26 today. unauthorized charges are showing up on multiple profiles, notify your branch manager asap",2024-09-29,2024-09-26,15:26,Hybrid,Mobile app,India,Delhi,past,No,False,True,True,True,True,3,1,human_written,USR445,REV653,synthetic_no_pii,challenge
SCN000301,Formal Grievance: Cyber Fraud and Ransomware attack Incident,Cybercrime,Ransomware attack,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding ransomware attack that targets my system. At 19:27 on 2026-07-14, illegal server access was achieved through the Online platform, leading to severe data breach and financial compromise.",2024-10-11,2024-09-30,19:27,Online,Online platform,India,Delhi,past,No,False,True,True,True,True,1,2,human_written,USR540,REV848,synthetic_no_pii,train
SCN000302,Witness account of online phishing theft,Theft and robbery,Online phishing theft,"The observer noticed two suspicious individuals loitering near the mobile app around 22:29. Shortly after, they approached the victim from behind, forcefully committed online phishing theft, and fled the scene on a two-wheeler heading north.",2024-10-21,2024-10-02,22:29,Online,Mobile app,India,Gujarat,past,No,False,False,True,True,False,4,5,human_written,USR919,REV872,synthetic_no_pii,test
SCN000303,Formal Complaint: Urgent Traffic Safety Violation - Illegal parking blockage,Traffic & Road Incidents,Illegal parking blockage,"Dear Traffic Police Commissioner, I am writing to formally report an escalating safety issue, specifically a recent illegal parking blockage that occurred at the Road. The incident took place on 2026-07-14 at 16:10 hours, creating significant hazards for other motorists.",2024-10-28,2024-10-02,16:10,Physical,Road,India,Karnataka,past,No,False,False,True,True,True,4,3,human_written,USR613,REV228,synthetic_no_pii,train
SCN000304,urgent help needed armed robbery,Theft and robbery,Armed robbery,omg someone just took my things at the Highway!!! occurred just now around 10:13 hours. anyone nearby please help or tell me where the nearest police booth is asap!! lost everything inside my bag,2024-10-04,2024-10-02,10:13,Physical,Highway,India,Tamil Nadu,past,No,False,True,True,False,False,2,4,synthetic_reviewed,USR140,REV214,synthetic_no_pii,challenge
SCN000305,Reported consumer grievance regarding refusal of service refund,Consumer Disputes,Refusal of service refund,"Complainant states that on 2026-07-12 at approximately 02:15 hours, a transaction dispute involving refusal of service refund occurred at Online platform. The vendor reportedly engaged in unfair trade practices, failing to resolve the commercial non-compliance. Relevant purchase invoices have been logged.",2024-10-25,2024-10-04,02:15,Online,Online platform,India,Telangana,past,No,False,False,True,True,True,3,3,synthetic_reviewed,USR654,REV709,synthetic_no_pii,validation
SCN000306,Dealing with a messy child custody dispute,Family Law,Child custody dispute,"So I was waiting at the workplace around 11:39 today for my scheduled meeting, when my ex turned up and started an absolute argument over our child custody dispute. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle.",2024-10-21,2024-10-04,11:39,Hybrid,Workplace,India,Gujarat,past,No,False,False,False,False,True,2,3,human_written,USR759,REV427,synthetic_no_pii,train
SCN000307,Detailed cyber forensic summary of social media hacking exploit,Cybercrime,Social media hacking,"On the date of 2026-07-11, an advanced threat actor initiated an exploit categorized under social media hacking targeting remote infrastructures at approximately 04:10. The intrusion vectors reveal highly organized techniques using social engineering methods or brute-force automation to penetrate authorization systems on the Online platform. Immediate isolation of the network endpoints was executed to limit exposure within the regional jurisdiction.",2024-10-14,2024-10-06,04:10,Online,Online platform,India,Telangana,past,No,False,False,False,False,True,2,2,human_written,USR234,REV678,synthetic_no_pii,train
SCN000308,Detailed corporate brief on localized credit card cloning detection,Financial Fraud,Credit card cloning,"On the morning of 2026-07-13, a sophisticated financial manipulation strategy matching the parameters of credit card cloning was discovered at the designated atm around 10:39 hours. The transaction logs indicate that highly specialized methods were utilized to manipulate verification nodes, enabling the illicit diversion of capital. Internal risk assets teams have initiated emergency containment protocols while formal complaints are being forwarded to statutory economic offenses wings within the state jurisdiction.",2024-10-28,2024-10-10,10:39,Physical,ATM,India,Karnataka,past,No,False,False,True,True,True,4,1,synthetic_reviewed,USR200,REV819,synthetic_no_pii,train
SCN000309,Cyber cell report regarding social media hacking,Cybercrime,Social media hacking,"Complainant reports unauthorized digital breach under social media hacking framework. On 2026-06-25 at approx 17:33 hours, malicious payloads or fraudulent links were deployed to misappropriate assets or credentials via Online platform. Digital logs preserved for forensic analysis.",2024-11-08,2024-10-12,17:33,Online,Online platform,India,West Bengal,past,No,False,True,True,True,True,3,4,expert_authored,USR976,REV272,synthetic_no_pii,test
SCN000310,alert dont open links social media hacking,Cybercrime,Social media hacking,hey guys warning someone hacked my account via social media hacking just now around 13:25!! if u get any weird text or payment requests from me DO NOT transfer any money it is a fraud scam click nothing,2024-10-26,2024-10-13,13:25,Online,Online platform,India,Uttar Pradesh,past,No,False,True,True,False,False,1,4,expert_authored,USR922,REV292,synthetic_no_pii,test
SCN000311,Formal Grievance: Cyber Fraud and Ransomware attack Incident,Cybercrime,Ransomware attack,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding ransomware attack that targets my system. At 15:13 on 2026-06-29, illegal server access was achieved through the Shop, leading to severe data breach and financial compromise.",2024-11-02,2024-10-17,15:13,Online,Shop,India,Uttar Pradesh,past,No,False,True,True,True,False,1,1,human_written,USR933,REV969,synthetic_no_pii,test
SCN000312,Reported case of shopbreaking at kirana store,Theft and robbery,Shopbreaking,"Complainant states that on 2026-06-21 at approximately 04:31 hours, an incident of shopbreaking occurred at Kirana store. The perpetrator description matches a male individual height approx 5'8"". Property loss reported. Case registered under relevant sections.",2024-11-10,2024-10-18,04:31,Physical,Kirana store,India,Maharashtra,recent_past,No,False,False,True,True,False,1,5,expert_authored,USR962,REV314,synthetic_no_pii,challenge
SCN000313,Detailed corporate brief on localized credit card cloning detection,Financial Fraud,Credit card cloning,"On the morning of 2026-07-02, a sophisticated financial manipulation strategy matching the parameters of credit card cloning was discovered at the designated shop around 17:40 hours. The transaction logs indicate that highly specialized methods were utilized to manipulate verification nodes, enabling the illicit diversion of capital. Internal risk assets teams have initiated emergency containment protocols while formal complaints are being forwarded to statutory economic offenses wings within the state jurisdiction.",2024-11-06,2024-10-20,17:40,Hybrid,Shop,India,Gujarat,recent_past,No,False,False,True,False,True,3,4,human_written,USR173,REV642,synthetic_no_pii,validation
SCN000314,Online phishing theft at Mobile app,Theft and robbery,Online phishing theft,"A swift incident of online phishing theft took place at the local mobile app during peak hours. The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene.",2024-10-22,2024-10-22,01:10,Hybrid,Mobile app,India,West Bengal,recent_past,No,False,True,True,False,True,2,4,synthetic_reviewed,USR981,REV308,synthetic_no_pii,challenge
SCN000315,Dealing with a messy guardianship dispute,Family Law,Guardianship dispute,"So I was waiting at the house around 15:22 today for my scheduled meeting, when my ex turned up and started an absolute argument over our guardianship dispute. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle.",2024-10-29,2024-10-22,15:22,Physical,House,India,West Bengal,recent_past,No,False,True,True,True,True,3,3,human_written,USR628,REV721,synthetic_no_pii,challenge
SCN000316,They literally ripped me off with overcharging and hidden fees,Consumer Disputes,Overcharging and hidden fees,"So I went to this restaurant around 00:46 and explicitly paid for premium service, but I faced absolute overcharging and hidden fees instead. When I asked the manager to fix it or give my money back, they were super rude and completely brushed me off. Never buying from here again.",2024-11-14,2024-10-29,00:46,Physical,Restaurant,India,West Bengal,recent_past,No,False,False,True,True,True,2,3,human_written,USR766,REV160,synthetic_no_pii,challenge
SCN000317,heads up civic problem noise pollution grievance,Miscellaneous,Noise pollution grievance,hey guys warning if u are passing by the Residential street right now!! there is a massive noise pollution grievance that happened around 02:25 today. try to take a different route if possible to avoid getting stuck or delayed,2024-11-07,2024-10-31,02:25,Physical,Residential street,India,Karnataka,recent_past,No,False,False,False,False,True,2,3,expert_authored,USR977,REV815,synthetic_no_pii,validation
SCN000318,Reported consumer grievance regarding false advertising and misrepresentation,Consumer Disputes,False advertising and misrepresentation,"Complainant states that on 2026-07-10 at approximately 06:10 hours, a transaction dispute involving false advertising and misrepresentation occurred at Shop. The vendor reportedly engaged in unfair trade practices, failing to resolve the commercial non-compliance. Relevant purchase invoices have been logged.",2024-11-22,2024-11-03,06:10,Online,Shop,India,Delhi,recent_past,No,False,True,True,True,True,2,2,expert_authored,USR416,REV605,synthetic_no_pii,test
SCN000319,Bystander report of a boundary dispute,Property Disputes,Inheritance property claim,"The observer witnessed an intense community argument unfolding near the house around 11:56. Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified.",2024-12-02,2024-11-04,11:56,Physical,House,India,Telangana,recent_past,No,False,True,True,False,True,6,1,expert_authored,USR727,REV313,synthetic_no_pii,challenge
SCN000320,massive traffic block reckless driving confrontation,Traffic & Road Incidents,Reckless driving confrontation,guys stay away from the Highway right now! just witnessed a crazy reckless driving confrontation around 06:02 hours. cars are badly damaged and traffic is completely backed up. emergency services are arriving just now,2024-12-02,2024-11-05,06:02,Physical,Highway,India,Uttar Pradesh,past,No,True,True,False,True,False,4,2,expert_authored,USR659,REV435,synthetic_no_pii,test
SCN000321,avoid this place fraud defective product delivery,Consumer Disputes,Defective product delivery,guys heads up do NOT buy anything from that House!! just experienced a massive defective product delivery around 08:08 today. they completely cheated me on the transaction and refused a refund. super sketchy service watch out,2024-11-15,2024-11-06,08:08,Physical,House,India,Maharashtra,recent_past,No,False,False,True,False,False,2,2,expert_authored,USR479,REV153,synthetic_no_pii,challenge
SCN000322,Bystander log of a minor civic infrastructure issue,Miscellaneous,Minor civic infrastructure issue,"The observer noted a minor public disturbance developing near the local road around 06:05. The situation involved a distinct minor civic infrastructure issue, drawing the attention of passing commuters before local municipal workers arrived on site.",2024-11-16,2024-11-07,06:05,Physical,Road,India,Karnataka,recent_past,No,False,False,True,False,False,3,3,human_written,USR971,REV270,synthetic_no_pii,validation
SCN000323,Dealing with an annoying lost item reporting,Miscellaneous,Lost item reporting,"So I was just going out past the shop around 01:18 today, and I ran straight into a total lost item reporting. It completely blocked my path and nobody around seemed to know who to call to get it fixed or sorted out. Just super frustrated.",2024-11-29,2024-11-07,01:18,Physical,Shop,India,Karnataka,past,No,False,False,True,False,True,2,1,synthetic_reviewed,USR159,REV164,synthetic_no_pii,validation
SCN000324,Someone stole my stuff at the road,Theft and robbery,Chain snatching,"So I was just standing at the road around 17:04 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! I didn't even have time to react or see his face properly. Totally shocked.",2024-11-15,2024-11-11,17:04,Physical,Road,India,Delhi,past,No,False,True,True,True,False,4,4,human_written,USR141,REV208,synthetic_no_pii,validation
SCN000325,Reported case of domestic violence involving dowry harassment,Domestic Violence,Dowry harassment,"Complainant reports ongoing domestic grievances at the shared residence. On 2026-07-19 at 13:54 hours, a severe incident involving dowry harassment occurred, resulting in immediate emotional and physical distress. Intervention was requested by the victim's family members.",2024-11-14,2024-11-12,13:54,Hybrid,Workplace,India,Delhi,recent_past,No,False,True,False,False,False,4,2,expert_authored,USR236,REV782,synthetic_no_pii,train
SCN000326,White-collar offense via cheque forgery,Financial Fraud,Cheque forgery,"A high-value financial dispute categorized as cheque forgery was registered at the bank at 20:27. The incident involves deliberate corporate misrepresentation or instrument forgery, requiring specialized forensic financial review.",2024-12-02,2024-11-19,20:27,Physical,Bank,India,Telangana,recent_past,No,False,False,True,False,False,2,1,human_written,USR797,REV313,synthetic_no_pii,train
SCN000327,Bystander report of a domestic family dispute,Family Law,Divorce proceedings conflict,"The observer noted a highly emotional confrontation between two estranged family members outside the apartment around 22:37. The argument was explicitly regarding a severe case of divorce proceedings conflict, with both sides loudly contesting rights before local residents requested calm.",2024-11-21,2024-11-19,22:37,Physical,Apartment,India,Maharashtra,recent_past,No,False,False,False,False,True,4,3,human_written,USR284,REV896,synthetic_no_pii,challenge
SCN000328,I just lost my savings to a complete loan approval scam,Financial Fraud,Loan approval scam,"So I went down to the mobile app around 18:23 to check my balance, and I realized I was a victim of a massive loan approval scam. They completely forged my details and cleared out the pending funds out of nowhere. I don't even know how I'm going to manage this month's expenses.",2024-12-03,2024-11-20,18:23,Hybrid,Mobile app,India,Karnataka,recent_past,No,False,False,True,False,True,2,3,synthetic_reviewed,USR622,REV668,synthetic_no_pii,test
