entity_id,narrative_id,entity_text,normalised_value,entity_type,entity_role,start_char,end_char,sentence_id,certainty,source_status,coreference_group_id,linked_event_id,sensitive_information,masked_value,annotator_id,reviewer_id
NAR000242_EN_E002,NAR000242_EN,street,street,LOCATION,incident_location,45,51,S001,certain,user_stated,NAR000242_EN_CG002,EVT000242_001,False,NOT_MASKED,ENT_ANN_001,REV934
NAR000243_EN_E001,NAR000243_EN,today,2024-05-24,DATE,incident_date,124,129,S002,certain,user_stated,NAR000243_EN_CG001,EVT000243_001,False,NOT_MASKED,ENT_ANN_001,REV313
NAR000243_EN_E002,NAR000243_EN,Road,road,LOCATION,incident_location,41,45,S001,certain,user_stated,NAR000243_EN_CG002,EVT000243_001,False,NOT_MASKED,ENT_ANN_001,REV313
NAR000244_EN_E001,NAR000244_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000244_EN_CG001,EVT000244_001,False,NOT_MASKED,ENT_ANN_001,REV767
NAR000245_EN_E001,NAR000245_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000245_EN_CG001,EVT000245_001,False,NOT_MASKED,ENT_ANN_001,REV691
NAR000246_EN_E001,NAR000246_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000246_EN_CG001,EVT000246_001,False,NOT_MASKED,ENT_ANN_001,REV744
NAR000247_EN_E001,NAR000247_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000247_EN_CG001,EVT000247_001,False,NOT_MASKED,ENT_ANN_001,REV928
NAR000248_EN_E001,NAR000248_EN,House,house,LOCATION,incident_location,162,167,S001,certain,user_stated,NAR000248_EN_CG001,EVT000248_001,False,NOT_MASKED,ENT_ANN_001,REV278
NAR000248_EN_E002,NAR000248_EN,Office,office,LOCATION,incident_location,13,19,S001,certain,user_stated,NAR000248_EN_CG002,EVT000248_001,False,NOT_MASKED,ENT_ANN_001,REV278
NAR000249_EN_E001,NAR000249_EN,bank,bank,LOCATION,incident_location,22,26,S001,certain,user_stated,NAR000249_EN_CG001,EVT000249_001,False,NOT_MASKED,ENT_ANN_001,REV181
NAR000250_EN_E001,NAR000250_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000250_EN_CG001,EVT000250_001,False,NOT_MASKED,ENT_ANN_001,REV382
NAR000251_EN_E001,NAR000251_EN,Mobile,mobile,STOLEN_PROPERTY,stolen_or_target_property,201,207,S002,certain,user_stated,NAR000251_EN_CG001,EVT000251_001,False,NOT_MASKED,ENT_ANN_001,REV358
NAR000252_EN_E001,NAR000252_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000252_EN_CG001,EVT000252_001,False,NOT_MASKED,ENT_ANN_001,REV788
NAR000253_EN_E001,NAR000253_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000253_EN_CG001,EVT000253_001,False,NOT_MASKED,ENT_ANN_001,REV985
NAR000254_EN_E001,NAR000254_EN,Mobile,mobile,STOLEN_PROPERTY,stolen_or_target_property,117,123,S001,certain,user_stated,NAR000254_EN_CG001,EVT000254_001,False,NOT_MASKED,ENT_ANN_001,REV690
NAR000255_EN_E001,NAR000255_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000255_EN_CG001,EVT000255_001,False,NOT_MASKED,ENT_ANN_001,REV587
NAR000256_EN_E001,NAR000256_EN,house,house,LOCATION,incident_location,42,47,S001,certain,user_stated,NAR000256_EN_CG001,EVT000256_001,False,NOT_MASKED,ENT_ANN_001,REV700
NAR000257_EN_E001,NAR000257_EN,today,2024-06-24,DATE,incident_date,117,122,S001,certain,user_stated,NAR000257_EN_CG001,EVT000257_001,False,NOT_MASKED,ENT_ANN_001,REV141
NAR000258_EN_E001,NAR000258_EN,home,home,LOCATION,incident_location,21,25,S001,certain,user_stated,NAR000258_EN_CG001,EVT000258_001,False,NOT_MASKED,ENT_ANN_001,REV510
NAR000258_EN_E002,NAR000258_EN,car,car,VEHICLE,vehicle_involved,245,248,S004,certain,user_stated,NAR000258_EN_CG002,EVT000258_001,False,NOT_MASKED,ENT_ANN_001,REV510
NAR000259_EN_E001,NAR000259_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000259_EN_CG001,EVT000259_001,False,NOT_MASKED,ENT_ANN_001,REV279
NAR000260_EN_E001,NAR000260_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000260_EN_CG001,EVT000260_001,False,NOT_MASKED,ENT_ANN_001,REV400
NAR000261_EN_E001,NAR000261_EN,yesterday,2024-06-30,DATE,incident_date,71,80,S001,certain,user_stated,NAR000261_EN_CG001,EVT000261_001,False,NOT_MASKED,ENT_ANN_001,REV379
NAR000262_EN_E001,NAR000262_EN,today,2024-07-04,DATE,incident_date,47,52,S001,certain,user_stated,NAR000262_EN_CG001,EVT000262_001,False,NOT_MASKED,ENT_ANN_001,REV564
NAR000263_EN_E001,NAR000263_EN,road,road,LOCATION,incident_location,47,51,S001,certain,user_stated,NAR000263_EN_CG001,EVT000263_001,False,NOT_MASKED,ENT_ANN_001,REV834
NAR000263_EN_E002,NAR000263_EN,office,office,LOCATION,incident_location,472,478,S003,certain,user_stated,NAR000263_EN_CG002,EVT000263_001,False,NOT_MASKED,ENT_ANN_001,REV834
NAR000264_EN_E001,NAR000264_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000264_EN_CG001,EVT000264_001,False,NOT_MASKED,ENT_ANN_001,REV871
NAR000265_EN_E001,NAR000265_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000265_EN_CG001,EVT000265_001,False,NOT_MASKED,ENT_ANN_001,REV919
NAR000266_EN_E001,NAR000266_EN,street,street,LOCATION,incident_location,72,78,S001,certain,user_stated,NAR000266_EN_CG001,EVT000266_001,False,NOT_MASKED,ENT_ANN_001,REV491
NAR000267_EN_E001,NAR000267_EN,today,2024-07-11,DATE,incident_date,131,136,S002,certain,user_stated,NAR000267_EN_CG001,EVT000267_001,False,NOT_MASKED,ENT_ANN_001,REV108
NAR000268_EN_E001,NAR000268_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000268_EN_CG001,EVT000268_001,False,NOT_MASKED,ENT_ANN_001,REV434
NAR000269_EN_E001,NAR000269_EN,Mobile,mobile,STOLEN_PROPERTY,stolen_or_target_property,201,207,S002,certain,user_stated,NAR000269_EN_CG001,EVT000269_001,False,NOT_MASKED,ENT_ANN_001,REV243
NAR000270_EN_E001,NAR000270_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000270_EN_CG001,EVT000270_001,False,NOT_MASKED,ENT_ANN_001,REV515
NAR000271_EN_E001,NAR000271_EN,today,2024-07-27,DATE,incident_date,126,131,S001,certain,user_stated,NAR000271_EN_CG001,EVT000271_001,False,NOT_MASKED,ENT_ANN_001,REV592
NAR000271_EN_E002,NAR000271_EN,House,house,LOCATION,incident_location,107,112,S001,certain,user_stated,NAR000271_EN_CG002,EVT000271_001,False,NOT_MASKED,ENT_ANN_001,REV592
NAR000272_EN_E001,NAR000272_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000272_EN_CG001,EVT000272_001,False,NOT_MASKED,ENT_ANN_001,REV196
NAR000273_EN_E001,NAR000273_EN,house,house,LOCATION,incident_location,63,68,S001,certain,user_stated,NAR000273_EN_CG001,EVT000273_001,False,NOT_MASKED,ENT_ANN_001,REV956
NAR000274_EN_E001,NAR000274_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000274_EN_CG001,EVT000274_001,False,NOT_MASKED,ENT_ANN_001,REV529
NAR000275_EN_E001,NAR000275_EN,street,street,LOCATION,incident_location,147,153,S001,certain,user_stated,NAR000275_EN_CG001,EVT000275_001,False,NOT_MASKED,ENT_ANN_001,REV417
NAR000276_EN_E001,NAR000276_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000276_EN_CG001,EVT000276_001,False,NOT_MASKED,ENT_ANN_001,REV449
NAR000277_EN_E001,NAR000277_EN,house,house,LOCATION,incident_location,142,147,S001,certain,user_stated,NAR000277_EN_CG001,EVT000277_001,False,NOT_MASKED,ENT_ANN_001,REV699
NAR000278_EN_E001,NAR000278_EN,street,street,LOCATION,incident_location,83,89,S001,certain,user_stated,NAR000278_EN_CG001,EVT000278_001,False,NOT_MASKED,ENT_ANN_001,REV101
NAR000279_EN_E001,NAR000279_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000279_EN_CG001,EVT000279_001,False,NOT_MASKED,ENT_ANN_001,REV944
NAR000280_EN_E001,NAR000280_EN,road,road,LOCATION,incident_location,78,82,S001,certain,user_stated,NAR000280_EN_CG001,EVT000280_001,False,NOT_MASKED,ENT_ANN_001,REV173
NAR000280_EN_E002,NAR000280_EN,park,park,LOCATION,incident_location,39,43,S001,certain,user_stated,NAR000280_EN_CG002,EVT000280_001,False,NOT_MASKED,ENT_ANN_001,REV173
NAR000281_EN_E001,NAR000281_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000281_EN_CG001,EVT000281_001,False,NOT_MASKED,ENT_ANN_001,REV343
NAR000282_EN_E001,NAR000282_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000282_EN_CG001,EVT000282_001,False,NOT_MASKED,ENT_ANN_001,REV645
NAR000283_EN_E001,NAR000283_EN,bank,bank,LOCATION,incident_location,93,97,S001,certain,user_stated,NAR000283_EN_CG001,EVT000283_001,False,NOT_MASKED,ENT_ANN_001,REV577
NAR000284_EN_E001,NAR000284_EN,Office,office,LOCATION,incident_location,13,19,S001,certain,user_stated,NAR000284_EN_CG001,EVT000284_001,False,NOT_MASKED,ENT_ANN_001,REV268
NAR000285_EN_E001,NAR000285_EN,mobile,mobile,STOLEN_PROPERTY,stolen_or_target_property,22,28,S001,certain,user_stated,NAR000285_EN_CG001,EVT000285_001,False,NOT_MASKED,ENT_ANN_001,REV496
NAR000286_EN_E001,NAR000286_EN,house,house,LOCATION,incident_location,132,137,S001,certain,user_stated,NAR000286_EN_CG001,EVT000286_001,False,NOT_MASKED,ENT_ANN_001,REV454
NAR000287_EN_E001,NAR000287_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000287_EN_CG001,EVT000287_001,False,NOT_MASKED,ENT_ANN_001,REV767
NAR000288_EN_E001,NAR000288_EN,Office,office,LOCATION,incident_location,16,22,S001,certain,user_stated,NAR000288_EN_CG001,EVT000288_001,False,NOT_MASKED,ENT_ANN_001,REV175
NAR000289_EN_E001,NAR000289_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000289_EN_CG001,EVT000289_001,False,NOT_MASKED,ENT_ANN_001,REV517
NAR000290_EN_E001,NAR000290_EN,House,house,LOCATION,incident_location,153,158,S001,certain,user_stated,NAR000290_EN_CG001,EVT000290_001,False,NOT_MASKED,ENT_ANN_001,REV943
NAR000290_EN_E002,NAR000290_EN,Office,office,LOCATION,incident_location,13,19,S001,certain,user_stated,NAR000290_EN_CG002,EVT000290_001,False,NOT_MASKED,ENT_ANN_001,REV943
NAR000291_EN_E001,NAR000291_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000291_EN_CG001,EVT000291_001,False,NOT_MASKED,ENT_ANN_001,REV391
NAR000292_EN_E001,NAR000292_EN,house,house,LOCATION,incident_location,42,47,S001,certain,user_stated,NAR000292_EN_CG001,EVT000292_001,False,NOT_MASKED,ENT_ANN_001,REV948
NAR000293_EN_E001,NAR000293_EN,home,home,LOCATION,incident_location,21,25,S001,certain,user_stated,NAR000293_EN_CG001,EVT000293_001,False,NOT_MASKED,ENT_ANN_001,REV988
NAR000293_EN_E002,NAR000293_EN,car,car,VEHICLE,vehicle_involved,249,252,S004,certain,user_stated,NAR000293_EN_CG002,EVT000293_001,False,NOT_MASKED,ENT_ANN_001,REV988
NAR000294_EN_E001,NAR000294_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000294_EN_CG001,EVT000294_001,False,NOT_MASKED,ENT_ANN_001,REV904
NAR000295_EN_E001,NAR000295_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000295_EN_CG001,EVT000295_001,False,NOT_MASKED,ENT_ANN_001,REV489
NAR000296_EN_E001,NAR000296_EN,house,house,LOCATION,incident_location,209,214,S002,certain,user_stated,NAR000296_EN_CG001,EVT000296_001,False,NOT_MASKED,ENT_ANN_001,REV445
NAR000297_EN_E001,NAR000297_EN,road,road,LOCATION,incident_location,128,132,S001,certain,user_stated,NAR000297_EN_CG001,EVT000297_001,False,NOT_MASKED,ENT_ANN_001,REV763
NAR000298_EN_E001,NAR000298_EN,House,house,LOCATION,incident_location,320,325,S002,certain,user_stated,NAR000298_EN_CG001,EVT000298_001,False,NOT_MASKED,ENT_ANN_001,REV967
NAR000299_EN_E001,NAR000299_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000299_EN_CG001,EVT000299_001,False,NOT_MASKED,ENT_ANN_001,REV256
NAR000300_EN_E001,NAR000300_EN,today,2024-09-26,DATE,incident_date,130,135,S002,certain,user_stated,NAR000300_EN_CG001,EVT000300_001,False,NOT_MASKED,ENT_ANN_001,REV653
NAR000300_EN_E002,NAR000300_EN,Mobile,mobile,STOLEN_PROPERTY,stolen_or_target_property,43,49,S001,certain,user_stated,NAR000300_EN_CG002,EVT000300_001,False,NOT_MASKED,ENT_ANN_001,REV653
