event_id,narrative_id,event_type,action_text,actor_entity_ids,target_entity_ids,object_entity_ids,location_entity_id,date_expression,normalised_date,time_expression,normalised_time,time_period,time_precision,method,result,event_status,source_sentence,source_start_char,source_end_char,certainty,chronological_order,linked_evidence_ids,user_confirmation_status,annotator_id,reviewer_id
EVT000152_002,NAR000152_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000152_EN_E001,NONE,NONE,NONE,not_stated,2023-11-16,19:19,19:19,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV232
EVT000153_001,NAR000153_EN,DECEPTIVE_REPRESENTATION,cheque forgery,NONE,NAR000153_EN_E001,NONE,NONE,2026-07-06,2026-07-06,17:15,17:15,evening,exact,deceptive financial documentation or transaction,"Money, account access, or financial control was compromised",completed,"On the morning of 2026-07-06, a sophisticated financial manipulation strategy matching the parameters of cheque forgery was discovered at the designated office around 17:15 hours.",30,209,certain,1,NONE,pending,EVT_ANN_001,REV533
EVT000153_002,NAR000153_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000153_EN_E001,NONE,NONE,NONE,2026-07-06,2026-07-06,17:15,17:15,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV533
EVT000154_001,NAR000154_EN,CONTACT_BLOCKED,restitution of conjugal rights,NONE,NAR000154_EN_E001,NONE,NONE,2026-06-23,2026-06-23,11:16,11:16,morning,exact,family access or support restriction,"Family access, support, or relationship obligations became disputed",completed,Complainant registers a family matter notification involving an active restitution of conjugal rights at the premises.,30,148,certain,1,NONE,pending,EVT_ANN_001,REV676
EVT000154_002,NAR000154_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000154_EN_E001,NONE,NONE,NONE,2026-06-23,2026-06-23,11:16,11:16,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV676
EVT000155_001,NAR000155_EN,UNAUTHORISED_ENTRY,shopbreaking,NONE,NAR000155_EN_E001,NONE,NONE,not_stated,2023-11-22,03:44,03:44,night,approximate,taking property without consent,"Personal property was lost, taken, or reported missing",completed,A swift incident of shopbreaking took place at the local showroom during peak hours.,30,114,certain,1,NONE,pending,EVT_ANN_001,REV950
EVT000155_002,NAR000155_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000155_EN_E001,NONE,NONE,NONE,not_stated,2023-11-22,03:44,03:44,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV950
EVT000156_001,NAR000156_EN,EMPLOYMENT_CONTRACT_BREACHED,breach of employment contract,NONE,NAR000156_EN_E001,NONE,NONE,2026-07-02,2026-07-02,06:55,06:55,morning,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of breach of employment contract within the Online platform.",30,208,certain,1,NONE,pending,EVT_ANN_001,REV494
EVT000156_002,NAR000156_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000156_EN_E001,NONE,NONE,NONE,2026-07-02,2026-07-02,06:55,06:55,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV494
EVT000157_001,NAR000157_EN,THREAT_MADE,verbal intimidation,NONE,NAR000157_EN_E001,NONE,NONE,not_stated,2023-11-25,17:35,17:35,evening,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,Then it escalated into a complete verbal intimidation and they said they'd hurt me if they saw me again.,158,262,certain,1,NONE,pending,EVT_ANN_001,REV911
EVT000157_002,NAR000157_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000157_EN_E001,NONE,NONE,NONE,not_stated,2023-11-25,17:35,17:35,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV911
EVT000158_001,NAR000158_EN,UNAUTHORISED_ENTRY,illegal property possession,NONE,NONE,NONE,NAR000158_EN_E001,2026-07-08,2026-07-08,22:26,22:26,night,exact,unauthorised occupation or alteration of property,Property or possession became disputed or physically affected,completed,"On the afternoon of 2026-07-08, a long-standing land friction culminated in an explicit case of illegal property possession at the designated house around 22:26 hours.",30,197,certain,1,NONE,pending,EVT_ANN_001,REV868
EVT000158_002,NAR000158_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000158_EN_E001,2026-07-08,2026-07-08,22:26,22:26,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV868
EVT000159_001,NAR000159_EN,DECEPTIVE_REPRESENTATION,overcharging and hidden fees,NONE,NAR000159_EN_E001,NONE,NONE,2026-07-16,2026-07-16,15:05,15:05,afternoon,exact,merchant misrepresentation or refusal to resolve,"Consumer suffered a disputed purchase, refund, quality, or billing loss",completed,"Complainant states that on 2026-07-16 at approximately 15:05 hours, a transaction dispute involving overcharging and hidden fees occurred at Hotel.",30,177,certain,1,NONE,pending,EVT_ANN_001,REV565
EVT000159_002,NAR000159_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000159_EN_E001,NONE,NONE,NONE,2026-07-16,2026-07-16,15:05,15:05,afternoon,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV565
EVT000160_001,NAR000160_EN,DECEPTIVE_REPRESENTATION,overcharging and hidden fees,NONE,NAR000160_EN_E001,NONE,NONE,not_stated,2023-11-29,23:42,23:42,night,exact,merchant misrepresentation or refusal to resolve,"Consumer suffered a disputed purchase, refund, quality, or billing loss",completed,"So I went to this restaurant around 23:42 and explicitly paid for premium service, but I faced absolute overcharging and hidden fees instead.",30,171,certain,1,NONE,pending,EVT_ANN_001,REV406
EVT000160_002,NAR000160_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000160_EN_E001,NONE,NONE,NONE,not_stated,2023-11-29,23:42,23:42,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV406
EVT000161_001,NAR000161_EN,DECEPTIVE_REPRESENTATION,cheque forgery,NONE,NONE,NONE,NAR000161_EN_E001,2026-06-26,2026-06-26,05:41,05:41,night,exact,deceptive financial documentation or transaction,"Money, account access, or financial control was compromised",completed,"Dear Nodal Officer / Bank Authority, I am writing to formally log an emergency grievance regarding an severe case of cheque forgery executed against my portfolio through the Office.",30,211,certain,1,NONE,pending,EVT_ANN_001,REV935
EVT000161_002,NAR000161_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000161_EN_E001,2026-06-26,2026-06-26,05:41,05:41,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV935
EVT000162_001,NAR000162_EN,PHYSICAL_ATTACK,spousal physical abuse,NONE,NAR000162_EN_E001,NONE,NONE,2026-07-10,2026-07-10,01:31,01:31,night,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"Dear Protection Officer, I am writing to formally report an escalating pattern of domestic violence, specifically spousal physical abuse, at my residence.",30,184,certain,1,NONE,pending,EVT_ANN_001,REV874
EVT000162_002,NAR000162_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000162_EN_E001,NONE,NONE,NONE,2026-07-10,2026-07-10,01:31,01:31,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV874
EVT000163_001,NAR000163_EN,PHYSICAL_ATTACK,physical altercation,NONE,NONE,NONE,NAR000163_EN_E002,today,2023-12-11,02:53,02:53,night,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"Dear Management, I am writing to formally log a grievance regarding a distressing incident of physical altercation that occurred today at approximately 02:53 within the Road.",30,204,certain,1,NONE,pending,EVT_ANN_001,REV362
EVT000163_002,NAR000163_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000163_EN_E002,today,2023-12-11,02:53,02:53,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV362
EVT000164_001,NAR000164_EN,PUBLIC_NUISANCE_REPORTED,noise pollution grievance,NONE,NAR000164_EN_E001,NONE,NONE,2026-07-10,2026-07-10,00:24,00:24,night,exact,civic nuisance or hazard,"Public comfort, access, or civic safety was affected",unclear,"On the date of 2026-07-10, a minor unclassified neighborhood disruption manifesting as noise pollution grievance materialized at the specified apartment at approximately 00:24 hours.",30,212,certain,1,NONE,pending,EVT_ANN_001,REV214
EVT000164_002,NAR000164_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000164_EN_E001,NONE,NONE,NONE,2026-07-10,2026-07-10,00:24,00:24,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV214
EVT000165_001,NAR000165_EN,CONTACT_BLOCKED,restitution of conjugal rights,NONE,NONE,NONE,NAR000165_EN_E001,not_stated,2023-12-12,21:58,21:58,night,exact,family access or support restriction,"Family access, support, or relationship obligations became disputed",completed,"The argument was explicitly regarding a severe case of restitution of conjugal rights, with both sides loudly contesting rights before local residents requested calm.",151,317,certain,1,NONE,pending,EVT_ANN_001,REV547
EVT000165_002,NAR000165_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000165_EN_E001,not_stated,2023-12-12,21:58,21:58,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV547
EVT000166_001,NAR000166_EN,PROPERTY_TAKEN,identity theft,NONE,NAR000166_EN_E001,NONE,NONE,not_stated,2023-12-14,07:10,07:10,morning,exact,online credential manipulation,"Money, account access, or financial control was compromised",completed,hey guys warning someone hacked my account via identity theft just now around 07:10!!,30,115,certain,1,NONE,pending,EVT_ANN_001,REV678
EVT000166_002,NAR000166_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000166_EN_E001,NONE,NONE,NONE,not_stated,2023-12-14,07:10,07:10,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV678
EVT000167_001,NAR000167_EN,EMPLOYMENT_TERMINATED,unfair termination,NONE,NAR000167_EN_E001,NONE,NONE,2026-06-27,2026-06-27,00:56,00:56,night,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,Complainant registers a formal grievance concerning employer violations under the category of unfair termination at the designated office.,30,168,certain,1,NONE,pending,EVT_ANN_001,REV408
EVT000167_002,NAR000167_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000167_EN_E001,NONE,NONE,NONE,2026-06-27,2026-06-27,00:56,00:56,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV408
EVT000168_001,NAR000168_EN,PROPERTY_TAKEN,chain snatching,NONE,NAR000168_EN_E001,NONE,NONE,not_stated,2023-12-24,17:13,17:13,evening,approximate,taking property without consent,"Personal property was lost, taken, or reported missing",completed,A swift incident of chain snatching took place at the local alleyway during peak hours.,30,117,certain,1,NONE,pending,EVT_ANN_001,REV738
EVT000168_002,NAR000168_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000168_EN_E001,NONE,NONE,NONE,not_stated,2023-12-24,17:13,17:13,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV738
EVT000169_001,NAR000169_EN,EMPLOYMENT_TERMINATED,unfair termination,NONE,NAR000169_EN_E001,NONE,NONE,2026-07-03,2026-07-03,06:32,06:32,morning,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,"On the date of 2026-07-03, a major institutional friction classified as unfair termination materialized at the specified office at approximately 06:32.",30,181,certain,1,NONE,pending,EVT_ANN_001,REV523
EVT000169_002,NAR000169_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000169_EN_E001,NONE,NONE,NONE,2026-07-03,2026-07-03,06:32,06:32,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV523
EVT000170_001,NAR000170_EN,DECEPTIVE_REPRESENTATION,ponzi scheme investment fraud,NONE,NONE,NONE,NAR000170_EN_E001,2026-07-08,2026-07-08,08:29,08:29,morning,exact,deceptive financial documentation or transaction,"Money, account access, or financial control was compromised",completed,"On the morning of 2026-07-08, a sophisticated financial manipulation strategy matching the parameters of ponzi scheme investment fraud was discovered at the designated house around 08:29 hours.",30,223,certain,1,NONE,pending,EVT_ANN_001,REV654
EVT000170_002,NAR000170_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000170_EN_E001,2026-07-08,2026-07-08,08:29,08:29,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV654
EVT000171_001,NAR000171_EN,EMPLOYMENT_CONTRACT_BREACHED,breach of employment contract,NONE,NONE,NONE,NONE,today,2023-12-26,08:45,08:45,morning,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,just had a huge fight with HR at the Online platform regarding breach of employment contract around 08:45 today.,49,161,certain,1,NONE,pending,EVT_ANN_001,REV485
EVT000171_002,NAR000171_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NONE,today,2023-12-26,08:45,08:45,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV485
EVT000172_001,NAR000172_EN,THREAT_MADE,workplace harassment,NONE,NAR000172_EN_E001,NONE,NONE,not_stated,2023-12-31,19:44,19:44,evening,exact,employer action or workplace practice,"Complainant reported fear, intimidation, or immediate safety concern",completed,An employment dispute involving workplace harassment escalated at the showroom at 19:44.,30,118,certain,1,NONE,pending,EVT_ANN_001,REV454
EVT000172_002,NAR000172_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000172_EN_E001,NONE,NONE,NONE,not_stated,2023-12-31,19:44,19:44,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV454
EVT000173_001,NAR000173_EN,UNAUTHORISED_ENTRY,shopbreaking,NONE,NAR000173_EN_E001,NONE,NONE,2026-07-08,2026-07-08,13:34,13:34,afternoon,approximate,taking property without consent,"Personal property was lost, taken, or reported missing",completed,"On the date of 2026-07-08, a major incidence of shopbreaking was executed at the designated shop under complex environmental circumstances.",30,169,certain,1,NONE,pending,EVT_ANN_001,REV499
EVT000173_002,NAR000173_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000173_EN_E001,NONE,NONE,NONE,2026-07-08,2026-07-08,13:34,13:34,afternoon,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV499
EVT000174_001,NAR000174_EN,CIVIC_HAZARD_REPORTED,minor civic infrastructure issue,NONE,NAR000174_EN_E001,NONE,NONE,2026-06-22,2026-06-22,01:39,01:39,night,exact,civic nuisance or hazard,"Public comfort, access, or civic safety was affected",completed,"On the date of 2026-06-22, a minor unclassified neighborhood disruption manifesting as minor civic infrastructure issue materialized at the specified alleyway at approximately 01:39 hours.",30,218,certain,1,NONE,pending,EVT_ANN_001,REV187
EVT000174_002,NAR000174_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000174_EN_E001,NONE,NONE,NONE,2026-06-22,2026-06-22,01:39,01:39,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV187
EVT000175_001,NAR000175_EN,DECEPTIVE_REPRESENTATION,online banking fraud,NONE,NONE,NAR000175_EN_E002,NAR000175_EN_E001,not_stated,2024-01-07,02:31,02:31,night,exact,online credential manipulation,"Money, account access, or financial control was compromised",completed,An incident of online banking fraud compromised security systems across the specified Mobile app at 02:31.,30,136,certain,1,NONE,pending,EVT_ANN_001,REV205
EVT000175_002,NAR000175_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NAR000175_EN_E002,NAR000175_EN_E001,not_stated,2024-01-07,02:31,02:31,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV205
EVT000176_001,NAR000176_EN,PHYSICAL_ATTACK,road rage assault,NONE,NONE,NONE,NAR000176_EN_E001,not_stated,2024-01-08,00:57,00:57,night,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,An incident involving sudden road rage assault broke out at the road around 00:57.,30,112,certain,1,NONE,pending,EVT_ANN_001,REV330
EVT000176_002,NAR000176_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000176_EN_E001,not_stated,2024-01-08,00:57,00:57,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV330
EVT000177_001,NAR000177_EN,PROPERTY_TAKEN,chain snatching,NONE,NAR000177_EN_E001,NONE,NONE,2026-07-03,2026-07-03,18:37,18:37,evening,approximate,taking property without consent,"Personal property was lost, taken, or reported missing",completed,"On the date of 2026-07-03, a major incidence of chain snatching was executed at the designated residential street under complex environmental circumstances.",30,186,certain,1,NONE,pending,EVT_ANN_001,REV237
EVT000177_002,NAR000177_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000177_EN_E001,NONE,NONE,NONE,2026-07-03,2026-07-03,18:37,18:37,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV237
EVT000178_001,NAR000178_EN,PHYSICAL_ATTACK,road rage assault,NONE,NONE,NONE,NAR000178_EN_E002,today,2024-01-13,04:40,04:40,night,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"Dear Management, I am writing to formally log a grievance regarding a distressing incident of road rage assault that occurred today at approximately 04:40 within the Highway.",30,204,certain,1,NONE,pending,EVT_ANN_001,REV954
EVT000178_002,NAR000178_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000178_EN_E002,today,2024-01-13,04:40,04:40,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV954
EVT000179_001,NAR000179_EN,REFUND_REFUSED,refusal of service refund,NONE,NAR000179_EN_E001,NONE,NONE,not_stated,2024-01-14,06:31,06:31,morning,exact,merchant refusal after consumer request,Consumer refund or service remedy remained unresolved,completed,A transactional incident concerning refusal of service refund broke out at the local workplace at 06:31.,30,134,certain,1,NONE,pending,EVT_ANN_001,REV750
EVT000179_002,NAR000179_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000179_EN_E001,NONE,NONE,NONE,not_stated,2024-01-14,06:31,06:31,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV750
EVT000180_001,NAR000180_EN,EMPLOYMENT_CONTRACT_BREACHED,breach of employment contract,NONE,NONE,NONE,NONE,today,2024-01-19,10:57,10:57,morning,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,just had a huge fight with HR at the Online platform regarding breach of employment contract around 10:57 today.,49,161,certain,1,NONE,pending,EVT_ANN_001,REV261
EVT000180_002,NAR000180_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NONE,today,2024-01-19,10:57,10:57,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV261
EVT000181_001,NAR000181_EN,DECEPTIVE_REPRESENTATION,expired or contaminated goods sale,NONE,NONE,NONE,NAR000181_EN_E001,2026-06-29,2026-06-29,19:29,19:29,evening,exact,merchant misrepresentation or refusal to resolve,"Consumer suffered a disputed purchase, refund, quality, or billing loss",completed,"On the date of 2026-06-29, a formal consumer conflict classified as expired or contaminated goods sale manifested during a commercial interaction at the designated marketplace around 19:29.",30,219,certain,1,NONE,pending,EVT_ANN_001,REV598
EVT000181_002,NAR000181_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000181_EN_E001,2026-06-29,2026-06-29,19:29,19:29,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV598
EVT000182_001,NAR000182_EN,EMPLOYMENT_TERMINATED,unfair termination,NONE,NAR000182_EN_E001,NONE,NONE,2026-07-03,2026-07-03,06:32,06:32,morning,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of unfair termination within the Workplace.",30,191,certain,1,NONE,pending,EVT_ANN_001,REV209
EVT000182_002,NAR000182_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000182_EN_E001,NONE,NONE,NONE,2026-07-03,2026-07-03,06:32,06:32,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV209
EVT000183_001,NAR000183_EN,PROPERTY_DAMAGED,hit and run collision,NONE,NONE,NONE,NAR000183_EN_E001,2026-07-07,2026-07-07,10:21,10:21,morning,exact,unsafe or unlawful road conduct,"Vehicle movement, road safety, or property damage was affected",completed,"Dear Traffic Police Commissioner, I am writing to formally report an escalating safety issue, specifically a recent hit and run collision that occurred at the Road.",30,194,certain,1,NONE,pending,EVT_ANN_001,REV678
EVT000183_002,NAR000183_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000183_EN_E001,2026-07-07,2026-07-07,10:21,10:21,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV678
EVT000184_001,NAR000184_EN,UNAUTHORISED_ENTRY,land encroachment,NONE,NAR000184_EN_E001,NONE,NONE,not_stated,2024-01-23,08:37,08:37,morning,exact,unauthorised occupation or alteration of property,Property or possession became disputed or physically affected,completed,experiencing a severe land encroachment since 08:37.,110,162,certain,1,NONE,pending,EVT_ANN_001,REV398
EVT000184_002,NAR000184_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000184_EN_E001,NONE,NONE,NONE,not_stated,2024-01-23,08:37,08:37,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV398
EVT000185_001,NAR000185_EN,PROPERTY_POSSESSION_DISPUTED,inheritance property claim,NONE,NONE,NONE,NAR000185_EN_E001,not_stated,2024-01-24,22:24,22:24,night,exact,"contested possession, access, or property control",Property access or ownership rights became disputed,unclear,"Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified.",122,307,certain,1,NONE,pending,EVT_ANN_001,REV667
EVT000185_002,NAR000185_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000185_EN_E001,not_stated,2024-01-24,22:24,22:24,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV667
EVT000186_001,NAR000186_EN,INCIDENT_REPORTED,lost item reporting,NONE,NONE,NONE,NONE,today,2024-01-25,15:19,15:19,afternoon,exact,civic nuisance or hazard,"Personal property was lost, taken, or reported missing",completed,there is a massive lost item reporting that happened around 15:19 today.,99,171,certain,1,NONE,pending,EVT_ANN_001,REV945
EVT000186_002,NAR000186_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NONE,today,2024-01-25,15:19,15:19,afternoon,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV945
EVT000187_001,NAR000187_EN,PUBLIC_NUISANCE_REPORTED,noise pollution grievance,NONE,NAR000187_EN_E001,NONE,NONE,2026-06-27,2026-06-27,03:51,03:51,night,exact,civic nuisance or hazard,"Public comfort, access, or civic safety was affected",unclear,Complainant registers a general municipal or public service notification regarding noise pollution grievance at the location of residential street.,30,177,certain,1,NONE,pending,EVT_ANN_001,REV475
EVT000187_002,NAR000187_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000187_EN_E001,NONE,NONE,NONE,2026-06-27,2026-06-27,03:51,03:51,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV475
EVT000188_001,NAR000188_EN,PROPERTY_DAMAGED,boundary wall dispute,NONE,NAR000188_EN_E001,NONE,NONE,2026-07-07,2026-07-07,00:47,00:47,night,exact,unauthorised occupation or alteration of property,Property or possession became disputed or physically affected,unclear,Complainant reports a structural civil grievance regarding boundary wall dispute at the site located in villa.,30,140,certain,1,NONE,pending,EVT_ANN_001,REV180
EVT000188_002,NAR000188_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000188_EN_E001,NONE,NONE,NONE,2026-07-07,2026-07-07,00:47,00:47,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV180
EVT000189_001,NAR000189_EN,PUBLIC_NUISANCE_REPORTED,noise pollution grievance,NONE,NONE,NONE,NAR000189_EN_E001,2026-07-02,2026-07-02,21:40,21:40,night,exact,civic nuisance or hazard,"Public comfort, access, or civic safety was affected",unclear,Complainant registers a general municipal or public service notification regarding noise pollution grievance at the location of house.,30,164,certain,1,NONE,pending,EVT_ANN_001,REV319
EVT000189_002,NAR000189_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000189_EN_E001,2026-07-02,2026-07-02,21:40,21:40,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV319
EVT000190_001,NAR000190_EN,WAGES_WITHHELD,unpaid wage dispute,NONE,NAR000190_EN_E001,NONE,NONE,2026-06-23,2026-06-23,13:29,13:29,afternoon,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",unclear,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of unpaid wage dispute within the Shop.",30,187,certain,1,NONE,pending,EVT_ANN_001,REV257
