answer_id,question_id,narrative_id,language,answer_text_original,answer_text_normalised,answer_type,updated_slot_name,updated_slot_value,answer_certainty,introduces_new_event,introduces_new_entity,introduces_contradiction,completeness_before,completeness_after,accepted_as_gold,reviewer_id
ANS001339,Q001339_en,NAR000150_EN,en,"For the drunk driving accident at Road on 2023-11-14 around 03:08, my answer for vehicle details is: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV903
ANS001340,Q001340_hi,NAR000150_EN,hi,"drunk driving accident Road par 2023-11-14 ko 03:08 ke aas-paas, vehicle details ke liye mera jawab hai: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV903
ANS001341,Q001341_hiLatn,NAR000150_EN,hi-Latn,"drunk driving accident Road par 2023-11-14 ko 03:08 ke aas-paas, vehicle details ke liye mera answer hai: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV903
ANS001342,Q001342_en,NAR000150_EN,en,"For the drunk driving accident at Road on 2023-11-14 around 03:08, my answer for offending vehicle left is: unsure.",unsure,boolean,offending_vehicle_left,unsure,unsure,False,False,False,0.55,0.67,True,REV903
ANS001343,Q001343_hi,NAR000150_EN,hi,"drunk driving accident Road par 2023-11-14 ko 03:08 ke aas-paas, offending vehicle left ke liye mera jawab hai: unsure.",unsure,boolean,offending_vehicle_left,unsure,unsure,False,False,False,0.55,0.67,True,REV903
ANS001344,Q001344_hiLatn,NAR000150_EN,hi-Latn,"drunk driving accident Road par 2023-11-14 ko 03:08 ke aas-paas, offending vehicle left ke liye mera answer hai: unsure.",unsure,boolean,offending_vehicle_left,unsure,unsure,False,False,False,0.55,0.67,True,REV903
ANS001345,Q001345_en,NAR000151_EN,en,"For the physical altercation at Road on 2023-11-14 around 13:21, my answer for threat or attack description is: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV555
ANS001346,Q001346_hi,NAR000151_EN,hi,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, threat or attack description ke liye mera jawab hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV555
ANS001347,Q001347_hiLatn,NAR000151_EN,hi-Latn,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, threat or attack description ke liye mera answer hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV555
ANS001348,Q001348_en,NAR000151_EN,en,"For the physical altercation at Road on 2023-11-14 around 13:21, my answer for witness available is: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV555
ANS001349,Q001349_hi,NAR000151_EN,hi,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, witness available ke liye mera jawab hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV555
ANS001350,Q001350_hiLatn,NAR000151_EN,hi-Latn,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, witness available ke liye mera answer hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV555
ANS001351,Q001351_en,NAR000151_EN,en,"For the physical altercation at Road on 2023-11-14 around 13:21, my answer for safe place available is: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV555
ANS001352,Q001352_hi,NAR000151_EN,hi,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, safe place available ke liye mera jawab hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV555
ANS001353,Q001353_hiLatn,NAR000151_EN,hi-Latn,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, safe place available ke liye mera answer hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV555
ANS001354,Q001354_en,NAR000151_EN,en,"For the physical altercation at Road on 2023-11-14 around 13:21, my answer for medical help status is: needed.",needed,boolean,medical_help_status,needed,certain,True,False,False,0.55,0.87,True,REV555
ANS001355,Q001355_hi,NAR000151_EN,hi,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, medical help status ke liye mera jawab hai: needed.",needed,boolean,medical_help_status,needed,certain,True,False,False,0.55,0.87,True,REV555
ANS001356,Q001356_hiLatn,NAR000151_EN,hi-Latn,"physical altercation Road par 2023-11-14 ko 13:21 ke aas-paas, medical help status ke liye mera answer hai: needed.",needed,boolean,medical_help_status,needed,certain,True,False,False,0.55,0.87,True,REV555
ANS001357,Q001357_en,NAR000152_EN,en,"For the vehicle theft at Parking lot on 2023-11-16 around 19:19, my answer for property type is: parked vehicle.",parked vehicle,text,property_type,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV232
ANS001358,Q001358_hi,NAR000152_EN,hi,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, property type ke liye mera jawab hai: parked vehicle.",parked vehicle,text,property_type,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV232
ANS001359,Q001359_hiLatn,NAR000152_EN,hi-Latn,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, property type ke liye mera answer hai: parked vehicle.",parked vehicle,text,property_type,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV232
ANS001360,Q001360_en,NAR000152_EN,en,"For the vehicle theft at Parking lot on 2023-11-16 around 19:19, my answer for property description is: parked vehicle.",parked vehicle,text,property_description,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV232
ANS001361,Q001361_hi,NAR000152_EN,hi,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, property description ke liye mera jawab hai: parked vehicle.",parked vehicle,text,property_description,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV232
ANS001362,Q001362_hiLatn,NAR000152_EN,hi-Latn,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, property description ke liye mera answer hai: parked vehicle.",parked vehicle,text,property_description,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV232
ANS001363,Q001363_en,NAR000152_EN,en,"For the vehicle theft at Parking lot on 2023-11-16 around 19:19, my answer for ownership information is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV232
ANS001364,Q001364_hi,NAR000152_EN,hi,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, ownership information ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV232
ANS001365,Q001365_hiLatn,NAR000152_EN,hi-Latn,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, ownership information ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV232
ANS001366,Q001366_en,NAR000152_EN,en,"For the vehicle theft at Parking lot on 2023-11-16 around 19:19, my answer for suspect description is: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV232
ANS001367,Q001367_hi,NAR000152_EN,hi,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, suspect description ke liye mera jawab hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV232
ANS001368,Q001368_hiLatn,NAR000152_EN,hi-Latn,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, suspect description ke liye mera answer hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV232
ANS001369,Q001369_en,NAR000152_EN,en,"For the vehicle theft at Parking lot on 2023-11-16 around 19:19, my answer for force or threat used is: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV232
ANS001370,Q001370_hi,NAR000152_EN,hi,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, force or threat used ke liye mera jawab hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV232
ANS001371,Q001371_hiLatn,NAR000152_EN,hi-Latn,"vehicle theft Parking lot par 2023-11-16 ko 19:19 ke aas-paas, force or threat used ke liye mera answer hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV232
ANS001372,Q001372_en,NAR000153_EN,en,"For the cheque forgery at Office on 2023-11-20 around 17:15, my answer for institution notified is: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV533
ANS001373,Q001373_hi,NAR000153_EN,hi,"cheque forgery Office par 2023-11-20 ko 17:15 ke aas-paas, institution notified ke liye mera jawab hai: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV533
ANS001374,Q001374_hiLatn,NAR000153_EN,hi-Latn,"cheque forgery Office par 2023-11-20 ko 17:15 ke aas-paas, institution notified ke liye mera answer hai: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV533
ANS001375,Q001375_en,NAR000154_EN,en,"For the restitution of conjugal rights at Apartment on 2023-11-21 around 11:16, my answer for financial support issue is: Maintenance or household support payment is disputed.",maintenance or household support payment is disputed,text,financial_support_issue,Maintenance or household support payment is disputed,certain,False,False,False,0.55,0.87,True,REV676
ANS001376,Q001376_hi,NAR000154_EN,hi,"restitution of conjugal rights Apartment par 2023-11-21 ko 11:16 ke aas-paas, financial support issue ke liye mera jawab hai: Maintenance or household support payment is disputed.",maintenance or household support payment is disputed,text,financial_support_issue,Maintenance or household support payment is disputed,certain,False,False,False,0.55,0.87,True,REV676
ANS001377,Q001377_hiLatn,NAR000154_EN,hi-Latn,"restitution of conjugal rights Apartment par 2023-11-21 ko 11:16 ke aas-paas, financial support issue ke liye mera answer hai: Maintenance or household support payment is disputed.",maintenance or household support payment is disputed,text,financial_support_issue,Maintenance or household support payment is disputed,certain,False,False,False,0.55,0.87,True,REV676
ANS001378,Q001378_en,NAR000154_EN,en,"For the restitution of conjugal rights at Apartment on 2023-11-21 around 11:16, my answer for urgent motion needed is: unsure.",unsure,boolean,urgent_motion_needed,unsure,unsure,False,False,False,0.55,0.67,True,REV676
ANS001379,Q001379_hi,NAR000154_EN,hi,"restitution of conjugal rights Apartment par 2023-11-21 ko 11:16 ke aas-paas, urgent motion needed ke liye mera jawab hai: unsure.",unsure,boolean,urgent_motion_needed,unsure,unsure,False,False,False,0.55,0.67,True,REV676
ANS001380,Q001380_hiLatn,NAR000154_EN,hi-Latn,"restitution of conjugal rights Apartment par 2023-11-21 ko 11:16 ke aas-paas, urgent motion needed ke liye mera answer hai: unsure.",unsure,boolean,urgent_motion_needed,unsure,unsure,False,False,False,0.55,0.67,True,REV676
ANS001381,Q001381_en,NAR000154_EN,en,"For the restitution of conjugal rights at Apartment on 2023-11-21 around 11:16, my answer for violence or safety concern is: no.",no,boolean,violence_or_safety_concern,no,certain,False,False,False,0.35,0.67,True,REV676
ANS001382,Q001382_hi,NAR000154_EN,hi,"restitution of conjugal rights Apartment par 2023-11-21 ko 11:16 ke aas-paas, violence or safety concern ke liye mera jawab hai: no.",no,boolean,violence_or_safety_concern,no,certain,False,False,False,0.35,0.67,True,REV676
ANS001383,Q001383_hiLatn,NAR000154_EN,hi-Latn,"restitution of conjugal rights Apartment par 2023-11-21 ko 11:16 ke aas-paas, violence or safety concern ke liye mera answer hai: no.",no,boolean,violence_or_safety_concern,no,certain,False,False,False,0.35,0.67,True,REV676
ANS001384,Q001384_en,NAR000155_EN,en,"For the shopbreaking at Showroom on 2023-11-22 around 03:44, my answer for property type is: shop shutter and stock area.",shop shutter and stock area,text,property_type,shop shutter and stock area,approximate,False,False,False,0.60,0.84,True,REV950
ANS001385,Q001385_hi,NAR000155_EN,hi,"shopbreaking Showroom par 2023-11-22 ko 03:44 ke aas-paas, property type ke liye mera jawab hai: shop shutter and stock area.",shop shutter and stock area,text,property_type,shop shutter and stock area,approximate,False,False,False,0.60,0.84,True,REV950
ANS001386,Q001386_hiLatn,NAR000155_EN,hi-Latn,"shopbreaking Showroom par 2023-11-22 ko 03:44 ke aas-paas, property type ke liye mera answer hai: shop shutter and stock area.",shop shutter and stock area,text,property_type,shop shutter and stock area,approximate,False,False,False,0.60,0.84,True,REV950
ANS001387,Q001387_en,NAR000155_EN,en,"For the shopbreaking at Showroom on 2023-11-22 around 03:44, my answer for property description is: shop shutter and stock area.",shop shutter and stock area,text,property_description,shop shutter and stock area,approximate,False,False,False,0.60,0.84,True,REV950
ANS001388,Q001388_hi,NAR000155_EN,hi,"shopbreaking Showroom par 2023-11-22 ko 03:44 ke aas-paas, property description ke liye mera jawab hai: shop shutter and stock area.",shop shutter and stock area,text,property_description,shop shutter and stock area,approximate,False,False,False,0.60,0.84,True,REV950
ANS001389,Q001389_hiLatn,NAR000155_EN,hi-Latn,"shopbreaking Showroom par 2023-11-22 ko 03:44 ke aas-paas, property description ke liye mera answer hai: shop shutter and stock area.",shop shutter and stock area,text,property_description,shop shutter and stock area,approximate,False,False,False,0.60,0.84,True,REV950
ANS001390,Q001390_en,NAR000155_EN,en,"For the shopbreaking at Showroom on 2023-11-22 around 03:44, my answer for ownership information is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV950
ANS001391,Q001391_hi,NAR000155_EN,hi,"shopbreaking Showroom par 2023-11-22 ko 03:44 ke aas-paas, ownership information ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV950
ANS001392,Q001392_hiLatn,NAR000155_EN,hi-Latn,"shopbreaking Showroom par 2023-11-22 ko 03:44 ke aas-paas, ownership information ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV950
ANS001393,Q001393_en,NAR000156_EN,en,"For the breach of employment contract at Online platform on 2023-11-25 around 06:55, my answer for employment documents is: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV494
ANS001394,Q001394_hi,NAR000156_EN,hi,"breach of employment contract Online platform par 2023-11-25 ko 06:55 ke aas-paas, employment documents ke liye mera jawab hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV494
ANS001395,Q001395_hiLatn,NAR000156_EN,hi-Latn,"breach of employment contract Online platform par 2023-11-25 ko 06:55 ke aas-paas, employment documents ke liye mera answer hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV494
ANS001396,Q001396_en,NAR000156_EN,en,"For the breach of employment contract at Online platform on 2023-11-25 around 06:55, my answer for internal complaint status is: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV494
ANS001397,Q001397_hi,NAR000156_EN,hi,"breach of employment contract Online platform par 2023-11-25 ko 06:55 ke aas-paas, internal complaint status ke liye mera jawab hai: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV494
ANS001398,Q001398_hiLatn,NAR000156_EN,hi-Latn,"breach of employment contract Online platform par 2023-11-25 ko 06:55 ke aas-paas, internal complaint status ke liye mera answer hai: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV494
ANS001399,Q001399_en,NAR000157_EN,en,"For the verbal intimidation at Shop on 2023-11-25 around 17:35, my answer for threat or attack description is: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV911
ANS001400,Q001400_hi,NAR000157_EN,hi,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, threat or attack description ke liye mera jawab hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV911
ANS001401,Q001401_hiLatn,NAR000157_EN,hi-Latn,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, threat or attack description ke liye mera answer hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV911
ANS001402,Q001402_en,NAR000157_EN,en,"For the verbal intimidation at Shop on 2023-11-25 around 17:35, my answer for injury details is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV911
ANS001403,Q001403_hi,NAR000157_EN,hi,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, injury details ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV911
ANS001404,Q001404_hiLatn,NAR000157_EN,hi-Latn,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, injury details ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV911
ANS001405,Q001405_en,NAR000157_EN,en,"For the verbal intimidation at Shop on 2023-11-25 around 17:35, my answer for alleged offender identity is: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,alleged_offender_identity,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV911
ANS001406,Q001406_hi,NAR000157_EN,hi,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, alleged offender identity ke liye mera jawab hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,alleged_offender_identity,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV911
ANS001407,Q001407_hiLatn,NAR000157_EN,hi-Latn,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, alleged offender identity ke liye mera answer hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,alleged_offender_identity,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV911
ANS001408,Q001408_en,NAR000157_EN,en,"For the verbal intimidation at Shop on 2023-11-25 around 17:35, my answer for witness available is: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV911
ANS001409,Q001409_hi,NAR000157_EN,hi,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, witness available ke liye mera jawab hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV911
ANS001410,Q001410_hiLatn,NAR000157_EN,hi-Latn,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, witness available ke liye mera answer hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV911
ANS001411,Q001411_en,NAR000157_EN,en,"For the verbal intimidation at Shop on 2023-11-25 around 17:35, my answer for safe place available is: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV911
ANS001412,Q001412_hi,NAR000157_EN,hi,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, safe place available ke liye mera jawab hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV911
ANS001413,Q001413_hiLatn,NAR000157_EN,hi-Latn,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, safe place available ke liye mera answer hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV911
ANS001414,Q001414_en,NAR000157_EN,en,"For the verbal intimidation at Shop on 2023-11-25 around 17:35, my answer for medical help status is: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV911
ANS001415,Q001415_hi,NAR000157_EN,hi,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, medical help status ke liye mera jawab hai: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV911
ANS001416,Q001416_hiLatn,NAR000157_EN,hi-Latn,"verbal intimidation Shop par 2023-11-25 ko 17:35 ke aas-paas, medical help status ke liye mera answer hai: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV911
ANS001417,Q001417_en,NAR000158_EN,en,"For the illegal property possession at House on 2023-11-28 around 22:26, my answer for property type is: boundary wall and access path.",boundary wall and access path,text,property_type,boundary wall and access path,approximate,False,False,False,0.60,0.84,True,REV868
ANS001418,Q001418_hi,NAR000158_EN,hi,"illegal property possession House par 2023-11-28 ko 22:26 ke aas-paas, property type ke liye mera jawab hai: boundary wall and access path.",boundary wall and access path,text,property_type,boundary wall and access path,approximate,False,False,False,0.60,0.84,True,REV868
ANS001419,Q001419_hiLatn,NAR000158_EN,hi-Latn,"illegal property possession House par 2023-11-28 ko 22:26 ke aas-paas, property type ke liye mera answer hai: boundary wall and access path.",boundary wall and access path,text,property_type,boundary wall and access path,approximate,False,False,False,0.60,0.84,True,REV868
ANS001420,Q001420_en,NAR000158_EN,en,"For the illegal property possession at House on 2023-11-28 around 22:26, my answer for ownership documents is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_documents,"I can show possession through receipts, photos, or property documents",approximate,False,False,False,0.60,0.84,True,REV868
ANS001421,Q001421_hi,NAR000158_EN,hi,"illegal property possession House par 2023-11-28 ko 22:26 ke aas-paas, ownership documents ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_documents,"I can show possession through receipts, photos, or property documents",approximate,False,False,False,0.60,0.84,True,REV868
ANS001422,Q001422_hiLatn,NAR000158_EN,hi-Latn,"illegal property possession House par 2023-11-28 ko 22:26 ke aas-paas, ownership documents ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_documents,"I can show possession through receipts, photos, or property documents",approximate,False,False,False,0.60,0.84,True,REV868
ANS001423,Q001423_en,NAR000158_EN,en,"For the illegal property possession at House on 2023-11-28 around 22:26, my answer for current possession is: Possession is disputed, and access is not fully clear right now.","possession is disputed, and access is not fully clear right now",text,current_possession,"Possession is disputed, and access is not fully clear right now",approximate,False,False,False,0.60,0.84,True,REV868
ANS001424,Q001424_hi,NAR000158_EN,hi,"illegal property possession House par 2023-11-28 ko 22:26 ke aas-paas, current possession ke liye mera jawab hai: Possession is disputed, and access is not fully clear right now.","possession is disputed, and access is not fully clear right now",text,current_possession,"Possession is disputed, and access is not fully clear right now",approximate,False,False,False,0.60,0.84,True,REV868
ANS001425,Q001425_hiLatn,NAR000158_EN,hi-Latn,"illegal property possession House par 2023-11-28 ko 22:26 ke aas-paas, current possession ke liye mera answer hai: Possession is disputed, and access is not fully clear right now.","possession is disputed, and access is not fully clear right now",text,current_possession,"Possession is disputed, and access is not fully clear right now",approximate,False,False,False,0.60,0.84,True,REV868
ANS001426,Q001426_en,NAR000159_EN,en,"For the overcharging and hidden fees at Hotel on 2023-11-28 around 15:05, my answer for product or service is: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV565
ANS001427,Q001427_hi,NAR000159_EN,hi,"overcharging and hidden fees Hotel par 2023-11-28 ko 15:05 ke aas-paas, product or service ke liye mera jawab hai: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV565
ANS001428,Q001428_hiLatn,NAR000159_EN,hi-Latn,"overcharging and hidden fees Hotel par 2023-11-28 ko 15:05 ke aas-paas, product or service ke liye mera answer hai: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV565
ANS001429,Q001429_en,NAR000159_EN,en,"For the overcharging and hidden fees at Hotel on 2023-11-28 around 15:05, my answer for refund or remedy requested is: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV565
ANS001430,Q001430_hi,NAR000159_EN,hi,"overcharging and hidden fees Hotel par 2023-11-28 ko 15:05 ke aas-paas, refund or remedy requested ke liye mera jawab hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV565
ANS001431,Q001431_hiLatn,NAR000159_EN,hi-Latn,"overcharging and hidden fees Hotel par 2023-11-28 ko 15:05 ke aas-paas, refund or remedy requested ke liye mera answer hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV565
ANS001432,Q001432_en,NAR000160_EN,en,"For the overcharging and hidden fees at Restaurant on 2023-11-29 around 23:42, my answer for product or service is: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV406
ANS001433,Q001433_hi,NAR000160_EN,hi,"overcharging and hidden fees Restaurant par 2023-11-29 ko 23:42 ke aas-paas, product or service ke liye mera jawab hai: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV406
ANS001434,Q001434_hiLatn,NAR000160_EN,hi-Latn,"overcharging and hidden fees Restaurant par 2023-11-29 ko 23:42 ke aas-paas, product or service ke liye mera answer hai: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV406
ANS001435,Q001435_en,NAR000160_EN,en,"For the overcharging and hidden fees at Restaurant on 2023-11-29 around 23:42, my answer for evidence available is: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV406
ANS001436,Q001436_hi,NAR000160_EN,hi,"overcharging and hidden fees Restaurant par 2023-11-29 ko 23:42 ke aas-paas, evidence available ke liye mera jawab hai: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV406
ANS001437,Q001437_hiLatn,NAR000160_EN,hi-Latn,"overcharging and hidden fees Restaurant par 2023-11-29 ko 23:42 ke aas-paas, evidence available ke liye mera answer hai: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV406
ANS001438,Q001438_en,NAR000161_EN,en,"For the cheque forgery at Office on 2023-12-07 around 05:41, my answer for documents or audit trail is: I can provide more details, but I need to check the exact information.","i can provide more details, but i need to check the exact information",text,documents_or_audit_trail,"I can provide more details, but I need to check the exact information",unsure,False,False,False,0.55,0.67,True,REV935
