relation_id,narrative_id,event_id_1,event_id_2,relation_type,relation_certainty,source_text,gold_order,annotator_id,reviewer_id
REL000283,NAR000283_EN,EVT000283_001,EVT000283_002,BEFORE,certain,"Emergency services were notified subsequently, initiating a localized investigation into the security vulnerabilities of this particular jurisdiction..",EVT000283_001 precedes EVT000283_002,REL_ANN_001,REV577
REL000284,NAR000284_EN,EVT000284_001,EVT000284_002,BEFORE,certain,"Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of illegal property possession affecting my Shop.",EVT000284_001 precedes EVT000284_002,REL_ANN_001,REV268
REL000285,NAR000285_EN,EVT000285_001,EVT000285_002,BEFORE,probable,"So I went down to the mobile app around 02:11 to check my balance, and I realized I was a victim of a massive loan approval scam.",EVT000285_001 precedes EVT000285_002,REL_ANN_001,REV496
REL000286,NAR000286_EN,EVT000286_001,EVT000286_002,BEFORE,probable,"On the afternoon of 2026-07-11, a long-standing land friction culminated in an explicit case of land encroachment at the designated house around 17:05 hours.",EVT000286_001 precedes EVT000286_002,REL_ANN_001,REV454
REL000287,NAR000287_EN,EVT000287_001,EVT000287_002,BEFORE,probable,A family civil dispute categorized as restitution of conjugal rights manifested within a private residence at 18:15.,EVT000287_001 precedes EVT000287_002,REL_ANN_001,REV767
REL000288,NAR000288_EN,EVT000288_001,EVT000288_002,BEFORE,certain,"Dear Protection Officer, I am writing to formally report an escalating pattern of domestic violence, specifically emotional and verbal abuse, at my residence.",EVT000288_001 precedes EVT000288_002,REL_ANN_001,REV175
REL000289,NAR000289_EN,EVT000289_001,EVT000289_002,BEFORE,probable,An incident involving sudden verbal intimidation broke out at the shop around 10:03.,EVT000289_001 precedes EVT000289_002,REL_ANN_001,REV517
REL000290,NAR000290_EN,EVT000290_001,EVT000290_002,BEFORE,certain,"Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of land encroachment affecting my House.",EVT000290_001 precedes EVT000290_002,REL_ANN_001,REV943
REL000291,NAR000291_EN,EVT000291_001,EVT000291_002,BEFORE,probable,The observer witnessed an intense disagreement between the management and an employee inside the construction site around 11:22.,EVT000291_001 precedes EVT000291_002,REL_ANN_001,REV391
REL000292,NAR000292_EN,EVT000292_001,EVT000292_002,BEFORE,probable,"I was just minding my own business at the house around 18:35, when this aggressive person started shouting at me out of nowhere.",EVT000292_001 precedes EVT000292_002,REL_ANN_001,REV948
REL000293,NAR000293_EN,EVT000293_001,EVT000293_002,BEFORE,probable,It happened again at home around 21:24.,EVT000293_001 precedes EVT000293_002,REL_ANN_001,REV988
REL000294,NAR000294_EN,EVT000294_001,EVT000294_002,BEFORE,certain,The bystander reported observing a heated argument developing near the shop around 19:11.,EVT000294_001 precedes EVT000294_002,REL_ANN_001,REV904
REL000295,NAR000295_EN,EVT000295_001,EVT000295_002,BEFORE,probable,"The system administrator observed anomalous traffic originating from unauthorized servers around 07:29, confirming a systemwide cyberstalking.",EVT000295_001 precedes EVT000295_002,REL_ANN_001,REV489
REL000296,NAR000296_EN,EVT000296_001,EVT000296_002,BEFORE,certain,The neighbor reported hearing intense shouting and objects breaking from the adjacent apartment around 01:32.,EVT000296_001 precedes EVT000296_002,REL_ANN_001,REV445
REL000297,NAR000297_EN,EVT000297_001,EVT000297_002,BEFORE,probable,Case logged under regional motor vehicle acts..,EVT000297_001 precedes EVT000297_002,REL_ANN_001,REV763
REL000298,NAR000298_EN,EVT000298_001,EVT000298_002,BEFORE,probable,"On the date of 2026-07-01, an advanced threat actor initiated an exploit categorized under cyberstalking targeting remote infrastructures at approximately 02:11.",EVT000298_001 precedes EVT000298_002,REL_ANN_001,REV967
REL000299,NAR000299_EN,EVT000299_001,EVT000299_002,BEFORE,certain,"Emergency services were notified subsequently, initiating a localized investigation into the security vulnerabilities of this particular jurisdiction..",EVT000299_001 precedes EVT000299_002,REL_ANN_001,REV256
REL000300,NAR000300_EN,EVT000300_001,EVT000300_002,BEFORE,probable,"unauthorized charges are showing up on multiple profiles, notify your branch manager asap.",EVT000300_001 precedes EVT000300_002,REL_ANN_001,REV653
