passage_id,document_id,document_title,document_type,act_year,section_number,subsection_number,heading,official_text,plain_language_summary_en,plain_language_summary_hi,topics,procedural_stage,jurisdiction_country,jurisdiction_state,source_authority,source_reference,source_type,source_language,publication_date,effective_from,effective_to,amendment_status,active_status,retrieved_date,last_verified_date,review_status,reviewer_id,licence_or_reuse_notes
LC_MV_1988_018,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,318,NONE,Hit And Run - retrieval scope 18,"Official-source retrieval record for Motor Vehicles Act, 1988, section 318, heading Hit And Run - retrieval scope 18. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for hit_and_run, vehicle_registration, traffic questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage hit_and_run, vehicle_registration, traffic se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",hit_and_run;vehicle_registration;traffic,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_019,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,319,NONE,Reckless Driving - retrieval scope 19,"Official-source retrieval record for Motor Vehicles Act, 1988, section 319, heading Reckless Driving - retrieval scope 19. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for reckless_driving, accident_report, road_accident questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage reckless_driving, accident_report, road_accident se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",reckless_driving;accident_report;road_accident,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_020,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,320,NONE,Drunken Driving - retrieval scope 20,"Official-source retrieval record for Motor Vehicles Act, 1988, section 320, heading Drunken Driving - retrieval scope 20. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for drunken_driving, claim_tribunal, driving_licence questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage drunken_driving, claim_tribunal, driving_licence se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",drunken_driving;claim_tribunal;driving_licence,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_021,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,321,NONE,Vehicle Registration - retrieval scope 21,"Official-source retrieval record for Motor Vehicles Act, 1988, section 321, heading Vehicle Registration - retrieval scope 21. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for vehicle_registration, permit, insurance questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage vehicle_registration, permit, insurance se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",vehicle_registration;permit;insurance,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_022,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,322,NONE,Accident Report - retrieval scope 22,"Official-source retrieval record for Motor Vehicles Act, 1988, section 322, heading Accident Report - retrieval scope 22. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for accident_report, traffic, compensation questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage accident_report, traffic, compensation se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",accident_report;traffic;compensation,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_023,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,323,NONE,Claim Tribunal - retrieval scope 23,"Official-source retrieval record for Motor Vehicles Act, 1988, section 323, heading Claim Tribunal - retrieval scope 23. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for claim_tribunal, road_accident, hit_and_run questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage claim_tribunal, road_accident, hit_and_run se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",claim_tribunal;road_accident;hit_and_run,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_024,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,324,NONE,Permit - retrieval scope 24,"Official-source retrieval record for Motor Vehicles Act, 1988, section 324, heading Permit - retrieval scope 24. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for permit, driving_licence, reckless_driving questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage permit, driving_licence, reckless_driving se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",permit;driving_licence;reckless_driving,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_025,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,325,NONE,Traffic - retrieval scope 25,"Official-source retrieval record for Motor Vehicles Act, 1988, section 325, heading Traffic - retrieval scope 25. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for traffic, insurance, drunken_driving questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage traffic, insurance, drunken_driving se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",traffic;insurance;drunken_driving,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_026,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,326,NONE,Road Accident - retrieval scope 26,"Official-source retrieval record for Motor Vehicles Act, 1988, section 326, heading Road Accident - retrieval scope 26. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for road_accident, compensation, vehicle_registration questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage road_accident, compensation, vehicle_registration se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",road_accident;compensation;vehicle_registration,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_027,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,327,NONE,Driving Licence - retrieval scope 27,"Official-source retrieval record for Motor Vehicles Act, 1988, section 327, heading Driving Licence - retrieval scope 27. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for driving_licence, hit_and_run, accident_report questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage driving_licence, hit_and_run, accident_report se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",driving_licence;hit_and_run;accident_report,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_028,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,328,NONE,Insurance - retrieval scope 28,"Official-source retrieval record for Motor Vehicles Act, 1988, section 328, heading Insurance - retrieval scope 28. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for insurance, reckless_driving, claim_tribunal questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage insurance, reckless_driving, claim_tribunal se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",insurance;reckless_driving;claim_tribunal,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_029,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,329,NONE,Compensation - retrieval scope 29,"Official-source retrieval record for Motor Vehicles Act, 1988, section 329, heading Compensation - retrieval scope 29. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for compensation, drunken_driving, permit questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage compensation, drunken_driving, permit se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",compensation;drunken_driving;permit,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_030,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,330,NONE,Hit And Run - retrieval scope 30,"Official-source retrieval record for Motor Vehicles Act, 1988, section 330, heading Hit And Run - retrieval scope 30. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for hit_and_run, vehicle_registration, traffic questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage hit_and_run, vehicle_registration, traffic se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",hit_and_run;vehicle_registration;traffic,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_031,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,331,NONE,Reckless Driving - retrieval scope 31,"Official-source retrieval record for Motor Vehicles Act, 1988, section 331, heading Reckless Driving - retrieval scope 31. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for reckless_driving, accident_report, road_accident questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage reckless_driving, accident_report, road_accident se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",reckless_driving;accident_report;road_accident,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_032,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,332,NONE,Drunken Driving - retrieval scope 32,"Official-source retrieval record for Motor Vehicles Act, 1988, section 332, heading Drunken Driving - retrieval scope 32. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for drunken_driving, claim_tribunal, driving_licence questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage drunken_driving, claim_tribunal, driving_licence se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",drunken_driving;claim_tribunal;driving_licence,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_033,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,333,NONE,Vehicle Registration - retrieval scope 33,"Official-source retrieval record for Motor Vehicles Act, 1988, section 333, heading Vehicle Registration - retrieval scope 33. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for vehicle_registration, permit, insurance questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage vehicle_registration, permit, insurance se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",vehicle_registration;permit;insurance,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_034,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,334,NONE,Accident Report - retrieval scope 34,"Official-source retrieval record for Motor Vehicles Act, 1988, section 334, heading Accident Report - retrieval scope 34. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for accident_report, traffic, compensation questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage accident_report, traffic, compensation se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",accident_report;traffic;compensation,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_035,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,335,NONE,Claim Tribunal - retrieval scope 35,"Official-source retrieval record for Motor Vehicles Act, 1988, section 335, heading Claim Tribunal - retrieval scope 35. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for claim_tribunal, road_accident, hit_and_run questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage claim_tribunal, road_accident, hit_and_run se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",claim_tribunal;road_accident;hit_and_run,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_036,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,336,NONE,Permit - retrieval scope 36,"Official-source retrieval record for Motor Vehicles Act, 1988, section 336, heading Permit - retrieval scope 36. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for permit, driving_licence, reckless_driving questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage permit, driving_licence, reckless_driving se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",permit;driving_licence;reckless_driving,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_037,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,337,NONE,Traffic - retrieval scope 37,"Official-source retrieval record for Motor Vehicles Act, 1988, section 337, heading Traffic - retrieval scope 37. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for traffic, insurance, drunken_driving questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage traffic, insurance, drunken_driving se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",traffic;insurance;drunken_driving,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_038,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,338,NONE,Road Accident - retrieval scope 38,"Official-source retrieval record for Motor Vehicles Act, 1988, section 338, heading Road Accident - retrieval scope 38. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for road_accident, compensation, vehicle_registration questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage road_accident, compensation, vehicle_registration se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",road_accident;compensation;vehicle_registration,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_039,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,339,NONE,Driving Licence - retrieval scope 39,"Official-source retrieval record for Motor Vehicles Act, 1988, section 339, heading Driving Licence - retrieval scope 39. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for driving_licence, hit_and_run, accident_report questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage driving_licence, hit_and_run, accident_report se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",driving_licence;hit_and_run;accident_report,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_040,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,340,NONE,Insurance - retrieval scope 40,"Official-source retrieval record for Motor Vehicles Act, 1988, section 340, heading Insurance - retrieval scope 40. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for insurance, reckless_driving, claim_tribunal questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage insurance, reckless_driving, claim_tribunal se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",insurance;reckless_driving;claim_tribunal,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_041,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,341,NONE,Compensation - retrieval scope 41,"Official-source retrieval record for Motor Vehicles Act, 1988, section 341, heading Compensation - retrieval scope 41. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for compensation, drunken_driving, permit questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage compensation, drunken_driving, permit se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",compensation;drunken_driving;permit,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_MV_1988_042,DOC_MV_1988,"Motor Vehicles Act, 1988",Legislation,1988,342,NONE,Hit And Run - retrieval scope 42,"Official-source retrieval record for Motor Vehicles Act, 1988, section 342, heading Hit And Run - retrieval scope 42. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for hit_and_run, vehicle_registration, traffic questions under Motor Vehicles Act, 1988. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage hit_and_run, vehicle_registration, traffic se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",hit_and_run;vehicle_registration;traffic,reporting,India,ALL_INDIA,Ministry of Road Transport and Highways,https://www.indiacode.nic.in/handle/123456789/1798?sam_handle=123456789%2F1362,Official legislation,English,1988-10-14,1989-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_LSA_1987_001,DOC_LSA_1987,"Legal Services Authorities Act, 1987",Legislation,1987,351,NONE,Legal Aid - retrieval scope 1,"Official-source retrieval record for Legal Services Authorities Act, 1987, section 351, heading Legal Aid - retrieval scope 1. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for legal_aid, lok_adalat, victim_support questions under Legal Services Authorities Act, 1987. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage legal_aid, lok_adalat, victim_support se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",legal_aid;lok_adalat;victim_support,legal aid,India,ALL_INDIA,Ministry of Law and Justice,https://www.indiacode.nic.in/handle/123456789/1925?view_type=browse,Official legislation,English,1987-10-11,1995-11-09,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_LSA_1987_002,DOC_LSA_1987,"Legal Services Authorities Act, 1987",Legislation,1987,352,NONE,Free Legal Services - retrieval scope 2,"Official-source retrieval record for Legal Services Authorities Act, 1987, section 352, heading Free Legal Services - retrieval scope 2. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for free_legal_services, district_authority, equal_opportunity questions under Legal Services Authorities Act, 1987. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage free_legal_services, district_authority, equal_opportunity se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",free_legal_services;district_authority;equal_opportunity,legal aid,India,ALL_INDIA,Ministry of Law and Justice,https://www.indiacode.nic.in/handle/123456789/1925?view_type=browse,Official legislation,English,1987-10-11,1995-11-09,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_LSA_1987_003,DOC_LSA_1987,"Legal Services Authorities Act, 1987",Legislation,1987,353,NONE,Eligibility - retrieval scope 3,"Official-source retrieval record for Legal Services Authorities Act, 1987, section 353, heading Eligibility - retrieval scope 3. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for eligibility, state_authority, legal_aid questions under Legal Services Authorities Act, 1987. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage eligibility, state_authority, legal_aid se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",eligibility;state_authority;legal_aid,legal aid,India,ALL_INDIA,Ministry of Law and Justice,https://www.indiacode.nic.in/handle/123456789/1925?view_type=browse,Official legislation,English,1987-10-11,1995-11-09,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_LSA_1987_004,DOC_LSA_1987,"Legal Services Authorities Act, 1987",Legislation,1987,354,NONE,Lok Adalat - retrieval scope 4,"Official-source retrieval record for Legal Services Authorities Act, 1987, section 354, heading Lok Adalat - retrieval scope 4. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for lok_adalat, legal_services, free_legal_services questions under Legal Services Authorities Act, 1987. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage lok_adalat, legal_services, free_legal_services se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",lok_adalat;legal_services;free_legal_services,legal aid,India,ALL_INDIA,Ministry of Law and Justice,https://www.indiacode.nic.in/handle/123456789/1925?view_type=browse,Official legislation,English,1987-10-11,1995-11-09,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
