evaluation_id,case_id,evaluator_id,evaluator_role,classification_correctness,entity_extraction_correctness,event_extraction_correctness,timeline_correctness,missing_question_relevance,question_clarity,question_sensitivity,summary_completeness,summary_factuality,hallucination_present,legal_source_relevance,citation_correctness,overall_clarity,professional_usefulness,user_usefulness,comments,evaluation_date
HEVAL000163,GOUT000070_EN,EVAL_NLP_007,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 163: Family Law label for child custody dispute is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: optional: case_or_order_status, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern.",2026-07-20
HEVAL000164,GOUT000070_EN,EVAL_ORDINARY_USER_007,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 164: Summary is understandable for the child custody dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000165,GOUT000070_EN,EVAL_LEGAL_REVIEWER_007,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 165: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000166,GOUT000071_EN,EVAL_NLP_008,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 166: Family Law label for alimony and maintenance claim is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: financial_support_issue, urgent_motion_needed | missing: violence_or_safety_concern.",2026-07-20
HEVAL000167,GOUT000071_EN,EVAL_ORDINARY_USER_008,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 167: Summary is understandable for the alimony and maintenance claim matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000168,GOUT000071_EN,EVAL_LEGAL_REVIEWER_008,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 168: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000169,GOUT000073_EN,EVAL_NLP_009,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 169: Property Disputes label for land encroachment is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, current_possession | missing: ownership_documents.",2026-07-20
HEVAL000170,GOUT000073_EN,EVAL_ORDINARY_USER_009,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 170: Summary is understandable for the land encroachment matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000171,GOUT000073_EN,EVAL_LEGAL_REVIEWER_009,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 171: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000172,GOUT000074_EN,EVAL_NLP_010,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 172: Financial Fraud label for insurance claim fraud is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: institution_notified.",2026-07-20
HEVAL000173,GOUT000074_EN,EVAL_ORDINARY_USER_010,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 173: Summary is understandable for the insurance claim fraud matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000174,GOUT000074_EN,EVAL_LEGAL_REVIEWER_010,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 174: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FINANCIAL_CYBER_FRAUD_001;LP_CYBER_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000175,GOUT000076_EN,EVAL_NLP_011,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 175: Theft and robbery label for pickpocketing is consistent; 3 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: missing: ownership_information, force_or_threat_used | optional: suspect_description.",2026-07-20
HEVAL000176,GOUT000076_EN,EVAL_ORDINARY_USER_011,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 176: Summary is understandable for the pickpocketing matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000177,GOUT000076_EN,EVAL_LEGAL_REVIEWER_011,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 177: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000178,GOUT000078_EN,EVAL_NLP_012,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 178: Domestic Violence label for dowry harassment is consistent; 1 linked entity mentions, 2 event rows, and 18 follow-up prompts support the generated output. Remaining gap noted: partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available, support_person_contact | missing: injury_or_medical_need.",2026-07-20
HEVAL000179,GOUT000078_EN,EVAL_ORDINARY_USER_012,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 179: Summary is understandable for the dowry harassment matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000180,GOUT000078_EN,EVAL_LEGAL_REVIEWER_012,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 180: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000181,GOUT000080_EN,EVAL_NLP_013,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 181: Property Disputes label for inheritance property claim is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession.",2026-07-20
HEVAL000182,GOUT000080_EN,EVAL_ORDINARY_USER_013,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 182: Summary is understandable for the inheritance property claim matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000183,GOUT000080_EN,EVAL_LEGAL_REVIEWER_013,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 183: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000184,GOUT000081_EN,EVAL_NLP_014,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 184: Employment/Labour label for breach of employment contract is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: employment_documents, internal_complaint_status.",2026-07-20
HEVAL000185,GOUT000081_EN,EVAL_ORDINARY_USER_014,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 185: Summary is understandable for the breach of employment contract matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000186,GOUT000081_EN,EVAL_LEGAL_REVIEWER_014,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 186: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000187,GOUT000082_EN,EVAL_NLP_015,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 187: Property Disputes label for tenant-landlord conflict is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, ownership_documents, current_possession | optional: damage_or_alteration.",2026-07-20
HEVAL000188,GOUT000082_EN,EVAL_ORDINARY_USER_015,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 188: Summary is understandable for the tenant-landlord conflict matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000189,GOUT000082_EN,EVAL_LEGAL_REVIEWER_015,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 189: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000190,GOUT000083_EN,EVAL_NLP_016,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 190: Traffic & Road Incidents label for illegal parking blockage is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: missing: injury_details.",2026-07-20
HEVAL000191,GOUT000083_EN,EVAL_ORDINARY_USER_016,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 191: Summary is understandable for the illegal parking blockage matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000192,GOUT000083_EN,EVAL_LEGAL_REVIEWER_016,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 192: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000193,GOUT000086_EN,EVAL_NLP_017,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 193: Assault & Threats label for physical altercation is consistent; 2 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description | optional: witness_available, safe_place_available, medical_help_status.",2026-07-20
HEVAL000194,GOUT000086_EN,EVAL_ORDINARY_USER_017,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 194: Summary is understandable for the physical altercation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000195,GOUT000086_EN,EVAL_LEGAL_REVIEWER_017,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 195: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000196,GOUT000087_EN,EVAL_NLP_018,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 196: Cybercrime label for phishing scam is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: suspect_or_sender_identity, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000197,GOUT000087_EN,EVAL_ORDINARY_USER_018,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 197: Summary is understandable for the phishing scam matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000198,GOUT000087_EN,EVAL_LEGAL_REVIEWER_018,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 198: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000199,GOUT000088_EN,EVAL_NLP_019,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 199: Domestic Violence label for intimate partner violence is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available | missing: injury_or_medical_need.",2026-07-20
HEVAL000200,GOUT000088_EN,EVAL_ORDINARY_USER_019,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 200: Summary is understandable for the intimate partner violence matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000201,GOUT000088_EN,EVAL_LEGAL_REVIEWER_019,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 201: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000202,GOUT000091_EN,EVAL_NLP_020,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 202: Domestic Violence label for spousal physical abuse is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available.",2026-07-20
HEVAL000203,GOUT000091_EN,EVAL_ORDINARY_USER_020,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 203: Summary is understandable for the spousal physical abuse matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000204,GOUT000091_EN,EVAL_LEGAL_REVIEWER_020,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 204: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000205,GOUT000092_EN,EVAL_NLP_021,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 205: Theft and robbery label for pickpocketing is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, property_description | missing: ownership_information | optional: suspect_description.",2026-07-20
HEVAL000206,GOUT000092_EN,EVAL_ORDINARY_USER_021,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 206: Summary is understandable for the pickpocketing matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000207,GOUT000092_EN,EVAL_LEGAL_REVIEWER_021,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 207: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000208,GOUT000093_EN,EVAL_NLP_022,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 208: Consumer Disputes label for refusal of service refund is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service.",2026-07-20
HEVAL000209,GOUT000093_EN,EVAL_ORDINARY_USER_022,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 209: Summary is understandable for the refusal of service refund matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000210,GOUT000093_EN,EVAL_LEGAL_REVIEWER_022,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 210: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000211,GOUT000094_EN,EVAL_NLP_023,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 211: Family Law label for divorce proceedings conflict is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: financial_support_issue, supporting_documents.",2026-07-20
HEVAL000212,GOUT000094_EN,EVAL_ORDINARY_USER_023,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 212: Summary is understandable for the divorce proceedings conflict matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000213,GOUT000094_EN,EVAL_LEGAL_REVIEWER_023,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 213: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000214,GOUT000095_EN,EVAL_NLP_024,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 214: Employment/Labour label for breach of employment contract is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: employment_documents, internal_complaint_status.",2026-07-20
HEVAL000215,GOUT000095_EN,EVAL_ORDINARY_USER_024,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 215: Summary is understandable for the breach of employment contract matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000216,GOUT000095_EN,EVAL_LEGAL_REVIEWER_024,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 216: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000217,GOUT000096_EN,EVAL_NLP_001,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 217: Employment/Labour label for safe working conditions violation is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: employment_documents, wage_or_benefit_amount, internal_complaint_status.",2026-07-20
HEVAL000218,GOUT000096_EN,EVAL_ORDINARY_USER_001,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 218: Summary is understandable for the safe working conditions violation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000219,GOUT000096_EN,EVAL_LEGAL_REVIEWER_001,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 219: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000220,GOUT000098_EN,EVAL_NLP_002,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 220: Assault & Threats label for physical altercation is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description | optional: witness_available, safe_place_available, medical_help_status.",2026-07-20
HEVAL000221,GOUT000098_EN,EVAL_ORDINARY_USER_002,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 221: Summary is understandable for the physical altercation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000222,GOUT000098_EN,EVAL_LEGAL_REVIEWER_002,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 222: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000223,GOUT000099_EN,EVAL_NLP_003,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 223: Miscellaneous label for minor civic infrastructure issue is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact.",2026-07-20
HEVAL000224,GOUT000099_EN,EVAL_ORDINARY_USER_003,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 224: Summary is understandable for the minor civic infrastructure issue matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000225,GOUT000099_EN,EVAL_LEGAL_REVIEWER_003,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 225: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000226,GOUT000101_EN,EVAL_NLP_004,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 226: Consumer Disputes label for refusal of service refund is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service.",2026-07-20
HEVAL000227,GOUT000101_EN,EVAL_ORDINARY_USER_004,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 227: Summary is understandable for the refusal of service refund matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000228,GOUT000101_EN,EVAL_LEGAL_REVIEWER_004,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 228: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000229,GOUT000102_EN,EVAL_NLP_005,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 229: Domestic Violence label for emotional and verbal abuse is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: missing: relationship_to_offender, injury_or_medical_need | partially_provided: current_shelter_safety | optional: children_or_dependents, evidence_available.",2026-07-20
HEVAL000230,GOUT000102_EN,EVAL_ORDINARY_USER_005,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 230: Summary is understandable for the emotional and verbal abuse matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000231,GOUT000102_EN,EVAL_LEGAL_REVIEWER_005,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 231: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000232,GOUT000103_EN,EVAL_NLP_006,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 232: Theft and robbery label for shopbreaking is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, property_description | missing: ownership_information | optional: suspect_description.",2026-07-20
HEVAL000233,GOUT000103_EN,EVAL_ORDINARY_USER_006,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 233: Summary is understandable for the shopbreaking matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000234,GOUT000103_EN,EVAL_LEGAL_REVIEWER_006,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 234: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000235,GOUT000104_EN,EVAL_NLP_007,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 235: Family Law label for guardianship dispute is consistent; 2 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: financial_support_issue, supporting_documents | missing: violence_or_safety_concern.",2026-07-20
HEVAL000236,GOUT000104_EN,EVAL_ORDINARY_USER_007,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 236: Summary is understandable for the guardianship dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000237,GOUT000104_EN,EVAL_LEGAL_REVIEWER_007,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 237: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000238,GOUT000105_EN,EVAL_NLP_008,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 238: Consumer Disputes label for defective product delivery is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available.",2026-07-20
HEVAL000239,GOUT000105_EN,EVAL_ORDINARY_USER_008,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 239: Summary is understandable for the defective product delivery matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000240,GOUT000105_EN,EVAL_LEGAL_REVIEWER_008,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 240: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000241,GOUT000106_EN,EVAL_NLP_009,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 241: Property Disputes label for boundary wall dispute is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession.",2026-07-20
HEVAL000242,GOUT000106_EN,EVAL_ORDINARY_USER_009,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 242: Summary is understandable for the boundary wall dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000243,GOUT000106_EN,EVAL_LEGAL_REVIEWER_009,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 243: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000244,GOUT000107_EN,EVAL_NLP_010,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 244: Cybercrime label for ransomware attack is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
